Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
130. La especificidad  antigénica  de  un  anticuer po la determina la secuencia aminoacídica de su (sus):,1.  Isotipo.,2.  Dominios Fc.,3.  Regiones determinantes de complementariey dad (CDRs).,4.  Región bisagra.,5.  Extremos carboxílicos.,3,2010
131. El transporte de IgA hacia el exterior de las mucosas está mediado por:,1.  La molécula HLAyDM.,2.  El receptor TLR4.,3.  El receptor RcαR.,4.  La cadena J.,5.  El receptor poliyIgR.,5,2010
"132. Durante la diferenciación de linfocitos B en l a médula ósea, se ejerce selección negativa sobre las (los):",1.  Células preyB.,2.  Células proyB.,3.  Células plasmáticas.,4.  Linfocitos B inmaduros.,5.  Linfocitos B maduros.,4,2010
"133. A diferencia de los receptores de los linfocit os B, los receptores antigénicos de los linfocitos Tαβ maduros:",1.  Experimentan hipermutación somática.,2.  No reconocen antígenos en su forma nativa.,3.  Experimentan cambio isotópico.,4.  Generan formas circulantes solubles.,5.  No tienen distribución clonotípica.,2,2010
134. Los superantígenos bacterianos:,1.  Son ciertos polisacáridos.,2.  Son procesados por vía endocítica.,3.  Se comportan como mitógenos de células B.,4.  Son presentados en el contexto de moléculas MHC de clase I.,5.  Se comportan como activadores policlonales de linfocitos T.,5,2010
135. La perforina es:,1.  Producida por los linfocitos T citotóxicos y NK.,2.  Un péptido antimicrobiano.,3.  Una citosina proyinflamatoria.,4.  Un componente del complemento sérico.,5.  Producida por los linfocitos Th1.,1,2010
136. En la médula de los lóbulos tímicos:,1.  Se modifica la afinidad de los receptores de los timocitos para moléculas propias.,2.  No hay expresión de moléculas MHC de clase II.,3.  Predomina la selección positiva de timocitos inmaduros.,4.  Se completa la expresión del receptor antigéy nico de los timocitos.,5.  Predomina la selección negativa de timocitos autorreactivos.,5,2010
137. Las respuestas de tipo Th1 se caracterizan por la alta producción de:,1.  Anticuerpos IgG4.,2.  ILy17,3.  ILy10 y TGFyβ.,4.  ILy2 e IFNyγ.,5.  ILy4 e ILy5.,4,2010
138. El cambio de isotipo de los linfocitos B:,1.  Está catalizado por los enzimas RAG.,2.  Requiere contactos CD40/CD40L.,3.  Es un fenómeno Tyindependiente.,4.  Tiene lugar en la médula ósea.,5.  Tiene también efectos en la afinidad de sus receptores antigénicos.,2,2010
139. Las células plasmáticas:,1.  Se dividen muy activamente.,2.  No cambian de isotipo.,3.  Experimentan hipermutación somática.,4.  Expresan moléculas MHC de clase II.,5.  Expresan inmunoglobulinas de membrana.,2,2010
140. Es característico de una respuesta humoral adaptativa primaria:,1.  Su alta afinidad por el antígeno.,2.  El alto nivel de hipermutación somática.,3.  La producción mayoritaria de IgM.,4.  La producción mayoritaria de IgE.,5.  Su desarrollo en el plazo de 24y48 horas.,3,2010
141. Los linfocitos NK humanos:,1.  Expresan CD3.,2.  Expresan receptores para IgG.,3.  Reordenan los genes del receptor de los linfoy citos T.,4.  Reordenan los genes de inmunoglobulinas.,5.  Reconocen específicamente antígenos virales.,2,2010
142. El daño asociado a la dermatitis por contacto está mediado por:,1.  Anticuerpos específicos.,2.  Activación del complemento sérico.,3.  Linfocitos Th1 específicos.,4.  Linfocitos T CD8+ específicos.,5.  Eosinófilos activados.,3,2010
143. El choque anafiláctico es consecuencia de la desgranulación de:,1.  Linfocitos NK.,2.  Eosinófilos.,3.  Mastocitos asociados a los vasos sanguíneos.,4.  Mastocitos asociados a las mucosas.,5.  Linfocitos T citotóxicos.,3,2010
"144. En los mamíferos, los receptores del tipo Toll  o TLRs actúan como receptores de:",1.  Señalización.,2.  Fagocitosis.,3.  Formas activadas del complemento.,4.  Anticuerpos.,5.  Hiperyrespuesta.,1,2010
145. En un Western8blot:,1.  Se detectan solo epítopos conformacionales.,2.  No pueden ser utilizados fragmentos Fab.,3.  El antígeno es sometido a electroforesis.,4.  Los anticuerpos utilizados no pueden ser moy noclonales.,5.  Antígeno y anticuerpo han de tener carga de signo opuesto.,3,2010
"146. Si un test estadístico ofrece un valor p<0,05, ¿cómo se interpreta?:",1.  Se acepta la hipótesis nula.,2.  Se rechaza la hipótesis alternativa.,3.  Se rechaza la hipótesis nula.,4.  No se puede rechazar la hipótesis nula.,5.  No existen evidencias a favor de la hipótesis alternativa.,3,2010
"147. Si una muestra presenta un coeficiente de variación (CV) de 0,25 significa que la:",1.  Desviación típica supone el 25% de la media.,2.  Varianza supone el 25% de la media.,3.  Media supone el 25% de la desviación típica.,4.  Media supone el 75% de la varianza.,5.  Desviación típica supone el 75% de la media.,1,2010
148. El test estadístico que permite comparar proporciones de dos muestras independientes es el:,1.  De McNemar.,2.  De Snedecor.,3.  De la mediana.,4.  Exacto de Fisher.,5.  De U de MannyWhitney.,4,2010
"149. Se utiliza para comparar dos tratamientos administrados al mismo individuo, midiendo como efecto (respuesta/no respuesta) el test:",1.  De Friedman.,2.  De t de Student de dos muestras relacionadas.,3.  Exacto de Fisher.,4.  De McNemar.,5.  De Cochran.,4,2010
"150. Una distribución normal se caracteriza, entre otras propiedades, por:",1.  Ser asimétrica.,2.  Tener aproximadamente al 99% de sus valores dentro del intervalo µ ± 2σ.,3.  Tener aproximadamente al 95% de sus valores dentro del intervalo µ ± 3σ.,4.  Tener aproximadamente al 95% de sus valores dentro del intervalo µ ± 2σ.,5.  Tener aproximadamente al 95% de sus valores fuera del intervalo µ ± 2σ.,4,2010
151. De Enterobius vermicularis  podemos decir que:,1.  Los machos son de mayor tamaño que las hembras.,2.  La hembra deposita sus huevos en la región perianal.,3.  No es posible la autoinfección.,4.  Su tratamiento es el metronidazol.,5.  Su infestación se diagnostica por inmunofluoy rescencia indirecta.,2,2010
152. De Ascaris lumbricoides  podemos decir que:,1.  Es de forma plana.,2.  El macho es mayor que la hembra.,3.  Es posible la autoinfección.,4.  Los huevos se transforman en infecciosos después de estar dos o tres semanas en el suey lo.,5.  Su ciclo no posee una fase pulmonar.,4,2010
153. Se disminuye la incidencia del quiste hidatídi co desparasitando periódicamente a los perros con:,1.  Praziquantel.,2.  Mebendazol.,3.  Pamoato de Pirantel.,4.  Metromirazol.,5.  Espiramicina.,1,2010
154. El trematodo que posee huevos alargados con una espina lateral definida cerca de un extremo es:,1.  Fasciola hepática.,2.  Clonorchis sinensis.,3.  Schistosoma mansoni.,4.  Schistosoma haematobium.,5.  Fasciola gigantita.,3,2010
155. Trataremos Giardia lamblia  con:,1.  Mebendazol.,2.  Pamoato de pirantel.,3.  Metromidazol.,4.  Ketoconazol.,5.  Praziquantel.,3,2010
156. Se utiliza como estabilizante de la muestra pa ra la determinación de mercurio en orina:,1.  Ácido nítrico concentrado.,2.  Hipoclorito.,3.  Metanol.,4.  Propanol.,5.  Ácido acético.,1,2010
157. La determinación de lindano en orina o en sangre se efectúa mediante:,1.  Cromatografía de gasesyespectrometría de may sas.,2.  Enzimoinmunoensayo.,3.  RIA.,4.  Electroforesis.,5.  Fluoroinmunoensayo.,1,2010
158. El PSA es un marcador tumoral de:,1.  Pulmón.,2.  Próstata.,3.  Estómago.,4.  Colorrectal.,5.  Páncreas.,2,2010
159. La hibridación genómica comparativa es una variante de la técnica de:,1.  Southern blot.,2.  Northern blot.,3.  FISH.,4.  Hibridación con sondas ASO.,5.  RTyPCR.,3,2010
160. Se utiliza como control estadístico en los lab oratorios clínicos:,1.  Regla de Beer.,2.  Gráfica de LeveyyJennings.,3.  Método de la cifra significativa de Koch.,4.  Coeficiente de Distribución de Mantoux.,5.  Ninguna de las anteriores.,2,2010
161. Los espermatocitos primarios:,1.  Sufren mitosis.,2.  Se encuentran en meiosis I.,3.  Se encuentran en meiosis II.,4.  No se dividen más.,5.  Son eyaculados.,2,2010
162. Las células germinales humanas primordiales se originan en:,1.  Ectodermo del embrión.,2.  Endodermo del embrión.,3.  Ectodermo de la vesícula vitelina.,4.  Endodermo vesícula vitelina.,5.  Crestas genitales.,4,2010
163. Un cigoto contiene:,1.  Un núcleo diploide.,2.  Dos núcleos haploides.,3.  Un núcleo diploide y un núcleo haploide.,4.  Dos núcleos haploides y un corpúsculo polar.,5.  Dos núcleos haploides y dos corpúsculos polay res.,2,2010
164. Los cromosomas comienzan a hacerse visibles en:,1.  Leptoteno.,2.  Zigoteno.,3.  Paquiteno.,4.  Diploteno.,5.  Diacinesis.,1,2010
165. El complejo sinaptonémico inicia su formación en:,1.  Leptoteno.,2.  Zigoteno.,3.  Paquiteno.,4.  Diploteno.,5.  Diacinesis.,0,2010
166. Los quiasmas ocurren entre:,1.  Cromosomas hermanos.,2.  Cromátidas hermanas.,3.  Cromátidas homólogas.,4.  Diadas.,5.  Mónadas.,3,2010
167. Las bases pirimidínicas son:,1.  Adenina y timina.,2.  Citosina y timina.,3.  Adenina y citosina.,4.  Timina y guanina.,5.  Adenina y guanina.,2,2010
168. La región 3’ no traducida de un gen se encuentra:,1.  Antes del codón de inicio de traducción.,2.  Antes del codón de inicio de transcripción.,3.  Antes del promotor.,4.  Después de la región de poliadenilación.,5.  Después del codón de terminación.,5,2010
169. Indique cuál de los siguientes factores actúa con forma trans :,1.  Cajas GC.,2.  Cajas TATA.,3.  Cajas CAAT.,4.  Elementos CRE.,5.  Factores de transcripción.,5,2010
170. El nucleótido que se añade en la posición 5’ d el pre8ARNm es:,1.  m3G.,2.  m3C.,3.  m5G.,4.  m5C.,5.  m7G.,5,2010
171. Señale cuál de los siguientes vectores permite  un mayor tamaño de inserto:,1.  Plásmidos.,2.  Bacteriófago lambda.,3.  Cósmidos.,4.  BAC.,5.  YAC.,5,2010
172. La transcriptasa inversa utilizada para obtene r cDNA es un (una):,1.  Enzima bacteriano.,2.  Endonucleasa.,3.  ARN polimerasa.,4.  ADN polimerasa.,5.  ARNyADN polimerasa.,4,2010
173. El riesgo de recurrencia para un hermano de un probando con una enfermedad autosómica recesiva es de:,1.  1/2.,2.  1/4.,3.  1/8.,4.  1/16.,5.  1/32.,2,2010
174. Está causada por expansión de trinucleótidos la:,1.  Enfermedad de TayySachs.,2.  Acondroplasia.,3.  Neurofibromatosis.,4.  Esclerosis múltiple.,5.  Enfermedad de Huntington.,5,2010
175. Los dobletes CG son puntos calientes de mutación porque:,1.  Tienden a duplicarse.,2.  Suelen mutilarse y desaminarse.,3.  Son repeticiones microsatélites.,4.  Tienden a ser delecionados.,5.  Dificultan la reparación.,2,2010
176. Los alelos de un locus microsatélite se determ inan atendiendo a:,1.  El número de pares de bases.,2.  La secuencia de las unidades de repetición.,3.  El número de unidades de repetición.,4.  La presencia de inserciones o deleciones.,5.  Las diferencias entre distintos individuos.,3,2010
"177. ¿Cuántos corpúsculo de Barr tienen las células de una mujer poli8X con cariotipo 48,XXXX?:",1.  5.,2.  4.,3.  3.,4.  2.,5.  1.,3,2010
178. La deriva génica se produce cuando:,1.  Hay altas tasas de mutación.,2.  El tamaño poblacional es pequeño,3.  Ocurren grandes migraciones.,4.  Aparecen mutaciones dominantes.,5.  Aparecen mutaciones recesivas.,2,2010
179. Una función de las topoisomerasas durante la replicación del ADN es:,1.  Separar las hebras.,2.  Favorecer el mantenimiento de la separación.,3.  Cortar una de las hebras del ADN.,4.  Cortar la doble hélice.,5.  Copiar en el origen de replicación.,0,2010
180. La adición de nuevas histonas a las hebras que están siendo replicadas ocurre:,1.  Sólo en la hebra líder.,2.  Sólo en la hebra retrasada.,3.  Por igual en ambas hebras.,4.  En la parte derecha del ojo de replicación.,5.  Varía según el tipo celular.,3,2010
181. El mecanismo de reparación por excisión de bases implica a:,1.  Nucleasas.,2.  Helicasas.,3.  DNA polimerasas.,4.  Glicosilasas.,5.  DNA ligasas.,0,2010
182. Las inversiones pericéntricas pueden:,1.  Intercambiar material centromérico.,2.  Disminuir la longitud de los cromosomas.,3.  Aumentar la longitud de los cromosomas.,4.  Cambiar la proporción de los brazos cromoy sómicos.,5.  Inducir cromosomas en anillo.,4,2010
183. La abreviatura utilizada para describir mosaicismo es:,1.  fra,2.  /,3.  ::,4.  cen,5.  mar,2,2010
184. El gen APC  se asocia con cáncer de:,1.  Mama.,2.  Pulmón.,3.  Tiroides.,4.  Gastrointestinal.,5.  Colorrectal.,5,2010
185. La aberración cromosómica específica de la leucemia mieloide crónica es:,1.  t(15;17).,2.  t(22;9).,3.  t(9;22).,4.  t(8;21).,5.  t(21;8).,3,2010
186. La RNA polimerasa II transcribe:,"1.  Genes 5,8S RNA y 28S RNA.",2.  Genes codificantes.,3.  Genes 28S RNA.,4.  Gen 5S RNA.,5.  tRNA genes.,2,2010
187. Las secuencias más abundantes en el genoma humano son:,1.  ADN intergénico.,2.  Intrones.,3.  Exones.,4.  Transposones.,5.  ADN microsatélite.,1,2010
188. Las mutaciones 12 ó 61 en el oncogén Ras producen:,1.  Aumento de hidrólisis de GTP.,2.  Disminución de hidrólisis de GTP.,3.  Aumento de síntesis de GTP.,4.  Aumento de síntesis de ATP.,5.  Aumento de hidrólisis de ATP.,2,2010
189. El oncogén erbB2 pertenece a la clase:,1.  Factores de crecimiento.,2.  Receptores de factores de crecimiento.,3.  Transducción de señales.,4.  Tirosinquinasas.,5.  Factores de transcrpción.,2,2010
"190. Si en un estudio de cruzamiento de prueba de tres puntos se observa una interferencia negativa, indica que:",1.  Se han producido más entrecruzamientos doy bles de los que se esperaba.,2.  Se han producido menos entrecruzamientos dobles de lo que se esperaba.,3.  El coeficiente de coincidencia es menor que 1.,4.  Un entrecruzamiento simple disminuye la probabilidad de que ocurra uno doble.,5.  Se han producido menos entrecruzamientos simples de lo que se esperaba.,1,2010
191. La xerodermia pigmentosa es una enfermedad que está asociada a defectos en la reparación del ADN:,1.  De los errores de apareamiento.,2.  Por escisión de nucleótidos.,3.  De las uniones cruzadas intercatenarias.,4.  Por escisión de bases.,5.  En la detección del daño del ADN y la resy puesta.,2,2010
"192. Si una mujer tiene un grupo sanguíneo A MM y su hijo AB MN, el padre del niño puede ser:",1.  0       NN.,2.  AB   MN.,3.  AB   MM.,4.  A      NN.,5.  0       MN.,2,2010
193. La aneuploidia que define a un individuo2n+1+1 es la:,1.  Trisomía doble.,2.  Tetrasomía.,3.  Trisomía.,4.  Nulisomía.,5.  Triploidía.,1,2010
194. Una mutación génica neutral:,1.  Cambia un codón codificante por otro sinóniy mo sin alterar la secuencia de aminoácidos de la proteína.,2.  Cambia un codón codificante por otro distinto y la proteína resulta distinta.,3.  Genera una proteína no funcional.,4.  Cambia la secuencia de aminoácidos de la proteína sin alterar su función.,5.  Suprime el efecto de una mutación previa.,4,2010
195. Al fenómeno por el cual los factores ambiental es pueden producir por sí solos un fenotipo igual al producido por un determinado genotipo se denomina:,1.  Pleiotropía.,2.  Genotipo.,3.  Fenotipo.,4.  Fenocopia.,5.  Genocopia.,4,2010
196. En los aminoácidos proteicos:,1.  La histidina presenta un grupo indol.,2.  La cadena lateral del glutamato presenta carga negativa a pH fisiológico.,3.  La arginina es el aminoácido de mayor tamay ño.,4.  El triptófano presenta un grupo capaz de fory mar puentes disulfuro.,5.  La lisina es un aminoácido con carácter aroy mático.,2,2010
197. De las propiedades ácido8base de los aminoácidos se puede afirmar que:,1.  La ionización de los grupos amino y carboxilo no depende del pH.,2.  Todos los aminoácidos presentan cadenas laterales ionizables.,3.  En el valor de pH isoeléctrico ninguno de los grupos ionizables presenta carga.,4.  A valores elevados de pH el grupo carboxílico está desprotonado.,5.  A valores bajos de pH el grupo amino no presenta carga.,4,2010
198. El enlace peptídico:,1.  Presenta rigidez entre el carbono alfa y el carbono carbonílico.,2.  Tiene carácter ácido (libera H +).,3.  Es un enlace tipo éter.,4.  Implica a las cadenas laterales de los aminoáy cidos.,5.  En su formación se elimina una molécula de agua.,5,2010
199. La hélice α de las proteínas se caracteriza po r:,1.  Ser dextrógira.,2.  Presentar las cadenas laterales de los aminoáy cidos hacia el interior.,3.  Estar estabilizada por enlaces de hidrógeno entre aminoácidos contiguos.,4.  Presentar una elevada proporción de prolinas.,5.  Estar estabilizada por enlaces salinos.,1,2010
200. La α8D8Glucosa y la α8L8Glucosa:,1.  Se diferencian en la configuración de un cary bono asimétrico.,2.  Se diferencian en la configuración de todos los carbonos asimétricos.,3.  Son interconvertibles por ciclación.,4.  Presentan la misma actividad óptica.,5.  Son formas anoméricas del mismo monosacáy rido.,2,2010
201. Cuando un enzima cataliza una reacción:,1.  No se modifica y puede reutilizarse.,2.  No se modifica pero pierde su actividad catalíy tica.,3.  Siempre requiere la participación de cofactoy res.,4.  Se desnaturaliza para facilitar la unión con el sustrato.,5.  Siempre se requiere suministrar energía a la reacción.,1,2010
202. En la estructura del DNA:,1.  Hay fructosa.,2.  Las bases nitrogenadas se orientan hacia el exterior.,3.  Los componentes monoméricos están todos unidos por enlaces glicosídicos.,4.  Hay puentes de hidrógeno entre cadenas difey rentes que la estabilizan.,5.  De procariotas hay solo una cadena.,4,2010
203. Es correcto afirmar que la:,1.  Glicólisis hepática suministra glucosa a la sangre.,2.  Ruta de los fosfatos de pentosa suministra acetil CoA para procesos biosintéticos.,3.  Degradación de ácidos grasos suministra enery gía mediante la formación de NADH y FADH2.,4.  Función del ciclo del ácido cítrico es la fijay ción de CO2 en forma de azúcares.,5.  Función de la gluconeogénesis es la formación de glucógeno en el riñón.,3,2010
204. Los cuerpos cetónicos:,1.  Son utilizados por el hígado para sintetizar ácidos grasos.,2.  Únicamente se forman en condiciones de buey na alimentación.,3.  Su formación es un proceso especialmente activo en músculo esquelético.,4.  Se forman a partir del acetil CoA.,5.  En ningún caso pueden dar acetona.,4,2010
"205. La energía de hidrólisis del ATP es muy elevada, por lo que:","1.  Su concentración en las células es despreciay ble, ya que se hidroliza constantemente a ADP y P i.",2.  Su ruptura puede acoplarse a reacciones eny dergónicas para hacerlas termodinámicamente favorables.,3.  Es imposible preparar una disolución acuosa de ATP.,4.  No existen ATPasas en las células.,5.  Es imposible sintetizar ATP a partir de ADP y P i.,2,2010
206. Los transportadores de electrones de la cadena respiratoria mitocondrial:,1.  Se localizan en la membrana externa mitocony drial.,2.  No se afectan por deficiencia en hierro.,3.  Contienen ubiquinona y citrocromo c como proteínas integrales de membrana.,4.  Se organizan como complejos enzimáticos que interaccionan unos con otros a través de transy portadores móviles.,5.  Transfieren los electrones desde el oxígeno al NAD +.,4,2010
207. El Acetil8coenzima A NO interviene en el (la):,1.  Ciclo de Krebs.,2.  βyoxidación.,3.  Síntesis de glucógeno.,4.  Síntesis de ácidos grasos.,5.  Descarboxilación oxidativa del piruvato.,3,2010
208. Las proteínas de membrana:,"1.  Pueden estar implicadas en el transporte de electrones, pero no en la recepción de señales hormonales externas.",2.  Son todas integrales.,3.  Nunca atraviesan totalmente la membrana.,"4.  Al ser de gran tamaño, carecen de movilidad.",5.  Pueden poseer actividad enzimática.,5,2010
209. En relación con el ciclo del ácido cítrico se puede afirmar que:,1.  Es anfibólico porque es reversible.,2.  Su velocidad depende de la concentración de sus intermediarios.,3.  Todo el ATP que se obtiene de él procede de la oxidación de las coenzimas en la cadena respiratoria.,4.  Se acelera cuando la concentración de ADP es baja.,5.  Funciona siempre a la misma velocidad.,2,2010
"210. En ausencia de oxígeno, la principal función d e la fermentación es:",1.  Producir aminoácidos para la síntesis de proy teínas.,2.  Generar un gradiente de protones para la síntey sis de ATP.,3.  Oxidar la glucosa hasta CO2 y agua.,4.  Producir pentosas.,5.  Regenerar NAD + desde NADH.,5,2010
211. La β8oxidación y la síntesis de los ácidos gra sos en eucariotas tienen en común:,1.  La localización subcelular.,2.  Los cofactores de oxidorreducción.,3.  La formación de enlaces tioéster de los intery mediarios con la coenzima A.,4.  La intervención del CO2.,5.  Que el alargamiento o el acortamiento de la cadena alifática se produce de dos en dos cary bonos.,5,2010
212. El ciclo de la urea:,1.  Requiere ATP.,2.  Tiene lugar totalmente en la mitocondria.,3.  Es exergónico.,4.  Produce urea por hidrólisis de glutamina.,5.  Tiene lugar sólo en bacterias.,1,2010
213. Las hormonas glucagón y adrenalina tienen en común:,1.  Activar la degradación del glucógeno en hígay do y músculo.,2.  Facilitar la entrada de glucosa en todas las células del organismo.,3.  Activar por fosforilación la acetilyCoA.,4.  Estimular la síntesis proteica.,5.  Activar la glicólisis.,1,2010
214. En la conversión de piruvato a lactato:,1.  Se reponen los niveles de NAD +.,2.  La lactato deshidrogenasa será más activa en presencia de oxígeno.,"3.  Después de realizar un ejercicio muscular intenso, el lactato formado será reconvertido en glucosa por el músculo.",4.  La fermentación láctica genera CO2.,5.  Se permite la generación de NADH.,1,2010
215. Los enlaces por puente disulfuro de las proteí nas:,1.  Se rompen fácilmente con urea 8M.,2.  Mantienen la estructura primaria de las proteíy nas globulares.,3.  El tratamiento por diálisis provoca su rotura.,"4.  Sólo se encuentran en proteínas fibrosas, many teniendo la estructura terciaria.",5.  Se rompen por tratamiento con βymercaptoetay nol (HSyCH2yCH 2yOH).,5,2010
216. Del enlace glucosídico entre monosacáridos se puede afirmar que:,1.  En él participan dos OH de dos carbonos cuay lesquiera.,2.  Siempre implica a los dos carbonos anomériy cos.,3.  El carbono anomérico implicado en el enlace no puede sufrir ciclación reversible.,4.  Es un enlace tipo éster.,5.  Siempre se presenta en configuración beta.,3,2010
217. Los triacilglicéridos:,1.  Son de naturaleza antipática.,2.  Poseen tres moléculas de glicerol.,"3.  Según presenten ácidos grasos saturados o no, se llaman aceites y grasas respectivamente.",4.  Presentan 3 enlaces éster.,5.  Son lípidos de membrana.,4,2010
218. Sobre los esfingolípidos se puede afirmar que:,1.  La ceramida es el más sencillo.,2.  Nunca presentan fosfato.,3.  Posee un ácido graso llamado esfingosina.,4.  Posee siempre azúcares en su estructura.,5.  Posee glicerol en su estructura.,1,2010
219. Sobre las bases púricas se puede afirmar que:,1.  Son de mayor masa molecular que las pirimiy dínicas.,2.  Se unen al C1’ de la ribosa a través de su C1.,3.  Entre ellas se encuentran la citosina y el uraciy lo.,4.  Todas presentan un grupo carbonílico.,5.  En los nucleótidos sólo aparecen unidas a desoxirribosa.,1,2010
220. Sobre la fase de activación de la traducción s e puede afirmar que:,1.  Consiste en la unión de la subunidad menor del ribosoma al ARNm.,2.  La llevan a cabo enzimas que liberan ATP en la reacción.,3.  Es la etapa clave para que haya una correcta correspondencia aminoácidoycodón.,4.  La llevan a cabo enzimas oxidorreductasas.,5.  Se lleva a cabo mediante una reacción que no consume ni produce energía.,3,2010
221. El cerebro se caracteriza por:,1.  No consumir ácidos grasos.,2.  Un bajo consumo de glucosa.,3.  Un bajo consumo de oxígeno.,4.  Presentar un importante almacén de lípidos.,5.  Ser el principal órgano regulador de la glucey mia.,1,2010
222. El hígado:,"1.  Almacena glucosa en forma de glucógeno, solo para su propio uso.",2.  Produce grandes cantidades de lactato en ejery cicio intenso.,3.  Envía lípidos al tejido adiposo en forma de lipoproteínas.,4.  Tiene un elevado consumo de oxígeno.,5.  Tiene una baja capacidad de eliminar sustany cias tóxicas.,3,2010
223. Los cuerpos cetónicos:,1.  Pueden ser consumidos por el cerebro.,2.  Se sintetizan en el músculo.,3.  Son un modo de transporte de glúcidos.,4.  Se utilizan en el hígado.,5.  Son el hidroximetilglutarilyCoA y la urea.,1,2010
"224. En el  ciclo de Krebs, el:",1.  Producto de la αycetoglutarato deshidrogenasa tiene un enlace tioéster de alta energía.,2.  αycetoglutarato es producto de la aconitasa.,3.  Malato y el oxalacetato presentan 3 grupos carboxilo.,4.  Succinato presenta un doble enlace.,5.  Fumarato es una molécula asimétrica.,1,2010
225. En la regulación del metabolismo del glucógeno por la adrenalina:,1.  Se inhibe la adenilato ciclasa.,2.  Se inhibe la PKA a través del AMPc.,3.  La glucógeno sintetasa se inhibe por fosforilay ción.,4.  La glucógeno fosforilasa se activa por fosforiy lación.,5.  La adrenalina no regula el metabolismo del glucógeno.,4,2010
226. En relación con la transcripción del DNA se puede afirmar que:,1.  Se sintetiza una cadena de RNA utilizando una sola cadena del dúplex de DNA como molde.,2.  Está catalizada por las aminoacilytRNA sintey tasas.,3.  Es bidireccional.,4.  Es semidiscontinua.,5.  Sólo se produce en organismos eucariotas.,1,2010
"227. En relación a fructosa82,68bisfosfato:",1.  Es un intermediario glicolítico.,2.  En células hepáticas aumenta su concentración en respuesta al aumento de AMPc.,3.  Es un efector alostérico de la triacilgliceroly lipasa.,4.  Su concentración regula la velocidad de la glicólisis y de la gluconeogénesis.,5.  Es el activador más potente del complejo de la piruvatoydeshidrogenasa.,4,2010
228. En la inhibición enzimática:,1. Un inhibidor irreversible provoca la hidrólisis del enzima.,2.  Los inhibidores acompetitivos se unen al susy trato de la reacción.,3.  Un inhibidor no competitivo no necesita unirse al enzima para ejercer su actividad.,4.  Los inhibidores siempre modifican la V máx .,5.  Un inhibidor competitivo actúa aumentando el valor de K m.,5,2010
229. El ciclo de la urea:,1.  Transforma urea en CO2 e ión amonio.,2.  Es la ruta más importante de incorporación del nitrógeno en los organismos uricotélicos.,3.  No consume energía.,4.  Tiene lugar en todos los tejidos de mamíferos.,5.  Requiere transportadores de membrana especíy ficos para determinados metabolitos.,5,2010
230. En relación al catabolismo de los ácidos grasos saturados se puede afirmar:,1.  Requiere condiciones aerobias.,2.  No utiliza Coenzima A.,3.  En células eucariotas ocurre en el citosol.,4.  La carnitina no interviene en este proceso.,5.  Necesita poder reductor.,1,2010
231. Un polinucleótido es un polímero:,1.  Cuyos dos extremos son estructuralmente equivalentes.,2.  Cuyos monómeros están unidos por enlaces fosfodiéster.,"3.  En el que hay, al menos, 20 clases de monóy meros.",4.  Que en condiciones fisiológicas no presenta carga eléctrica.,5.  Cuya unidad repetitiva es una base púrica o pirimidínica.,2,2010
232. En relación al centro activo de un enzima se puede afirmar:,1.  Es la estructura tridimensional a la que se unen los activadores alostéricos.,2.  Siempre está formado por aminoácidos contiy guos en la secuencia de la cadena polipeptídiy ca.,3.  El sustrato se une covalentemente al centro activo.,"4.  Consiste en una entidad tridimensional de carácter hidrofóbico que contiene, entre otros, los grupos catalíticos.",5.  Es un “bolsillo” hidrofílico con muchas moléy culas de agua en su interior.,4,2010
233. El ciclo del ácido cítrico requiere:,1.  NADP +.,2.  FAD.,3.  AcetilycoenzimaA carboxilasa.,4.  ATP.,5.  Al menos una transaminasa.,2,2010
234. Los cuerpos cetónicos:,1.  Se forman a partir de acetilycoenzima A.,2.  En ningún caso pueden producir acetona.,3.  Su formación es un proceso especialmente activo en músculo esquelético.,4.  Sólo se forman en enfermos con diabetes.,5.  Son utilizados por el hígado para sintetizar ácidos grasos.,1,2010
"235. En mamíferos, los aminoácidos cetogénicos:",1.  Pueden contribuir a la síntesis de glucosa.,2.  Son intermediarios del ciclo de la urea.,3.  Son el sustrato de reacciones catalizadas por transcetolasas.,4.  Pueden producir acetilycoenzima A.,5.  Todo lo anterior es falso.,4,2010
236. El enlace peptídico:,1.  Se rompe cuando la proteína se desnaturaliza.,2.  Tiene completa libertad de giro por ser un enlace simple covalente.,3.  Es un enlace de tipo amida.,4.  Se mantiene por un puente de hidrógeno entre el CO y el NH.,5.  Es apolar.,3,2010
237. La estructura en hoja β:,1.  Es menos estable que la estructura en hélice α.,2.  Está estabilizada por puentes disulfuro.,3.  Puede estirarse (aumentar su longitud) de manera reversible.,4.  No es compatible con la estructura de una proteína globular.,5.  Requiere dos cadenas polipeptídicas o dos secciones de la misma cadena.,5,2010
238. Las proteínas:,1.  Se pueden desnaturalizar sin afectar su cony formación nativa.,2.  Presentan actividad biológica en su conformay ción nativa..,3.  Catalíticas son las únicas que pueden unir un ligando de forma cooperativa.,4.  Suelen adoptar un número elevado de confory maciones nativas.,5.  Fibrosas son muy solubles en agua.,2,2010
