Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
135. Genera peróxido de hidrógeno en el fagosoma:,1. Mieloperoxidasa.,2. Anhidrasa carbónica.,3. NADPH oxidasa.,4. Citocromo C oxidasa.,5. Superóxido dismutasa.,5,2014
136. El complemento se produce  mayoritariamente en:,1. Linfocitos.,2. Ganglios linfáticos.,3. Timo.,4. Bazo.,5. Hígado.,5,2014
"137. En la activación del complemento sérico, el ensamblaje del Complejo de Ataque a la Me mbrana comienza por:",1. C9.,2. C5b.,3. C3a.,4. C6.,5. C8.,2,2014
138. Las moléculas HLA de clase I se expresan en:,1. Leucocitos.,2. Eritrocitos.,3. Todas las células nucleadas.,4. Células presentadoras de antígeno.,5. Linfocitos NK.,3,2014
139. Los genes de clase I del Complejo Principal de Histocompatibilidad:,1. Son poco numerosos,2. Son muy polimórficos.,3. Expresan sus alelos según exclusión alélica.,4. Se expresan en todas las células del organi smo.,5. Codifican glicolípidos.,2,2014
140. La pérdida de MHC clase I hace a las células susceptibles a la lisis por:,1. Linfocitos NK.,2. Linfocitos Tc.,3. Macrófagos.,4. Linfocitos Th.,5. Complemento.,1,2014
141. Es una molécula coestimuladora que se expresa en las células presentadoras de antígeno:,1. CD25.,2. CD20.,3. CD42.,4. CD18.,5. CD80.,5,2014
142. La expresión simultánea de IgM e IgD se obse rva por primera vez en linfocitos:,1. Pro-B tempranos.,2. B maduros.,3. Pro-B tardíos.,4. Pre-B.,5. B inmaduros.,2,2014
143. En el proceso de maduración de la afinidad de los linfocitos B en los centros germinales inte rvienen como células accesorias:,1. Macrófagos.,2. Linfocitos Th1.,3. Mastocitos.,4. Células dendríticas foliculares.,5. Células de Langerhans.,4,2014
144. ¿Qué inmunoglobulina sérica sintetizará un linfocito B activado que no ha sido estimulado a través de CD40?:,1. Ninguna.,2. IgE.,3. IgM.,4. IgA.,5. IgG.,3,2014
145. Son receptores involucrados en la fagocitosis dependiente de opsonización:,1. KIR.,2. TLR1.,3. MR.,4. CR1.,5. TCR.,4,2014
146. Los principales mediadores de la citotoxicdiad celular dependiente de anticuerpos son:,1. Los esosinófilos.,2. Los linfocitos NK.,3. Los mastocitos.,4. Los neutrófilos.,5. Los linfocitos CD8+.,2,2014
"147. A igualdad de afinidad de su Fab , presenta mayor avidez la:",1. IgM.,2. IgE.,3. IgA.,4. IgG,5. IgD.,1,2014
148. El número de cadenas de la IgG es:,1. 1.,2. 2.,3. 3.,4. 4.,5. 5.,4,2014
149. El cambio de isotipo de inmunoglobulina afecta a:,1. Las regiones constantes de las cadenas pes adas.,2. Las regiones constantes de las cadenas lig eras.,3. La totalidad de las cadenas pesadas.,4. La totalidad de la molécula de inmunoglob ulina.,5. Las regiones hipervariables de las cadenas pesadas.,1,2014
150. El llamado receptor poli-Ig:,1. Facilita el transporte de IgA a través del ep itelio de las mucosas.,2. Media el transporte de IgG a través de la placenta.,3. Estabiliza la estructura polimérica de una IgM.,4. Se expresa en la superficie de los linfocitos B.,5. Se expresa en la superficie de los macrófagos tisulares.,1,2014
151. En un ELISA (“Enzyme -Linked ImmunoSo rbent Assay”) indirecto:,1. El antígeno ha de estar  desnaturalizado pr eviamente.,2. Se pueden cuantificar anticuerpos específicos.,3. El antígeno queda “emparedado” entre dos preparaciones de anticuerpos.,4. El anticuerpo específico para el antígeno está conjugado a un enzima.,5. Se cuantifican antígenos en solución.,2,2014
152. Los anticuerpos humanizados:,1. Tienen muy baja afinidad.,2. Contienen CDRs de un anticuerpo monocl onal de ratón.,3. Tienen dominios VH y VL totalmente mur inos.,4. Tienen dominios VH y VL totalmente hum anos.,5. Tienen cadenas ligeras humanas.,2,2014
153. Es una citocina Th1:,1. IL-1.,2. IL-2.,3. IL-3.,4. IL-4.,5. IL-5.,2,2014
154. IL-10 es una citocina:,1. Inmunosupresora.,2. Proinflamatoria.,3. Asociada a respuestas Th2.,4. Que activa a los linfocitos Th1.,5. Producida por linfocitos CD8.,1,2014
155. Las reacciones de hipersensibilidad inmediata o alergia están mediadas por:,1. Autoanticuerpos.,2. Complejos antígeno-anticuerpo.,3. IgE.,4. Linfocitos Th1.,5. Linfocitos Th17.,3,2014
156. La mayoría de los linfocitos T reguladores expresan niveles altos de:,1. Moléculas de la familia B7.,2. CD8.,3. La cadena alfa del receptor para la IL-2.,4. IL-17.,5. Perforina.,3,2014
157. Los antígenos T-independientes:,1. Son mayoritariamente proteínas.,2. Inducen maduración de la afinidad de los anticuerpos específicos.,3. Inducen cambio de isotipo de los anticuerpos específicos.,4. Suelen ser antígenos poliméricos.,5. Inducen intensas respuestas secundarias.,4,2014
158. Los granzimas de los linfocitos T CD8 + citotóxicos efectores:,1. Digieren la pared celular de las bacterias i ntracelulares.,2. Rompen la integridad de las membranas e ndosómicas.,3. Activan a factores de transcripción que est imulan la producción de citocinas.,4. Inducen la apoptosis.,5. Son secretados al medio extracelular.,0,2014
159. El receptor del linfocito T (TCR):,1. Experimenta cambio de clase.,2. No experimenta maduración de la afinidad.,3. Transmite señales al linfocito T por sí solo.,4. Tiene dos sitios de reconocimiento antigénico como los anticuerpos.,5. Realiza funciones efectoras medi adas por sus regiones constantes.,2,2014
160. Los linfocitos Th1:,1. Producen interferón gamma (IFN-γ).,2. Median las enfermedades alérgicas.,3. Activan a mastocitos.,4. Son muy activos frente a bacterias extracel ulares.,5. Reclutan neutrófilos en los lugares de recon ocimiento del antígeno.,1,2014
"161. De un tejido al que se le añade oligomicina, cabe esperar que:",1. Consuma oxígeno y produzca ATP.,2. No consuma oxígeno y produzca ATP.,3. Consuma oxígeno y no produzca ATP.,4. Se incremente la producción de ATP.,5. Ni consuma oxígeno ni produzca ATP.,5,2014
162. Las reacciones exergónicas del metabolismo:,1. Consumen energía libre.,2. Son termodinámicamente favorables.,3. Son siempre reacciones rápidas.,4. No requieren de la acción de enzimas.,5. Presentan valores elevados de energía de a ctivación.,2,2014
163. Estimula la separación de las hebra s de DNA durante la replicación:,1. Primasa,2. DNA ligasa.,3. Las proteínas de unión al DNA de cadena sencilla.,4. Helicasa.,5. DNA polimerasa I.,4,2014
164. Se ha transcrito y además se traduce:,1. mRNA.,2. rRNA.,3. Intrones.,4. tRNA.,5. Promotor,1,2014
165. La región promotora de un gen es:,1. El lugar de finalización de la transcripción.,2. El lugar de unión de la RNA polimerasa d urante el inicio de la síntesis de mRNA.,3. El lugar de reconocimiento para procesar transcritos primarios.,4. Una secuencia localizada en la región 5' de todos los mRNAs para iniciar la traducción.,5. Una secuencia que se elimina durante el corte y empalme del RNA.,2,2014
166. En la cadena respiratoria:,1. Las proteínas ferrosulfuradas contienen gr upos hemo.,2. Los grupos hemo están en carotenoides.,3. Los citocromos contienen grupos de hierro y azufre.,4. Las ubiquinonas transportan protones y ele ctrones.,5. Todos los transportadores  transportan dos electrones.,4,2014
167. Es un aminoácido cuya cadena lateral contiene una amina:,1. Lisina.,2. Glutamina.,3. Cisteína.,4. Serina.,5. Alanina.,1,2014
"168. En ausencia de oxígeno, el ciclo del ácido cítrico mitocondrial se inhibe porque:","1. Aumenta la concentración de ADP, un inhibidor de la isocitrato-deshidrogenasa.",2. No se pueden producir las fosforilaciones a nivel de sustrato.,3. No se dispone de piruvato.,4. Se inhibe la ATP-sintasa.,5. No se pueden reoxidar los coenzimas neces arios.,5,2014
169. Los aminoácidos cetogénicos:,1. Podrán contribuir a la síntesis de glucosa.,2. Son intermediarios del ciclo de la urea.,3. Son el sustrato de reacciones catalizadas por transcetolasas.,4. Pueden producir acetil-coenzima A.,5. Se eliminan en forma de cetosas.,4,2014
170. La teoría quimiosmótica:,1. Fue propuesta por Singer y Nicholson.,2. Explica el mecanismo de la fosforilación a nivel de sustrato.,3. Requiere que las membranas en las que se da formen compartimentos cerrados.,4. No explica la síntesis de ATP en la fotosínt esis.,5. No tiene nada que ver con las reacciones redox.,3,2014
171. La gluconeogénesis es activa en:,1. Cerebro y tejido nervioso.,2. Hígado y corteza renal.,3. Eritrocitos.,4. Testículos y médula renal.,5. Músculo esquelético.,2,2014
172. La creatina fosfato:,1. Es un compuesto de baja energía de hid rólisis.,2. Es un compuesto de almacenamiento de ene rgía en el riñón.,3. Se forma a partir de la ornitina.,4. Es un compuesto de almacenamiento de ene rgía en el músculo.,5. Se forma a partir de la tirosina.,4,2014
173. La causa de la fenilcetonuria es un déficit her editario de:,1. Homogentisato dioxigenasa.,2. Tirosina aminotransferasa.,3. Fenilalanina hidroxilasa.,4. Dihidropteridina oxidasa.,5. Triptófano dioxigenasa.,3,2014
174. La enfermedad de Von Gierke es un déficit del enzima:,1. Glucógeno fosforilasa muscular.,2. Enzima ramificante.,3. Glucógeno fosforilasa hepática.,4. Glucosa 6-fosfatasa.,5. Glucógeno sintasa.,4,2014
"175. Para los seres humanos, los aminoácidos ese nciales son:",1. Todos los proteicos.,2. Los no proteicos.,3. Los básicos a pH7.,4. Los que no son sustrato de ninguna transaminasa.,5. Los que no los sintetizan.,5,2014
176. Mantiene separadas las hebras del dúplex de DNA durante la replicación:,1. Primasa.,2. DNA ligasa.,3. Proteína SSB.,4. Helicasa.,5. DNA Polimerasa I.,3,2014
177. En la glicólisis:,1. La hexoquinasa cataliza la transferencia de un grupo fosfato a diferentes hexosas.,2. La fosfofructoquinasa-1 cataliza una reacción que proporciona ATP.,3. Todos los intermediarios son compuestos fosforilados de seis carbonos.,"4. Proporciona ATP, pero no lo utiliza.","5. La fructosa 2,6 -bisfosfato es un potente inh ibidor.",1,2014
178. La regulación enzimática por modificación covalente reversible:,1. Implica la ruptura del enlace peptídico.,2. Requiere la acción de otra enzima.,3. Siempre implica reacción de fosforilación.,4. Nunca afecta a enzimas alostéricos.,5. La enzima nunca se presenta en dos formas.,2,2014
179. No bloquea el flujo de electrones en la  fosforilación oxidativa:,1. Cianuro.,2. Antimicina A.,3. CO.,"4. 2,4-DNP.",5. Amital.,4,2014
180. El glucagón y la adrenalina tienen en común:,1. Activar la degradación de glucógeno en híg ado y músculo.,2. Facilitar la entrada de glucosa en todas las células del organismo.,3. Activar la síntesis de ácidos grasos.,4. Siempre liberarse a la sangre.,5. Activar la glicólisis.,1,2014
"181. En general, los enzimas alostéricos:",1. Se unen a los efectores en el centro activo.,2. Forman enlaces covalentes con sus efectores negativos.,3. Originan curvas hiperbólicas de velocidad frente a concentración de sustrato.,4. Cambian de conformación cuando  se unen a los efectores.,5. Se modifican irreversiblemente cuando son inhibidos.,4,2014
182. Las ARN polimerasas se caracterizan por:,1. Comenzar la síntesis de ARN sin necesidad de cebadores.,2. Sintetizar ARN en dirección 3’−> 5’.,3. Una tasa de error menor que las ADN polimerasas.,4. Incorporar ribonucleótidos sin necesidad de un molde.,5. Incorporar T en lugar de U.,1,2014
183. Las topoisomerasas:,1. Modifican el grado de superenrrollamiento del ADN.,2. Son un tipo de ADN polimerasas.,3. Se unen al ADN monohebra para impedir que se forme la doble hélice.,4. Presentan actividad exonucleasa.,5. Sintetizan dNTPs.,1,2014
184. La urea:,1. Se transporta al hígado para su eliminación.,2. Se degrada a amonio en el ciclo de la urea.,3. Es apolar y forma fácilmente cristales.,4. Se  obtiene a partir de la arginina.,5. Presenta dos grupos cetona y un grupo amino.,4,2014
185. Cada ciclo de oxidación de los ácidos grasos:,1. Consume dos moléculas de NADH.,2. Genera dos moléculas de FADH2.,3. Produce una deshidratación.,4. Libera un acetil-CoA.,5. Consume ATP.,4,2014
186. La ATP sintasa:,1. Genera ATP por un mecanismo de catálisis rotacional.,2. Se encuentra en la membrana del retículo endoplásmico.,3. Sintetiza ATP cuando los electrones f luyen a través de ella.,4. Presenta un canal de electrones.,5. Consume ATP por hidrólisis acoplada al transporte de electrones.,1,2014
187. En las etapas del ciclo del ácido cítrico se r equiere:,1. NADP+.,2. FAD.,3. Acetil-coenzima A carboxilasa.,4. Glucosa.,5. Al menos una transaminasa.,2,2014
188. Las proteínas globulares solubles se caracter izan por:,1. Presentar en su superficie aminoácidos ar omáticos y alifáticos.,2. Presentar un núcleo interior apolar.,3. Estar parcialmente desplegadas dando lugar a estructuras poco compactas.,4. Presentar en su interior aminoácidos ácidos y básicos.,5. Un alto grado de hidratación en su interior.,2,2014
189. La piruvato deshidrogenasa:,1. Cataliza una descarboxilación oxidativa.,2. Es una enzima monomérica de baja masa molecular.,3. Se localiza en el citoplasma.,4. Cataliza la producción de etanol.,5. Consume ATP.,1,2014
190. La fosfofructoquinasa-1:,1. Participa en la glucolisis y en la gluconeog énesis.,2. Cataliza una reacción fácilmente reversible.,3. Es una enzima con regulación alostérica.,4. Transfiere directamente un Pi a la fructosa6P.,5. Produce ATP.,3,2014
191. La ciclación de monosacáridos:,1. Es una reacción catalizada enzimáticamente.,2. Da lugar a enantiómeros D y L.,3. Sucede en las triosas y tetrosas.,"4. Genera un nuevo C asimétrico, denominado C anomérico.",5. En las cetosas se produce po r formación de un enlace hemiacetal.,4,2014
192. El D-gliceraldehído y la dihidroxiacetona:,1. Presentan un carbono asimétrico.,2. Son aldosas.,3. Son enantiómeros.,4. Presentan actividad óptica.,5. Tienen la misma fórmula.,5,2014
193. La energía de activación de una reacción:,1. No se modifica por acción de las enzimas.,2. Es la energía necesaria para alcanzar el estado de transición.,3. Es inferior a la energía de los sustratos.,4. Es inferior a la energía de los productos.,5. Es una media del valor de ΔG de la reacción.,2,2014
194. Es característico de la hélice alfa:,"1. Presentar 3,6 residuos de aminoácidos por cada vuelta.",2. Ser levógira.,3. Estar estabilizada por puentes disulfuro intr acatenarios.,4. Presentar enlaces iónicos entre grupos amino y cetona cargados de los enlaces peptídicos.,5. Tener las cadenas laterales de los aminoác idos hacia el interior.,1,2014
195. La desnaturalización de las proteínas:,1. Se acompaña de la pérdida de su actividad.,2. Supone la ruptura de enlaces peptídicos.,3. Es siempre un proceso irreversible.,4. Altera su estructura primaria.,5. La llevan a cabo proteínas chaperonas.,1,2014
196. La conversión del piruvato en etano l y CO2 por las levaduras:,1. Produce una cantidad extra de ATP.,2. Reduce el NAD+.,3. Reoxida el NADPH que se forma en la glic ólisis.,4. Permite que la glicólisis pueda continuar aún en ausencia de oxígeno.,5. Permite que el CO2 se emplee en la síntesis de ácidos grasos.,4,2014
197. La difusión facilitada a través de una membr ana biológica:,1. Ocurre en contra de  un gradiente electroqu ímico.,2. Requiere hidrólisis de ATP.,3. Es endergónica.,4. Es generalmente irreversible.,5. No es específica del sustrato.,0,2014
198. La terminación de la traducción:,1. Tiene lugar en codones AUG.,2. Se produce por incorporación de una ARNt vacío.,3. Tiene lugar cuando el ribosoma alcanza el final del ARNm.,4. No consume energía.,5. Está mediada por proteínas con estructura parecida al ARNt.,5,2014
199. Está bien asociado con su función:,1. ARN ribosómico – procesamiento de pre ARN mensajero.,2. ARN mensajero – unión a aminoácido.,3. MicroARN – inhibición de  la traducci ón del ARN mensajero.,4. ARN de transferencia – componente estructural del ribosoma.,5. ARN de interferencia pequeño - procesamiento del ARN ribosómico.,3,2014
"200. En eucariotas, la ADN polimerasa β:",1. Es una polimerasa de la familia B.,2. Lleva a cabo la síntesis y reparación del ADN mitocondrial.,3. Replica ADN con lesiones.,4. Está implicada en la reparación del ADN nuclear.,5. Comienza la síntesis del ADN nuclear.,4,2014
201. En el análisis de un pedigrí de un rasgo a utosómico dominante se observa que:,1. El rasgo aparece más frecuentemente en v arones.,2. Las personas no afe ctadas no trasmiten el rasgo.,3. El rasgo tiende a saltar generaciones.,4. Las personas afectadas tienen a ambos prog enitores afectados.,5. El rasgo tiende a aparecer en la progenie de padres emparentados.,2,2014
202. ¿Qué efecto tendría sobre la cromatina neutr alizar la carga positiva de las histonas?:,1. El ADN cambiaría de carga.,2. Las histonas se uniría n más estrechamente al ADN.,3. El ADN se superenrrollaría.,4. Las histonas se separarían del ADN.,5. Las histonas se agruparían entre sí.,4,2014
203. ¿Qué tipo de ploidia define a un individuo 2n 2?:,1. Monosomía doble.,2. Tetrasomía.,3. Trisomía,4. Nulisomía.,5. Triploidía.,4,2014
"204. En condiciones fisiológicas, la estructura secu ndaria del ADN más frecuente en las células encariotas es:",1. B-ADN.,2. Z-ADN.,3. A-ADN.,4. G-ADN.,5. H-ADN.,1,2014
205. Corresponde a una mutación génica por tra nsversión:,1. T→C.,2. A→T.,3. G→A.,4. C→T.,5. A→G.,2,2014
206. Una mutación génica neutral:,1. Cambia un codón codificante por otro sin ónimo sin alterar la secuencia de aminoácidos de la proteína.,2. Cambia un codón codificante por otro distinto y la proteína resulta distinta funcionalmente.,3. Genera una proteína no funcional.,4. Cambia la secuencia de aminoácidos de la proteína sin alterar su función.,5. Suprime el efecto de una mutación previa.,4,2014
207. El porcentaje aproximado del genoma humano que codifica proteínas es un:,1. 25%.,2. 10%.,3. 2%,4. 6%.,5. 8%.,3,2014
208. En el ADN las secuencias de 10 a 60 nucleótidos repetidas en tándem se denominan:,1. Pseudogenes.,2. LINES.,3. SINES.,4. Microsatélites.,5. Minisatélites.,5,2014
209. Las constricciones secundarias cromosómicas contienen:,1. ADN de secuencia única.,2. Genes ribosómicos.,3. Genes micro-ARNs.,4. ADN centromérico.,5. Genes de histomnas.,2,2014
210. Al conjunto de todas las moléculas de ARN de una célula transcritas a partir de un genoma se denominan:,1. Proteoma.,2. Metagenoma.,3. Transcriptoma.,4. Mebaoloma.,5. Metiloma.,3,2014
"211. Para detectar pequeñas deleciones o duplic aciones a nivel genómico, la técnica de elección sería:",1. Cariotipo de bandas G.,2. Microarrays genómicos.,3. Mcroarrays de expresión.,4. PCR.,5. RT-PCR.,2,2014
212. Las bandas R de los cromosomas metafásicos humanos:,1. Contienen ADN rico en pares AT.,2. Tienen alta densidad de genes.,3. Contienen ADN pobre en pares GC.,4. Se replican al final de la fase S.,5. Tienen baja densidad de genes.,2,2014
213. ASO-PCR es una técnica de:,1. Detección de mutaciones sin identificar el tipo.,2. Detección de mutaciones específicas.,3. Secuenciación.,4. Amplificación de ADN.,5. Citogenética molecular.,2,2014
214. La fase de la meiosis donde los pares de cromosomas homólogos se alinean a lo largo del plano ecuatorial se denomina:,1. Profase I.,2. Metafase II.,3. Profase II.,4. Metafase I.,5. Prometafase I.,4,2014
215. ¿Cuántas moléculas de ADN contiene una cél ula diploide 2n=46 durante la fase G2?:,1. 92.,2. 23.,3. 46.,4. 44.,5. 21.,1,2014
216. ¿Qué tipo de epistasia explica la proporción fenotípica dihíbrida de 13:3?:,1. Doble dominante.,2. Simple recesiva.,3. Doble dominante recesiva.,4. Doble recesiva.,5. Simple dominante.,3,2014
217. ¿Qué vector se utilizaría para clonar un fra gmento de ADN  de hasta 15 Kb?:,1. BAC.,2. Plásmido.,3. Cósmido.,4. YAC.,5. Fago λ.,2,2014
"218. Un cariotipo 45,XX,rob(15;21)(q10;q10) puede corresponder a:",1. Una niña con Síndrome de Down con una translocación robertsoniana.,2. Una niña con Síndrome de Angelman.,3. Una mujer sana portadora de una translocación robertsoniana.,4. Una mujer sana con Síndrome de Turner.,5. Un varón sano portador de una translocación robertsoniana.,3,2014
219. Los tres cromosomas humanos que se estima contienen menor número de genes son:,"1. 21, 22 e Y.","2. 18, 22 e Y.","3. 18, 21 e Y.","4. 13, 21 e Y.","5. 13, 22 e Y.",3,2014
220. La secuencia repetida de los telómeros humanos es:,1. 5´-GGGATT-3´.,2. 3´-CCCTAA-5´.,3. 5´-CCCCAA-5´.,4. 5´-CCTTAA-3.,5. 5´-CCCTAA-3´.,5,2014
221. ¿Qué hormona provoca la ovulación?:,1. La FSH.,2. La LH.,3. Los estrógenos.,4. La progesterona,5. La protaglandinas.,2,2014
222. Habitualmente la capacitación de los esperm atozoides se produce en:,1. Los túbulos seminíferos.,2. El epidídimo.,3. La uretra masculina.,4. La vagina.,5. El útero.,5,2014
223. El factor temprano del embarazo es una prote ína inmunosupresora secretada por:,1. Las células trofoblásticas.,2. La masa celular interna.,3. El ovario. El útero.,4. La zona pelúcida.,5.,0,2014
224. El suelo de la cavidad amniótica es el:,1. Trofoblasto.,2. Hipoblasto.,3. Epiblasto.,4. Endometrio.,5. Miometrio.,3,2014
225. El primer signo morfológico de la gastrulación humana es la:,1. Formación del tubo neural.,2. Formación de la línea primitiva.,3. Implantación.,4. Compactación.,5. Ovulación.,2,2014
226. La inhibina:,1. Inhibe la secreción de FSH.,2. Bloquea la secreción de estrógenos.,3. Estimula la secreción de GnRH.,4. La produce la adenohipófisis.,5. Estimula la secreción de LH.,1,2014
"227. Durante la mineralización ósea, los osteoblastos producen:",1. Fosfatasa alcalina.,2. Fosfatasa ácida.,3. Osteocalcina.,4. Osteonectina.,5. Osteopontina.,0,2014
228. La neuraminidasa del virus de la gripe:,1. Se encuentra en el interior de la cápside y se libera tras penetrar en la célula.,2. Tiene como función facilitar la encapsulación del material genético.,3. Es una de las espículas de la envoltura.,4. No es antigénica.,5. Facilita la adsorción del virus a la célula.,3,2014
229. Las bacterias de la especie Haemophilus i nfluenzae:,1. Crecen en el medio de MacConkey.,2. Causa meningitis en niños.,3. Son bacilos Gram positivos anaerobios.,4. Son cocos Gram positivos anaerobios.,5. Son hemolíticas.,2,2014
230. La recombinación somática para la generación de diversidad en linfocitos B ocurre en:,1. Médula ósea.,2. Ganglio.,3. Sangre periférica.,4. Timo.,5. Bazo.,1,2014
231. Los hematíes típico s de la anemia falciforme son los:,1. Dianocitos.,2. Depranocitos.,3. Dacriocitos.,4. Ovalocitos.,5. Acantocitos.,2,2014
232. Es un codón de terminación de la traducción:,1. AUG.,2. UAU.,3. UUU.,4. UAC.,5. UAA.,5,2014
233. La histidina se caracteriza por:,1. Presentar en su estructura un grupo indol.,2. Presentar un único N en su estructura.,3. Una cadena lateral de carácter aromático.,4. Una cadena lateral que puede tomar o ceder protones a pH fisiológico.,5. Ser una proteína implicada en la inflamación.,4,2014
234. Las células de los túbulos seminíferos que sostienen y nutren a las células germinales son:,1. Las células de Leydig.,2. Las células de Sertoli.,3. Los espermatocitos primarios.,4. Los espermatocitos secundarios.,5. Las espermátidas.,2,2014
235. Los grados de libertad de la varianza intragr upos en una Anova de 1 vía en el que se comp aran 4 grupos de 10 individuos cada uno son:,1. 38.,2. 39,3. 3.,4. 40.,5. 36.,5,2014
