Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
134. El transporte tubular  máximo es la máxima cantidad de soluto que se:,1. Filtra.,2. Reabosrbe o segrega.,3. Elimina en la orina.,4. Transporta por el interior de la nefrona.,5. Pasa a la orina por difusión simple.,2,2005
135. El aclaramiento plasmático es el volumen de:,1. Plasma aclarado en un día.,2. Plasma depurado de una sustancia por unidad de tiempo.,3. Orina excretado por unidad de tiempo.,4. Plasma filtrado por unidad de tiempo.,5. Sangre depurada de una sustancia por minuto.,2,2005
136. La aldosterona estimula la reabsorción de sodio y la secreción de potasio en:,1. El túbulo contorneado proximal.,2. La rama descendente del asa de Henle.,3. La rama ascendente del asa de Henle.,4. El túbulo colector cortical.,5. El aparato yuxtaglomerular.,4,2005
137. La renina es sintetizada por células de:,1. La mácula densa.,2. Los túbulos proximales.,3. Yuxtaglomerulares.,4. Los capilares peritubulares corticales.,5. La cápsula de Bowman.,3,2005
138. El flujo sanguíneo es directamente proporcional a:,1. La viscosidad.,2. La longitud del vaso.,3. El hematocrito.,4. La resistencia.,5. El radio del vaso.,5,2005
139. Las células del músculo visceral:,1. Presentan estriaciones.,2. Carecen de filamentos de actina y miosina.,3. Contienen troponina.,4. Presentan uniones gap.,5. Contienen líneas Z.,4,2005
140. Las neuronas de Purkinje:,1. Forman las vías eferentes inhibidoras del cerebelo.,2. Terminan en la médula espinal.,3. Son células musculares lisas especializadas.,4. Establecen sinapsis inhibidoras en el tálamo.,5. Se localizan en la formación reticular.,1,2005
141. La fóvea visual:,1. Tiene el menor umbral a la luz.,2. Es la región de mayor agudeza visual.,3. Sólo contiene conos rojos y verdes.,4. Sólo contienen bastones.,5. Está situada en el inicio del nervio óptico.,2,2005
"142. En mamíferos, durante la acomodación ocular se produce:",1. El cambio de la curvatura del cristalino.,2. El alargamiento del globo ocular.,3. La variación en el diámetro de la pupila.,4. La conversión de vitamina A en rodopsina.,5. La elevación de la concentración de GMPc en los fotorreceptores.,1,2005
143. La noradrenalina la liberan las neuronas:,1. Preganglionares simpáticas.,2. Preganglionares parsimpáticas.,3. Postganglionares simpáticas.,4. Postganglionares parasimpáticas.,5. Motoras del músculo esquelético.,3,2005
144. Los receptores cutáneos de temperatura:,1. Son las terminaciones de Ruffini.,2. Son terminaciones nerviosas libres.,3. Están inervados por fibras nerviosas simpáticas.,4. Son receptores secundarios.,5. Responden a la vibración mecánica.,2,2005
"145. En humanos, la corteza auditiva primaria se localiza en:",1. El sistema límbico.,2. El lóbulo occipital posterior.,3. Parte superior del lóbulo temporal.,4. Giro precentral.,5. Corteza Occipital.,3,2005
146. En el test exacto de Fisher:,1. El número de filas y de columnas no puede ser mayor de 3x2.,2. Debe haber por lo menos un 20% de esperados menor de 5.,3. Es válido para cualquier test de contingencia2x2.,4. Es preferible utilizar el test de Chi-cuadrado de Pearson.,5. Casi nunca se puede utilizar.,3,2005
147. El cálculo de la mediana de una muestra necesita:,1. Tipificar los datos.,2. Ordenar los datos de menor a mayor.,3. Calcular previamente la moda.,4. Calcular previamente la amplitud de la muestra.,5. Conocer el valor del coeficiente de curtosis.,2,2005
"148. Para comparar correctamente, desde un punto de vista descriptivo, la dispersión de 2 o más variables distintas debe utilizarse:",1. La desviación estándar.,2. La amplitud.,3. El coeficiente de variación.,4. La covarianza.,5. La desviación media.,3,2005
149. El percentil 50 (P50) coincide con:,1. Mediana y cuartil 3.,2. Mediana y cuartil 1.,3. Moda.,4. Media geométrica.,5. Mediana y cuartil 2.,5,2005
150. Es una variable cualitativa nominal policotómica:,1. La edad.,2. El grupo sanguíneo.,"3. La evolución de una enfermedad (buena, intermedia, mala).",4. El sexo.,5. La escala de ansiedad (de 0 a 4).,2,2005
151. En un Anova de dos criterios con repetición se calculan:,1. Tantas F como número de criterios.,2. Tantas F como número de fuentes de variación.,3. Una F más que el número de criterios.,4. Una F más que el número de fuentes de variación.,5. Dos F.,3,2005
"152. Algebraicamente, la varianza muestral se diferencia de la poblacional en que:",1. Su numerador es n-1 y el de la poblacional es n.,2. Su numerador es n y el de la poblacional es n-1.,3. Su denominador es n-1 y el de la poblacional es n.,4. Su denominador es n y el de la poblacional es n-1.,5. No hay diferencias algebraicas.,3,2005
"153. En un test de hipótesis con un error alfa de0,01:",1. Un 1% de veces se rechazaría la hipótesis nula siendo cierta.,2. Un 1% de veces se rechazaría la hipótesis nula siendo falsa.,3. Un 99% de veces de rechazaría la hipótesis nula siendo cierta.,4. La potencia del test es de 1%.,5. Un 99% de veces se rechazaría la hipótesis nula y la alternativa.,1,2005
154. A 25 personas con sobrepeso se mide el peso en Kg antes y después de un programa de adelgazamiento ¿Qué test estadístico permitirá comprobar la eficacia del programa suponiendo que la variable no se distribuye normalmente?:,1. Wilcoxon de muestras apareadas.,2. U de Mann-Whitney de muestras apareadas.,3. Kolmogorov-Smirnov de muestras independientes.,4. U de Mann-Whitney de muestras independientes.,5. Wilcoxon de muestras independientes.,1,2005
"155. Para comparar el efecto de dos fármacos (A y B), se realizará un test de dos muestras independientes bilateral cua ndo el interés sea comprobar si:",1. A es mejor que B.,2. A y B tienen distinto efecto.,3. A y B no tienen ningún efecto.,4. A es peor que B.,5. A no tienen ningún efecto.,2,2005
156. Para realizar un test de t de student de dos muestras independientes con (n1+n2)-2 grados de libertad NO es necesario que:,1. Las varianzas de ambas muestras deben ser del mismo orden.,2. Las dos muestras deben tener igual tamaño.,3. Las dos muestras deben estar constituidas por individuos distintos.,4. La variable debe distribuirse normalmente.,5. La variable en estudio debe ser cuantitativa.,2,2005
157. Los coeficientes de asimetría y de curtosis son estadísticos de:,1. Posición.,2. Forma.,3. Dispersión.,4. Centralización.,5. Tendencia.,2,2005
"158. Siempre que la variable en estudio siga una distribución normal, el cociente entre dos varianzas observadas S 12 / S 22 sigue una distribución:",1. Chi cuadrado de Pearson.,2. T de Student.,3. Uniforme.,4. F de Fisher-Snedecor.,5. Ninguna es correcta.,4,2005
159. La distribución de probabilidad utilizada en el test de Levene es:,1. Chi-cuadrado.,2. F de Fisher-Snedecor.,3. T de student.,4. Z.,5. Binomial.,2,2005
"160. El test estadístico más adecuado para determinar si existen diferencias en el nivel sérico de un metabolito entre hombres y mujeres, suponiendo que la variable se distribuye normalmente es:",1. T de student de muestras apareadas.,2. Wilcoxon.,3. Kruskal-Wallis.,4. T de student de 2 muestras independientes.,5. U de Mann-Whitney.,4,2005
161. La fase G2 del ciclo celular se caracteriza por:,1. Gobernar el ciclo celular.,2. Formar parte de la interfase celular.,3. La síntesis de histonas.,4. Ser diploide.,5. Ser la más corta del ciclo celular.,2,2005
"162. Durante la gametogénesis, el espermatocito primario:",1. Es haploide.,2. Da lugar a espermátidas.,3. Hace mitosis.,4. Sufre meiosis I.,5. Sufre meiosis II.,4,2005
163. La replicación de los cromosomas en el óvulo fecundado ocurre en:,1. El núcleo del óvulo fecundado para formar el segundo corpúsculo polar.,2. El pronúcleo formado por el complemento cromosómico de ambos progenitores.,3. Los pronúcleos de los complementos cromosómicos de cada uno de los progenitores.,4. El óvulo y el primer corpúsculo polar.,5. El óvulo y el segundo corpúsculo polar.,2,2005
164. Los pseudogenes procesados se caracterizan porque:,1. Contienen promotores.,2. Poseen intrones.,3. Se sitúan al lado de los genes de origen.,4. Se originan por duplicación génica.,5. se originan por retrotranscripción.,5,2005
165. ¿Cuál de las siguientes cadenas jerárquicas de mayor a menor tamaño es la correcta?:,1. Nucleosoma-banda G-gen.,2. Nucleosoma-gen-banda G.,3. Gen-banda G-nucleosoma.,4. Gen-nucleosoma-banda G.,5. Banda G-gen-nucleosoma.,5,2005
166. ¿Cuál de los siguientes vectores de clonación permite transportar mayores fragmentos de DNA?:,1. Fagos.,2. Plásmidos.,3. BACs.,4. YACs.,5. Cósmidos.,4,2005
167. La técnica de hibridación cromosómica fluorescente in situ SKY requiere:,1. 2 fluorocromos.,2. 2 sondas fluorescentes.,3. 24 fluorocromos.,4. 24 sondas fluorescentes.,5. 24 fluorocromos más 24 sondas.,4,2005
168. Indique cuál de las siguientes combinaciones de genes del sistema HLA se expresa en macrófagos:,1. A-B-C.,2. A-B-C-D.,3. A-B-C-DP.,4. A-B-C-DQ.,5. A-B-C-DR.,0,2005
169. El intervalo ORF de un gen corresponde a:,1. Promotor + región transcrita.,2. Promotor + región transcrita + cola PoliA.,3. Región transcrita.,4. Región transcrita + cola PoliA.,5. Región traducida.,5,2005
170. La familia génica que codifican RNAr es de la clase:,1. Repetitiva dispersa.,2. Repetitiva agrupada.,3. Repetitiva mixta (agrupada y dispersa).,4. No repetitiva dispersa.,5. No repetitiva agrupada.,3,2005
"171. Si en una determinada población el número de afectados por fibrosis quística es de 1/2500, indique el porcentaje de alelos mutados:","1. 0,25%.","2. 0,4%.",3. 2%.,"4. 2,5%.",5. 4%.,3,2005
172. El porcentaje de descendientes con el síndrome de Down de un portador sano de la translocación 21q21q es:,1. 25%.,2. 33%.,3. 50%.,"4. 75%,",5. 100%.,5,2005
173. Corresponde a un síndrome de Turner:,"1. 47,XXX.","2. 47,XXY.","3. 48,XXYY.","4. 46,X,i(Xq).","5. 47,XYY.",4,2005
174. En el síndrome de Bloon tiene lugar una alta tasa de:,1. Meiosis.,2. Recombinaciones meióticas.,3. Mitosis.,4. Intercambios entre cromátidas hermanas.,5. Aumentos de la ploidía.,4,2005
175. Pertenece al grupo de las gangliosidosis:,1. Enfermedad de Tay-Sachs.,2. Síndrome de Lesch-Nyhan.,3. Síndrome de Hurler.,4. Síndrome de Scheie.,5. Síndrome de Sanfilipo.,1,2005
176. Las enzimas de restricción de tipo II se caracterizan porque:,1. Cortan una sola hebra de DNA.,2. Cortan el DNA lejos del punto de reconocimiento.,3. Tienen actividad endonucleasa-metilasa combinada.,4. La secuencia diana es palindrómica.,5. Requieren ATP.,4,2005
177. Indique cuál de los siguientes cambios de bases es una transición:,1. A por T.,2. G por T.,3. T por G.,4. C por A.,5. G por A.,5,2005
178. El término haploinsuficiencia hace referencia a que la causa de la enfermedad se debe a:,1. La pérdida de la mitad de la actividad normal de una proteína.,2. La proteína alterada causa insuficiencia de la proteína normal.,3. La proteína mutada se convierte en tóxica.,4. La pérdida aleatoria del alelo normal.,5. Un síndrome de microdeleción.,1,2005
179. Una mutación autosómica dominante con penetrancia reducida hace que la enfermedad aparezca en:,1. Todas las generaciones.,2. Sólo en mujeres o en varones.,3. Modelo similar al de herencia autosómica recesiva.,4. Descendientes de varones afectados.,5. Descendientes de progenitores no afectados.,5,2005
180. Señale cuál de los siguientes trastornos se debe a un defecto generalizado en la reparación del DNA:,1. Acondroplasia.,2. Síndrome del X frágil.,3. Síndrome de Angelman.,4. Enfermedad hemolítica del recién nacido.,5. Anemia de Fanconi.,5,2005
181. En la profase mitótica se produce:,1. La síntesis y replicación del DNA.,2. Los cromosomas se individualizan en forma de estructuras alargadas.,3. Las cromátidas hermanas inician gradualmente su separación.,4. Los cromosomas se separan y migran hacia los polos.,5. Acaba la división celular.,2,2005
182. Las anomalías cromo sómicas numéricas se producen por:,1. Errores en la disyunción de las cromátidas hermanas durante la profase  meiótica.,2. Reparto desigual de genes en las células hijas.,3. Errores en la segregación de los cromosomas durante la meiosis o mitosis.,4. Pérdida de un fragmento intersticial de un cromosoma.,5. Distribución anormal de cromosomas en las divisiones del óvulo y/o espermatozoide.,3,2005
183. Un isocromosoma es un cromosoma que presenta:,1. Una inserción de una región de un brazo en el otro brazo.,2. Una duplicación del centrómero.,3. Dos copias de un segmento cromosómico.,4. Una deleción de un brazo y una duplicación del otro.,5. Dos cromátidas hermanas que contienen moléculas de DNA idénticas.,4,2005
"184. La fórmula cromosómica 46,XX,4p- se corresponde con un cariotipo de mujer:",1. Afecta de monosomía 4.,2. Con alteración estructural en el brazo p del cromosoma 4.,3. Portadora de una deleción del brazo corto del cromosoma 4.,4. Portadora de una inversión en uno de los cromosomas del par 4.,5. Con heterocromatina negativa en los cromosomas del par 4.,3,2005
185. En la descendencia de una mujer portadora de una mutación en el gen de la distrofina (DMD) localizado en Xp21.3:,1. Todos los descendientes serán afectados.,2. Los hijos varones tienen un riesgo del 50% de ser afectados.,3. Todos los descendientes tienen un riesgo del50% de ser afectados.,4. Sólo las hijas heredarán la mutación materna.,5. Los hijos varones la heredan pero no expresan la enfermedad.,2,2005
186. La impronta genómica produce:,1. Fenómenos de anticipación en una enfermedad hereditaria.,2. Similitud en la penetrancia de una enfermedad en función del origen parental.,3. Diferencias en la expresión génica entre el alelo heredado del padre y el de la madre.,4. Reducción de la expresión génica por microdeleciones.,5. Supresión de los alelos paterno o materno en la línea germinal.,3,2005
187. La enfermedad de Huntington es una enfermedad causada por mutaciones en el gen de la hungtintina (HD) caracterizada por herencia:,1. Recesiva ligada al X y debida a la expansión anormal de tripletes CAC.,2. Mitocondrial y debida a mutaciones puntuales.,3. Autosómica dominante y debida a la expansión anormal de tripletes CAG.,4. Autosómica recesiva y debida a deleciones de tamaño variable.,5. Compleja y debida a la interacción de varios genes.,3,2005
188. Los marcadores moleculares del ADN en el genoma humano son:,1. Secuencias repetitivas dispersas con patrón único en cada individuo.,2. Repeticiones en tandem idénticas en individuos de la misma especie.,3. Secuencias no codificantes altamente polimórficas en la población.,4. Regiones idénticas entre dos cromosomas homólogos de un individuo.,5. Secuencias codificantes con bajo grado de polimorfismo en la población.,3,2005
189. La translocación del cromosoma Filadelfia t(9;22) (q34;q11) causante de la leucemia mieloide:,1. La amplificación del protooncogen MYC.,2. La activación del gen BCL2.,3. La inactivación del gen HER-2/neu.,4. La formación del gen quimérico BCR-ABL.,5. La deleción del gen BCL6.,4,2005
190. Indique cuál de los siguientes genotipos del gen ApoE tiene mayor riesgo de enfermedad de Alzheimer de inicio temprano:,1. ε3ε3.,2. ε4ε4.,3. ε2ε3.,4. ε2ε4.,5. ε3ε4.,2,2005
191. La capacidad secretoria de las vesículas seminales viene reflejada en el eyaculado por la presencia de:,1. L-Carnitina.,2. Fructosa.,3. Zinc.,4. α-Glucosidasa neutra.,5. Ac. Cítrico.,2,2005
"192. Según la OMS, el valor de referencia del pH para semen humano es:",1. Menor de 7.2.,2. Mayor de 7.2.,3. Entre 6.5 y 7.2.,4. Menor de 6.5.,5. Mayor de 9.0.,2,2005
193. La función de las células de Sertoli es:,1. Regular la espermatogénesis y la secreción intratubular.,2. Inducir las espermatogónias para su entrada en meiosis.,3. Determinar el número de espermatocitos primarios a entrar en mitosis.,4. Estimular la conversión de colesterol a pregnenolona.,5. Activar de los receptores androgénicos de las espermatogonias.,1,2005
194. Cuánto tiempo necesita un folículo primario para evolucionar hasta la ovulación:,1. Desde la menstruación hasta la ovulación en el mismo ciclo menstrual.,2. Una semana antes de la ovulación.,3. Desde la fase lútea del ciclo menstrual anterior.,4. Una media de 28 días.,5. Varios ciclos menstruales.,5,2005
195. La zona pelúcida del ovocito se forma en estadio de folículo:,1. Preantral.,2. Antral.,3. Primordial.,4. Preovulatorio.,5. Primario.,1,2005
196. El aumento de células ciliadas y con microvellosidades en el epitelio glandular endometrial se produce en la fase:,1. Menstrual.,2. Proliferativa.,3. Secretora temprana.,4. Secretora tardía.,5. Premenstrual.,2,2005
197. La fase meiótica de un ovocito en estado de dictiotene es:,1. Zigotene de la profase I.,2. Diplotene de la profase I.,3. Leptotene de la profase II.,4. Metafase II.,5. Telofase I.,2,2005
198. La característica morfológica de los ovocitos en estado madurativo de metafase II es la:,1. Presencia de la vesícula germinal.,2. Extrusión de gránulos corticales.,3. Presencia de zona pelúcida.,4. Visualización del primer corpúsculo polar.,5. Aparición del pronúcleo femenino.,4,2005
199. El bloqueo de la poliespermia en el ovocito humano lo determina:,1. La extrusión del segundo corpúsculo polar.,2. La liberación por el espermatozoide de acrosina antes de llegar al óvulo.,3. La depleción de niveles de Ca2+ intracelular en el óvulo.,4. El contacto de los espermatozoides con las células del cúmulus.,5. La exocitosis de los gránulos corticales.,5,2005
200. ¿Cuál de estos crioprot ectores utilizados en la congelación de semen se  caracteriza por no penetrar en el interior de la célula?:,1. Dimetilsulfóxido (DMSO).,2. Glicerol.,3. Yema de huevo.,"4. 1,2-propanediol (PROH).",5. Metanol.,3,2005
201. No es un método de fijación de las extensiones de microorganismos:,1. Alcohol flameado.,2. Calor.,3. Alcohol en frío.,4. Ácido ósmico.,5. Vapores alcohólicos.,5,2005
202. NO es un método de esterilización del material de laboratorio:,1. Tindalización.,2. Calor húmedo a 121ºC.,3. Radiaciones no ionizantes.,4. Calor Seco a 180ºC.,5. Ultrafiltración.,3,2005
203. Es INCORRECTO afirmar que el microscopio de campo oscuro:,1. Se utiliza para visualizar microorganismos vivos.,2. Tiene especial interés en el estudio de estructuras internas de los microorganismos.,3. Se emplea para observar la movilidad de los organismos.,"4. Se emplea para la visualización de microorganismos de diámetro muy fino, como las espiroquetas.",5. Muestra el objeto enfocado brillando sobre un fondo oscuro.,2,2005
204. La contrainmunoelectroforesis (CIE):,1. Emplea un soporte de celulosa para la electroforesis.,2. Emplea como soporte un portaobjetos recubierto de agarosa.,3. Para la tinción se emplea Azul de Evans.,4. Para la tinción se emplea Negro Amida.,5. Se emplea para la identificación de Micobacterias.,2,2005
205. El poder de resolución de un microscopio NO:,1. Depende de la longitud de onda utilizada.,2. Se incrementa al crecer el número de aumentos.,3. Depende del medio a través del cual pasa la luz.,4. Es la capacidad de demostrar distintos y separados puntos muy cercanos.,5. Aumenta con la utilización de objetivos de inmersión.,2,2005
206. Trichinella spiralis:,1. Es hermafrodita.,2. Sus hembras son vivíparas.,3. Sus larvas se enquistan también en el músculo estriado de aves.,4. Sus huevos no están embrionados.,5. Sus larvas se enquistan principalmente en el músculo liso de rumiantes.,2,2005
207. Las formas infectantes para el hombre de Leishmania donovani son:,1. Amastigotes.,2. Promastigotes.,3. Epimastigotes.,4. Opistomastigotes.,5. Tripomastigotes.,2,2005
"208. En el hombre, el examen coproparasitario sería un método de diagnóstico válido en:",1. La toxoplasmosis.,2. La cisticercosis.,3. La hidatidosis hepática.,4. La esquistosomiasis (S. mansoni).,5. Las filarias.,4,2005
209. Enterobius vermicularis:,1. Las hembras son de mayor tamaño que los machos.,2. Los machos son de mayor tamaño que las hembras.,3. No poseen dimorfismo sexual.,4. Los huevos no son embrionados.,5. Tiene como hospedador intermediario un gasterópodo terrestre.,1,2005
210. El xenodiagnóstico de Brumpt se utiliza para el diagnóstico de:,1. Tripanosomiasis americana.,2. Fascioliasis.,3. Paludismo.,4. Kala-Azar.,5. Leishmaniasis visceral.,1,2005
211. La internalización de la transferrina está mediada por:,1. cAMP.,2. Calmodulina-proteína quinasa C.,3. Fosforilación de la transferrina.,4. Fosfatidilinositol.,5. Proteínas G.,2,2005
212. Es una serpina en el proceso de la hemostasia:,1. Antitrombina III.,2. Proteína Z.,3. Trombomodulina.,4. Factor V.,"5. t-PA, activador tisular del plasminógeno.",1,2005
213. La hexoquinasa:,1. Hidroliza la glucosa 6-P.,2. Está en la cara interna de la membrana plasmática.,3. Cataliza una reacción irreversible.,4. Forma complejos con fosfoglucoisomerasa y fosfofructoquinasa-1.,5. Forma complejos con la proteína transportadora de glucosa (GLUT-4).,3,2005
"214. En el corazón, la acción de la adrenalina:","1. Produce un aumento de 2,6-fisfosfato.","2. Desfosforila la enzima6-fosfofructo-2-quinasa/fructosa 2,6-bisfosfatasa.",3.    Inhibe la proteína quinasa A.,4.    Disminuye la actividad de la6-fosfofructo-1-quinasa.,5.    Inhibe la glucolisis.,0,2005
215. En la regulación de la piruvato quinasa:,1. El ATP es el principal activador.,"2. El 1,6-bifosfato es inhibidor.",3. La activación se da por fosforilación.,4. Se inhibe por activación de proteína quinasa A.,5. El bajo nivel de glucosa induce a la enzima.,4,2005
216. La subunidad delta de la fosforilasa quinasa que actúa en el control de la degradación de glucógeno es:,1. Calmodulina.,2. La subunidad catalítica.,3. Ligando de cAMP.,4. Adenilil ciclasa.,5. Fosfolipídica.,1,2005
"217. En la vía de las pentosas fosfato, la acción de transcetolasa sobre ribosa 5-fosfato y xilulosa 5fosfato da:",1. 6-fosfogluconolactona.,2. Ribulosa 5-fosfato.,3. Eritrosa 4-fosfato.,4. Sedoheptulosa 7-fosfato.,5. Fructosa 6-fosfato.,4,2005
"218. Entre los glucosaminoglucanos, el ácido idurónico es característico de:",1. Hialurónico.,2. Queratán sulfato.,3. Heparina.,4. Condroitina sulfato.,5. Dermatán sulfato.,0,2005
219. Es una enzima caract erística de la membrana del endotelio capilar:,1. Acil-CoA: colesterol acil transferasa.,2. Lipoproteína lipasa.,3. Monoacilglicerol hidrolasa.,4. Lecitina: colesterol acil transferasa,5. Acil-CoA deshidrogenasa.,2,2005
220. La apolipoproteína B-100 está presente principalmente en:,1. HDL.,2. LDL.,3. VLDL.,4. IDL.,5. Quilomicrones.,2,2005
"221. En el ciclo de la urea, la acción de la argininosuccinato liasa da lugar a:",1. Ornitina.,2. Urea.,3. Aspartato.,4. Fumarato.,5. Citrulina.,4,2005
222. La síntesis de la uridina 5’-monofosfato (UMP) pasa por:,1. Hipoxantina.,2. Adenilosuccinato.,3. 5-fosforribosil-1-pirofosfato (PRPP).,4. IMP.,5. Orotato.,5,2005
223. La conversión de la glutamina en citrulina tiene lugar exclusivamente en:,1. Enterocitos.,2. Hepatocitos.,3. Células tubulares renales.,4. Páncreas.,5. Músculo esquelético.,1,2005
224. En la ATP sintasa de la membrana interna mitocondrial:,1. El dominio F 0 tiene un sitio de fijación de ATP.,2. El dominio F0 interviene en la síntesis de ATP.,3. El dominio F0 es un canal de protones.,4. El dominio F0 es una ATPasa.,5. Se incluye un resto asparagina esencial para su actividad.,3,2005
225. Las óxido nítrico sintasas:,1. Son responsables de la vasoconstricción vascular.,2. Son  hemoproteínas.,3. Forman óxido nítrico a partir de glutamina.,4. Utilizan L-citrulina.,5. Requieren NADP+.,2,2005
226. En la gráfica de dobles  recíprocos de la inhibición enzimática competitiva:,"1. El punto de corte en ordenadas, sin inhibidor, es 1/Vmax.",2. Las rectas obtenidas con concentraciones crecientes de inhibidor se cortan en el eje de abscisas.,3. El corte en el eje de abscisas es 1/Km aparente.,4. Las rectas obtenidas con concentraciones crecientes de inhibidor son paralelas.,5. El punto de cote en el eje de abscisas es –Km ap./Km.,1,2005
"227. En eucariotas, el complejo de preiniciación de la transcripción está formado por:",1. Caja TATA del promotor y proteína de unión a TATA.,2. RNA polimerasa II y helicasa.,3. Nucleosoma y proteína de unión a TATA.,4. RNA polimerasa II fosforilada y caja TATA de inicio de transcripción.,5. Factores generales de transcripción y caja TATA del promotor.,5,2005
"228. En eucariotas, en el proceso de traducción:",1. El extremo 3’ tiene un casquete de 7metilguanosina.,2. El mRNA es casi siempre policistrónico.,3. La lectura se hace en dirección 3’Î5’.,4. La señal de iniciación suele ser AUG.,5. No hay cola de poliadenilato.,4,2005
229. Los transposones:,1. Tienen secuencias de inserción reconocibles por transposasas.,2. No llegan a distancias superiores a 2 centimorgan.,"3. Se unen a la proteína Ku, ATPasa dependiente de DNA.",4. Se mueven dentro de un cromosoma.,5. Son los responsables de recombinación homóloga.,1,2005
230. Es un aminoácido aromático:,1. Histidina.,2. Arginina.,3. Valina.,4. Leucina.,5. Triptófano.,5,2005
"231. Respecto a la estructura del colágeno, se puede afirmar que:",1. Está formada por tres cadenas plegadas en hélice α.,2. Es una proteína globular.,3. Los puentes disulfuro la estabilizan.,4. Pro la desestabiliza.,5. Contiene una elevada proporción de Gly.,5,2005
232. NO intervienen en el mantenimiento de la estructura terciaria y cuaternaria de las proteínas:,1. Interacciones electrostáticas.,2. Uniones covalentes tipo amida.,3. Interacciones hidrofóbicas.,4. Uniones de van der Waals.,5. Puentes de hidrógeno.,2,2005
233. La estructura secundaria hélice α:,1. Únicamente existe en las α-queratinas.,2. Está mantenida por puentes de hidrógeno entre los grupos funcionales de las cadenas laterales de los aminoácidos.,3. Es una estructura donde el aminoácido prolina es frecuente.,4. Es una estructura cilíndrica mantenida por puentes de hidrógeno paralelos al eje central.,5. Es un helicoide izquierdo formado por 10 residuos por vuelta.,4,2005
"234. Con respecto al proceso de desnaturalización de proteínas, se puede afirmar que:",1. Siempre inactiva irreversiblemente a las enzimas.,2. El β-mercaptoetanol rompe los puentes de hidrógeno que mantienen la conformación.,3. Facilita la unión de los ligandos.,4. La urea 8 M rompe los puentes disulfuro.,5. Mantiene la estructura primaria.,5,2005
"235. Respecto al colágeno, se puede afirmar que:",1. Las cadenas polipeptídicas tienen conformación en hélice α.,2. Es una proteína muy soluble en agua.,3. En la estabilización de la estructura helicoidal participan puentes de hidrógeno entre el CO y el NH de todos los aminoácidos constituyentes.,4. Hay residuos de Lys modificados que participan en el mantenimiento de la estructura.,5. Está constituido por aminoácidos no proteicos.,4,2005
236. La función de las enzimas es:,1. Aumentar la energía libre de activación.,2. Conseguir que se obtenga mayor cantidad de producto.,3. Disminuir la constante de equilibrio.,4. Permitir que ocurra una reacción que no es posible en su ausencia.,5. Disminuir el tiempo necesario para alcanzar el equilibrio.,5,2005
237. Respecto a los cofactores enzimáticos:,1. Todas las enzimas los requieren.,2. En ningún caso la unión a la enzima es de tipo covalente.,3. Las enzimas son tan específicas que no hay dos enzimas que utilicen el mismo cofactor.,4. Pueden ser iones metálicos o moléculas orgánicas.,"5. No participan en la reacción, sólo tienen un papel estructural.",4,2005
238. La velocidad máxima de una reacción enzimática es:,1. Una propiedad característica de la enzima.,2. Un parámetro cinético que  depende de la concentración de enzima.,3. Duplica al duplicar la concentración de sustrato.,4. Km/2.,5. La misma para todas las enzimas.,0,2005
"239. En general, las enzimas alostéricas:",1. Unen los efectores en el centro activo.,2. Forman enlaces covalentes con sus efectores negativos.,3. Originan curvas hiperbólicas de velocidad frente a concentración de sustrato.,4. Cambian de conformación cuando unen efectores.,5. Se modifican irreversiblemente cuando son inhibidos.,4,2005
240. La ruta de los fosfatos de pentosa produce:,1. NADH y acetil-CoA.,2. NADPH y ribosa-5-fosfato.,3. NADH y ribosa-5-fosfato.,4. Urea.,"5. Ribulosa-1,5-bifosfato.",2,2005
241. Los cromosomas de bacterias y de mamíferos tienen en común que:,1. Su DNA es de doble cadena.,2. Están organizados en nucleosomas.,3. El DNA es circular.,4. Todo el genoma se encuentra en un único cromosoma.,5. Tienen un único origen de replicación.,1,2005
242. Un polinucleótido es un polímero:,1. Cuyos dos extremos son estructuralmente equivalentes.,2. Cuyos monómeros están unidos por enlaces fosfodiéster.,"3. En el que hay, al menos, 20 clases de monómeros.",4. Que en condiciones fisiológicas no presenta carga eléctrica.,5. Cuya unidad repetitiva es una base púrica o pirimidínica.,2,2005
243. La DNA polimerasa III y la RNA polimerasa de E. coli tienen en común:,1. La actividad correctora de errores.,2. La necesidad de un cebador.,3. La dirección de polimerización.,4. El tipo de monómeros que usan como sustratos.,5. El tipo de enlace peptídico que forman.,3,2005
244. Los mRNA de organismos eucariotas se diferencian de los de procariotas en que:,1. Pueden codificar más de un polipéptido.,2. Poseen la secuencia Shine-Dalgarno que indica el lugar de iniciación de la traducción.,3. Se modifican post-transcripcionalmente en sus extremos 5’ y 3’.,4. Son traducidos simultáneamente por diversos ribosomas.,5. Se fabrican en el citosol celular.,3,2005
245. La holoenzima RNA polimerasa procariótica:,1. Es capaz de iniciar la transcripción en cualquier secuencia de DNA.,2. No es capaz de iniciar la transcripción.,3. Requiere secuencias específicas para iniciar la transcripción.,4. Requiere un cebador para iniciar la transcripción.,5. Participa en el proceso de replicación del DNA.,3,2005
246. La actividad peptidil transferasa está catalizada:,1. Sólo por nucleótidos del RNA 23 S.,2. Sólo por nucleótidos del RNA 16 S.,3. Por los RNA 16 S y 23 S conjuntamente.,4. Por las cadenas laterales de aminoácidos de determinadas proteínas de la subunidad grande.,5. Por las cadenas laterales de aminoácidos de determinadas proteínas de la subunidad pequeña.,1,2005
