year,exam,question,option1,option2,option3,option4,option5,correct
2020,bir,83. Los individuos que portan translocaciones cromosómicas recíprocas en sus células germinales dan lugar a:,1. Gametos genéticamente desequilibrados.,2. Gametos triploides.,3. Mayores tasas de recombinación meiótica.,4. Alelos recesivos con mayor frecuencia.,,1
2020,bir,84. ¿Cuál de las siguientes afirmaciones se corresponde con la recombinación VDJ que sufren los genes de inmunoglobulinas?:,1. Implica la formación de intermediarios de Holliday.,2. Tiene lugar durante la meiosis.,3. Ocurre en células somáticas.,4. Es un tipo especial de maduración de ARNm.,,3
2020,bir,85. ¿Cuál de los siguientes procesos contribuye a limitar las tasas de mutación espontánea?:,1. La producción de radicales libres.,2. La actividad exonucleasa de las ADN polimerasas en dirección de 3’ a 5’.,3. El incremento del nivel de poliploidía.,4. El ensamblaje cromatínico del ADN.,,2
2020,bir,86. ¿Qué consecuencia tiene el procesamiento alternativo de intrones en los precursores de los ARNm?:,1. Contrarresta la presencia de alelos no funcionales.,2. Permite expresar más de una proteína diferente a partir del mismo gen.,3. Contribuye a la reversión de mutaciones en ese gen.,4. Permite la transcripción de un gen en direcciones opuestas.,,2
2020,bir,87. ¿Cuál de estos sucesos ocurre durante la meiosis?:,1. Emparejamiento de cromosomas homólogos.,2. Circularización de cromosomas.,3. Eliminación de una de las dos cromátidas hermanas.,4. Hipermutación programada del genoma.,,1
2020,bir,88. ¿Qué puede decirse de los genes humanos en los que opera la impronta genómica?:,1. Mutan en cada generación.,2. Están ligados al cromosoma X.,3. Se expresan solo si el individuo es de sexo masculino.,4. Se expresan en función del sexo del progenitor del que provienen.,,4
2020,bir,89. La traducción de un ARNm ya procesado se inicia en el codón de metionina que corresponde con:,1. AUA.,2. AUG.,3. GUA.,4. UAG.,,2
2020,bir,90. El síndrome de Turner aparece en:,1. Hombres YO.,2. Mujeres XO.,3. Hombres XXY.,4. Mujeres XXX.,,2
2020,bir,91. La heterocromatina corresponde al ADN:,1. Condensado activo transcripcionalmente.,2. No enrollado activo transcripcionalmente.,3. Condensado inactivo transcripcionalmente.,4. No enrollado inactivo transcripcionalmente.,,3
2020,bir,92. El operón lac es un sistema inducible que está bajo control:,1. Negativo en algunos procariotas.,2. Positivo en algunos procariotas.,3. Negativo en algunos eucariotas.,4. Positivo en algunos eucariotas.,,0
2020,bir,93. El síndrome conocido como “maullido de gato” se caracteriza por:,1. Una duplicación en el cromosoma 5.,2. Una deleción en el cromosoma 5.,3. Una inversión en el cromosoma 5.,4. Una deleción en el cromosoma 6.,,2
2020,bir,94. ¿Dónde son sintetizados los cebadores en la cadena retrasada?:,1. Al inicio de cada fragmento de Okazaki.,2. En varios sitios dentro de un fragmento de Okazaki.,3. Sólo en el extremo 3’ de la cadena recientemente sintetizada.,4. Sólo en el extremo 5’ de la cadena recientemente sintetizada.,,1
2020,bir,95. ¿Cuál será la proporción de la descendencia de un hombre daltónico con una mujer de visión normal cuyo padre es daltónico?:,1. Todos daltónicos.,2. Mitad de los varones y mitad de las hembras daltónicas.,3. Todos los varones daltónicos y todas las hembras con visión normal.,4. Todos con visión normal.,,2
2020,bir,96. El factor sigma de la ARN polimerasa es necesario para:,1. La unión de la polimerasa al promotor.,2. La estabilización de la enzima.,3. La elongación durante la transcripción.,4. La terminación de la transcripción.,,1
2020,bir,97. La replicación del ADN es:,1. Conservativa.,2. Dispersiva.,3. Semiconservativa.,4. Conservativa en procariotas y semiconservativa en eucariotas.,,3
2020,bir,"98. Durante la replicación del ADN, la ADN helicasa:",1. Desenrrolla la horquilla de replicación.,2. Elimina la torsión de los superenrollamientos.,3. Inicia la replicación en el oriC.,4. No participa en la replicación del ADN.,,1
2020,bir,99. El error aleatorio:,1. Afecta a la precisión o fiabilidad del estudio.,2. Se puede predecir.,3. No se puede cuantificar.,4. Se reduce disminuyendo el tamaño de la muestra.,,1
2020,bir,100. La sensibilidad diagnóstica es la proporción de verdaderos:,1. Negativos entre los sanos.,2. Positivos entre los enfermos.,3. Negativos entre los que tienen un resultado negativo.,4. Positivos entre los que tienen un resultado positivo.,,2
2020,bir,101. El área bajo la curva ROC:,"1. De valor 1, indica que la prueba no tiene poder diagnóstico.","2. De valor 0,5 representa una prueba con escaso poder diagnóstico.",3. Presenta unos valores comprendidos entre 1 e infinito.,4. Representa la concordancia entre observadores cuando la variable es categórica a través de proporciones.,,2
2020,bir,102. ¿Qué prueba estadística paramétrica se usará para testar la hipótesis de 2 variables categóricas de una muestra independiente?:,1. T de Student ANOVA.,2. Test de Cochran.,3. Ro de Spearman.,4. Ji-cuadrado.,,0
2020,bir,103. El índice de inconsistencia del 80% indica:,1. Que hay baja heterogeneidad.,2. Heterogeneidad media.,3. Heterogeneidad sustancial.,4. Que no hay heterogeneidad.,,3
2020,bir,104. La afinidad de la hemoglobina por el O2:,"1. Aumenta cuando el valor de pH es inferior a7,4.","2. Disminuye cuando el valor de pH es inferior a7,4.","3. Se sitúa estructuralmente en el mismo sitio catalítico que el ácido 2,3-bisfosfoglicérico.",4. No se modifica por el cambio de pH en los tejidos.,,2
2020,bir,"105. En las proteínas, aquellos aminoácidos con cadenas ionizables:","1. Son todos esenciales, y deben tomarse en la dieta.",2. Poseen grupos aromáticos que favorecen su hidrofobicidad.,"3. Tienden a agruparse en el interior de la proteína, lejos del entorno acuoso de la célula.",4. Son capaces tanto de formar enlaces iónicos como donar o aceptar protones para facilitar reacciones.,,4
2020,bir,106. El colágeno es una proteína que:,1. Forma una típica hélice-alfa.,2. Forma una estructura de hoja plegada beta antiparalela de unos 3.000 Ángstrom de longitud.,"3. Forma una hélice diferente a la alfa, que se denomina hélice de colágeno de triple hebra que se estabiliza por repulsiones estéricas.",4. Se caracteriza por carecer del aminoácido prolina en su composición.,,3
2020,bir,"107. ¿Cuál de las siguientes afirmaciones sobre la descarboxilación oxidativa del piruvato, catalizada por el complejo piruvato deshidrogenasa, es correcta?:","1. Utiliza NAD+, ácido lipoico, fosfato de piridoxal y FAD como coenzimas de la reacción.",2. Uno de los productos de la reacción es un tioéster de acetato.,3. El grupo metilo del piruvato se elimina como CO2.,4. La reacción es tan importante que tiene lugar a máxima velocidad en todas las condiciones y en todas las células.,,2
2020,bir,108. Las cadenas polipeptídicas de una proteína:,1. Siempre forman estructuras en alfa-hélice.,2. Pueden entrecruzarse mediante enlaces disulfuro de dos cisteínas.,3. Se unen a otras cadenas polipeptídicas por su extremo N-terminal mediante prolina o hidroxiprolina.,4. Tienen una composición equimolecular de los20 aminoácidos naturales.,,2
2020,bir,109. La lipoproteinalipasa participa en:,1. La degradación de los triacilgliceroles de los quilomicrones para proporcionar ácidos grasos a los diferentes tejidos.,2. El transporte intestinal de los lípidos de la dieta.,3. La degradación de las lipoproteínas para proporcionar aminoácidos.,4. La degradación de los triacilglicéridos almacenados intracelularmente para proporcionar ácidos grasos como combustible energético.,,1
2020,bir,110. La carga que tiene la glicina en una disolución a pH 13 es:,1. Positiva (+1).,2. Sin carga.,3. Negativa (-1).,4. Negativa (-2).,,3
2020,bir,111. La afirmación correcta sobre las enzimas y la cinética enzimática es:,1. La velocidad de una reacción enzimática es independiente de la concentración de enzima.,2. Una enzima presenta mayor afinidad por el sustrato cuanto mayor sea su valor de Km.,3. A concentraciones muy elevadas de sustrato la velocidad de reacción es de orden cero con respecto a la concentración de sustrato.,4. La pérdida de la actividad de un enzima lleva consigo la pérdida de su estructura primaria.,,3
2020,bir,112. La afirmación correcta sobre la estructura secundaria de las proteínas es:,"1. En la hélice α, los grupos –R de los aminoácidos se sitúan hacia el interior de la estructura helicoidal.",2. La conexión entre conformaciones α y  se realiza mediante un giro que contiene Trp.,3. La hélice α se estabiliza por la formación de puentes de hidrógeno intracatenarios entre grupos NH y CO de la cadena principal.,4. Los aminoácidos prolina y glicina son muy frecuentes en la α hélice.,,3
2020,bir,113. La afirmación correcta sobre la estructura de los esfingolípidos es:,1. La estructura básica de los esfingolípidos está constituida por glicerol unido a un grupo fosfato.,"2. Las esfingomielinas, los gangliósidos y cerebrósidos son diferentes tipos de esfingolípidos.",3. En la estructura de los esfingolípidos encontramos dos ácidos grasos esterificando a dos grupos hidroxilo de la esfingosina.,4. La formación de un enlace éster entre un grupo hidroxilo de la esfingosina y un grupo carboxilo de un ácido graso da lugar a la ceramida.,,2
2020,bir,114. Las causas más frecuentes en nuestro medio de síndrome de Cushing son:,1. Los tumores suprarrenales productores de cortisol.,2. Los adenomas hipofisarios productores de adrenocorticotropina.,3. Los tumores no hipofisarios productores de adrenocorticotropina.,4. Los tumores suprarrenales productores de adrenocorticotropina.,,2
2020,bir,115. El hiperaldosteronismo primario se relaciona con:,"1. Hipotensión, retención de Na+ e incremento de la excreción de K+.","2. Hipotensión, retención de K+ e incremento de la excreción de Na+.","3. Hipertensión, retención de K+ e incremento de la excreción de Na+.","4. Hipertensión, retención de Na+ e incremento de la excreción de K+.",,4
2020,bir,116. La prediabetes se define como:,1. Glucemia tras ayuno de 8 horas entre 100 y125 mg/dL.,2. Valores de hemoglobina glicosilada superiores al 7%.,3. Glucemia a las 2 horas tras sobrecarga oral de glucosa (75 g) superior a 200 mg/dL.,4. Detección de glucosa en orina tras sobrecarga oral de glucosa (75 g).,,1
2020,bir,117. El precursor común en la síntesis de los esteroides sexuales (andrógenos y estrógenos) es:,1. Colesterol.,2. Aldosterona.,3. Progesterona.,4. Estrona.,,0
2020,bir,118. Respecto al programa de cribado de cáncer de colon NO es verdad que:,1. La prueba inmunoquímica para cuantificación de hemoglobina humana en heces es el método más adecuado y eficiente en la detección precoz de cáncer de colon.,2. La población diana es la de riesgo intermedio entre 50 y 69 años.,3. El antecedente personal de presencia de cáncer de colon es criterio de exclusión del programa.,4. El método del guayaco es el utilizado en los programas de cribado de cáncer de colon para detección de hemoglobina en heces.,,4
2020,bir,119. El gen BRCA1 se estudia en la susceptibilidad al cáncer de:,1. Pulmón.,2. Mama.,3. Colon.,4. Tiroides.,,2
2020,bir,120. El marcador tumoral más adecuado para el adenocarcinoma seroso de ovario es:,1. Antígeno carcinoembrionario.,2. Proteína epididimal humana tipo 4.,3. Alfa-fetoproteína.,4. Ca 19.9.,,2
2020,bir,"121. En un paciente sometido a tiroidectomía total por un cáncer diferenciado de tiroides tipo papilar, el marcador tumoral de elección en el seguimiento es:",1. Tirotropina.,2. Tiroxina libre.,3. Tiroglobulina.,4. Calcitonina.,,3
2020,bir,122. La inhibina B:,1. Es una glicoproteína de 32 kDa.,2. Es secretada por las células de Leydig.,3. Inhibe la secreción de FSH.,4. Se puede emplear como marcador endocrino de la espermatogénesis.,,0
2020,bir,123. NO se considera un valor normal en el seminograma básico según los valores de referencia de la OMS (2010):,1. 10% de formas normales en los espermatozoides.,2. Movilidad progresiva de los espermatozoides del 52%.,3. Concentración de espermatozoides de 15 millones/mL.,4. Volumen de eyaculado de 0.8 mL.,,4
2020,bir,124. En relación a la disfunción eréctil es FALSO que:,1. El diagnóstico etiológico más frecuente es la disfunción eréctil psicogénica.,"2. Tras evaluar causas neurológicas y vasculares, se deben estudiar entre otros parámetros testosterona, LH y TSH.",3. Se define como la incapacidad persistente para desarrollar o mantener una erección suficiente para el coito y la eyaculación en el15% de los intentos.,"4. La hiperprolactinemia es una causa infrecuente de disfunción eréctil, aunque debe ser considerada.",,3
2020,bir,125. Con respecto a las inmunoglobulinas en plasma de individuos sanos:,1. La IgG supone el 70-75% del total.,2. La IgA supone el 50% del total.,3. La IgD constituye el 20% del total.,4. La IgE constituye el 35% del total.,,1
2020,bir,126. En relación a las proteínas del líquido cefalorraquídeo:,1. Niveles elevados de neurogranina tienen valor predictivo negativo para enfermedad de Alzheimer.,2. Las bandas oligoclonales son patognomónicas de esclerosis múltiple.,3. La determinación de las concentraciones de isoformas de la proteína β-amiloide y la proteína Tau pueden ser útiles en el diagnóstico de la enfermedad de Alzheimer.,4. La elevación de la proteína básica de la mielina es un factor de buen pronóstico en enfermedades neurológicas desmielinizantes.,,3
2020,bir,127. El punto de corte para la troponina cardíaca en el diagnóstico del infarto agudo de miocardio es:,1. Percentil 68 del límite superior de la población de referencia.,2. Percentil 90 del límite superior de la población de referencia.,3. Percentil 95 del límite superior de la población de referencia.,4. Percentil 99 del límite superior de la población de referencia.,,4
2020,bir,128. El biomarcador que tiene una mayor sensibilidad diagnóstica en la detección del daño cardiaco en las primeras horas de evolución de un infarto agudo de miocardio es:,1. Troponina I.,2. CK-MB.,3. Mioglobina.,4. Troponina T.,,0
2020,bir,129. El método que se emplea normalmente en el laboratorio clínico para determinar los niveles de troponina en suero es:,1. Enzimoinmunoanálisis.,2. Colorimetría.,3. Radioinmunoanálisis.,4. Inmunofluorescencia indirecta.,,1
2020,bir,130. Es correcto que para el diagnóstico de lesión miocárdica el uso de la troponina tiene:,1. Una elevada sensibilidad y especificidad diagnóstica.,2. Una baja sensibilidad y especificidad diagnóstica.,3. Una elevada sensibilidad diagnóstica y una baja especificidad diagnóstica.,4. Una baja sensibilidad diagnóstica y una elevada especificidad diagnóstica.,,1
2020,bir,"131. A los oligonucleótidos de entre 18 y 25 bases, utilizados en la PCR se les denomina con cualquiera de estos términos EXCEPTO:",1. Primers.,2. Cebadores.,3. Iniciadores.,4. Stutters.,,4
2020,bir,"132. El término ""proofreading"" aplicado a las polimerasas de ADN, se utiliza cuando:",1. Están listas para su uso directo.,2. Están listas para hacer pruebas con ellas.,"3. Tienen actividad correctora de errores de replicación, además de la actividad polimerasa.","4. No se pueden usar para amplificar vectores virales, aunque se trate de virus ADN.",,3
2020,bir,"133. Todas las siguientes son técnicas de secuenciación de ADN o ARN, EXCEPTO:",1. Secuenciación química o de Maxham y Gilbert.,2. Secuenciación basada en terminadores o de Sanger.,3. Pirosecuenciación.,4. Secuenciación basada en el reactivo de Edman.,,4
2020,bir,"134. NO es/son componente/s indispensable/s de la ""master mix"" en una reacción de PCR:",1. Polimerasa.,2. Cebadores.,3. DMSO.,4. Desoxirribonucleótidos.,,3
2020,bir,135. NO es un método de extracción de ADN el basado en:,1. Fenol-cloroformo.,2. Sulfato de amonio.,"3. Soluciones hiperosmolares o ""salting-out"".",4. Bolitas paramagnéticas.,,2
2020,bir,136. Las principales modificaciones epigenéticas conocidas son:,1. Errores en la transcripción del ADN a ARN.,2. Cambios en la estructura de la cromatina por puentes disulfuro.,"3. Metilación del ADN, regulación de la conformación de cromatina a través de modificaciones de histonas y los ARN no codificantes.",4. Metilación de histonas y acetilación del ADN provocando mutaciones irreversibles.,,3
2020,bir,137. En el análisis genético del ADN circulante en el plasma de un paciente con cáncer metastásico:,1. No se encuentra material genético en el plasma de un paciente con cáncer.,2. Se encuentran mutaciones en el ADN circulante procedente de la célula tumoral y no circula ADN no mutado.,3. Sólo los marcadores tumorales clásicos proteicos tienen utilidad clínica.,"4. Se pueden encontrar las mutaciones específicas del cáncer y, si se cuantifican, su concentración es proporcional al tamaño del tumor.",,4
2020,bir,138. Se determina el diagnóstico del sexo fetal durante la gestación de forma no invasiva para el feto:,1. Únicamente en sangre de cordón umbilical.,2. No existe forma segura para el feto de determinar su sexo antes del nacimiento.,3. En el plasma de la gestante por el análisis molecular de regiones genéticas pertenecientes al cromosoma Y desde la semana 7 de gestación.,4. Por análisis ecográfico en la semana 7 de gestación.,,3
2020,bir,139. El test prenatal no invasivo en plasma de la gestante para detectar una trisomía 21 del feto:,1. Tiene muy poca sensibilidad y no se recomienda como cribado en ningún escenario clínico.,2. Se puede detectar por técnicas de secuenciación masiva del ADN circulante de la madre desde la semana 10 de gestación cuando la concentración de ADN fetal es igual o superior al 4%.,3. Se puede detectar por técnicas de secuenciación masiva del ADN circulante de la madre desde la semana 3 de gestación.,4. No existen datos suficientes para considerar esta técnica como un test de utilidad clínica.,,2
2020,bir,"140. Las bacterias del género Listeria, morfológicamente son:",1. Bacilos Gram negativos.,2. Cocos Gram positivos.,3. Bacilos Gram positivos.,4. Ninguna de los anteriores.,,3
2020,bir,"141. Los géneros Escherichia, Enterobacter y Klebsiella tienen en común:",1. Son microorganismos anaerobios estrictos.,2. No poseen lipopolisacárido en su pared celular.,3. Son muy sensibles al antibiótico vancomicina.,4. Pertenecen a la familia Enterobacteriaceae y se caracterizan por tener una membrana externa extracitoplásmica.,,4
2020,bir,"142. En relación al diagnóstico microbiológico de la gripe estacional, es correcto:",1. No existen métodos fiables en la actualidad.,2. Los tests serológicos nos permiten detectar la infección en los 3-4 primeros días tras el contagio.,3. Los tests basados en antígenos del virus presentan una baja especificidad.,4. Los tests moleculares (PCR) presentan mayor sensibilidad que los basados en antígenos.,,4
2020,bir,"143. La microdilución en caldo, el agar discodifusión o el método de tira de gradiente de concentración, son técnicas microbiológicas que permiten:",1. Determinar el mecanismo de acción de un antibiótico.,2. Establecer la farmacocinética de un antibiótico.,3. Conocer la actividad in vitro de un antibiótico.,4. Ninguna de las anteriores.,,3
2020,bir,144. Respecto a la especie Corynebacterium urealyticum es FALSO que:,1. Es un bacilo Gram positivo de crecimiento lento.,2. Es sensible a la vancomicina.,3. Posee una fuerte actividad ureásica.,4. Es una causa frecuente de infecciones de transmisión sexual.,,4
2020,bir,145. ¿Cuál de los siguientes antimicrobianos se podría utilizar para el tratamiento de una infección por Staphylococcus aureus resistente a la meticilina?:,1. Penicilina.,2. Imipenem.,3. Ceftarolina.,4. Cefotaxima.,,3
2020,bir,146. Es cierto que:,1. Coxiella burnetii es el agente causal de la fiebre botonosa mediterránea.,2. Rickettsia conorii es el agente causal de la fiebre Q.,3. Coxiella burnetii es un parásito intracelular obligado.,4. Rickettsia conorii no tiene capacidad de sintetizar proteínas.,,3
2020,bir,147. En relación con las infecciones causadas por clamidias es FALSO que:,1. Chlamydia psittaci produce conjuntivitis en humanos.,2. Chlamydia pneumoniae es un agente causal de neumonía.,3. Chlamydia trachomatis produce uretritis en el varón.,4. Chalmydia trachomatis produce conjuntivitis en humanos.,,1
2020,bir,148. El agente causal más frecuente de las infecciones relacionadas con el uso de catéteres intravasculares en los hospitales es:,1. Escherichia coli.,2. Enterococcus faecalis.,3. Staphylococcus coagulasa-negativa.,4. Staphylococcus aureus.,,3
2020,bir,149. Cuál de las siguientes bacterias se ha encontrado en el interior de amebas de vida libre:,1. Bordetella.,2. Legionella.,3. Moraxella.,4. Mycoplasma.,,2
2020,bir,150. El agente etiológico de la infección de transmisión sexual denominada “chancroide” o “chancro blando” es:,1. Chlamydia trachomatis.,2. Neisseria gonorrhoeae.,3. Mycoplasma genitalium.,4. Haemophilus ducreyi.,,4
2020,bir,151. ¿Cuál es el principal reservorio conocido de la infección por Helicobacter pylori?:,1. Los roedores.,2. Las aves salvajes.,3. Los reptiles.,4. El ser humano.,,4
2020,bir,152. La brucelosis es una zoonosis que NO se trasmite por:,1. Ingestión de derivados lácteos no pasteurizados.,2. La picadura de un mosquito hematófago.,3. Inhalación del microrganismo.,4. Contacto directo a través de heridas en la piel.,,2
2020,bir,153. En las infecciones gastrointestinales por Escherichia coli es FALSO:,1. E. coli enterotoxigénico se asocia con la producción de enterotoxinas termoestables y termolábiles.,2. E. coli enteropatógeno es una causa frecuente de diarrea del lactante.,3. E. coli enterohemorrágico se asocia con el serotipo O157:H7.,4. E. coli enteroinvasivo se asocia con la producción de la toxina Shiga.,,4
2020,bir,"154. Respecto a las carbapenemasas, es cierto que:","1. Pueden conferir resistencia a penicilinas, cefalosporinas y carbapenemas.",2. Son características de las bacterias Gram positivas.,3. Son poco frecuentes en Klebsiella pneumoniae.,4. Nunca se localizan en elementos genéticos transferibles.,,1
2020,bir,155. Una de las siguientes afirmaciones respecto a Pseudomonas aeruginosa es FALSA:,"1. Es un bacilo Gram negativo no fermentador, oxidasa negativa.",2. Causa infecciones pulmonares graves en pacientes con fibrosis quística.,3. Causa otitis externa asociada a baño en piscinas.,4. Suele ser resistente a gran parte de los antibióticos.,,1
2020,bir,156. Una de las siguientes parejas de antibióticomecanismo de resistencia no es frecuente en Pseudomonas aeruginosa:,1. Quinolonas-bombas de expulsión.,2. Carbapenemas-mutación de la porina OprD.,3. Aminoglicósidos-modificación de la ADN girasa.,4. Cefalosporinas-beta-lactamasas.,,3
2020,bir,157. ¿Cuál de las siguientes características de Mycobacterium tuberculosis es FALSA?:,1. Es un bacilo aerobio estricto.,"2. Se tiñe bien con la tinción de Gram, incluidas las esporas.",3. Tiene un crecimiento lento en los medios de cultivo.,"4. La pared tiene muchos lípidos, incluyendo los ácidos micólicos.",,2
2020,bir,158. ¿Cuál de las siguientes afirmaciones sobre la tuberculosis es FALSA?:,1. La tuberculosis pulmonar se transmite de persona a persona por vía aérea.,2. El diagnóstico microbiológico definitivo se basa en el aislamiento e identificación del bacilo tuberculoso.,3. La prueba de la tuberculina (PPD) y/o la producción de interferón-gamma por los linfocitos (IGRA) sirven para conocer si una persona es contagiosa.,4. Es una enfermedad cuyo índice de curación es muy elevado cuando el tratamiento se realiza correctamente.,,3
2020,bir,159. ¿Cuál de las siguientes afirmaciones sobre el género Nocardia es FALSA?:,1. Son bacilos Gram positivos y aerobios.,2. Son bacilos débilmente ácido-alcohol resistentes.,3. El hábitat natural (reservorio primario) es el hombre.,4. El tratamiento de elección es el cotrimoxazol (trimetoprim-sulfametoxazol).,,3
2020,bir,160. ¿Cuál de las siguientes afirmaciones respecto a los micoplasmas es verdadera?:,1. Son ácido-alcohol resistentes.,2. Carecen de pared celular.,3. Son bacterias de crecimiento rápido (menos de 24 horas).,4. El tratamiento de elección son los antibióticos beta-lactámicos.,,2
2020,bir,161. En la enfermedad de Lyme es verdadero que:,1. Está causada por Leptospira interrogans.,2. Es una infección de transmisión sexual.,3. Enfermedad que se localiza en Australia.,4. El diagnóstico microbiológico se basa en la serología.,,4
2020,bir,162. Respecto a Treponema pallidum es FALSO que:,"1. Es una bacteria móvil, visible en microscopía de campo oscuro.",2. No crece en los medios de cultivo artificiales.,3. En el ser humano causa la psitacosis u ornitosis.,4. El tratamiento de elección es la penicilina.,,3
2020,bir,163. Respecto al virus Toscana es FALSO que:,1. Se trasmite por la picadura de un flebotomo del género Phlebotomus spp.,"2. Es un virus neurotrópico, que puede llegar a ser un agente etiológico relevante de meningitis vírica en algunas regiones de España.","3. La detección por PCR, en líquido cefalorraquídeo, es el método de elección para el diagnóstico de infección neurológica.",4. Raramente la serología tiene reacciones cruzadas con otros flebovirus.,,4
2020,bir,164. Indique la asociación correcta entre familia y virus ARN:,1. Virus del sarampión – Paramixovirus.,2. Virus Ébola – Rabdovirus.,3. Virus Marburg – Reovirus.,4. Rotavirus – Filovirus.,,1
2020,bir,165. Respecto a los norovirus es cierto que:,1. Se transmiten principalmente vía sanguínea.,2. Dos días después del período prodrómico aparecen unas lesiones típicas en las membranas mucosas conocidas como manchas de Köplik.,3. No es posible la aplicación de la PCR para la detección del genoma en muestras de heces.,4. Presentan una pequeña cápside cuya morfología permite distinguirlos por microscopía electrónica.,,4
2020,bir,166. Respecto al citomegalovirus humano es cierto que:,"1. Las fuentes de infección en el recién nacido son la transmisión transplacentaria, infección intrauterina y secreciones cervicales.",2. Pertenece a la subfamilia Alphaherpesvirinae.,3. La enfermedad recurrente no es fuente de contagio.,4. La infección sintomática se produce principalmente en inmunocompetentes.,,1
2020,bir,167. ¿Cuál de los siguientes es un marcador de infección aguda por virus de Epstein-Barr?:,1. Antígeno RPR (reagina plasmática rápida).,2. Anticuerpos anti-nucleares (anti-EBNA).,3. Antígeno Australia.,4. Anticuerpos heterófilos.,,4
2020,bir,168. La panencefalitis esclerosante subaguda es una complicación tardía de la infección producida por:,1. Gripe.,2. Sarampión.,3. Rubeola.,4. Citomegalovirus.,,2
2020,bir,169. ¿Cuál de los siguientes virus es un agente defectivo que necesita de otro virus para su replicación?:,1. Virus de la hepatitis A.,2. Virus de la hepatitis B.,3. Virus de la hepatitis C.,4. Virus de la hepatitis D.,,4
2020,bir,"170. Dentro de los grupos en los que se divide el virus de la inmunodeficiencia humana tipo 1 (VIH-1), el que produce la mayor parte de las infecciones y principal responsable de la pandemia es:",1. VIH-1 Grupo M.,2. VIH-1 Grupo N.,3. VIH-1 Grupo P.,4. VIH-1 Grupo O.,,1
2020,bir,"171. En un individuo infectado por el virus de la inmunodeficiencia humana tipo 1 (VIH-1), ¿Cuál es el primer marcador detectable en sangre?:",1. Anticuerpos de la clase IgM.,2. Anticuerpos de la clase IgG.,3. Antígeno p24.,4. ARN vírico.,,4
2020,bir,"172. En la evolución de la infección por el virus de la inmunodeficiencia humana tipo 1 (VIH-1), ¿cuál es el nivel de linfocitos T CD4+ en sangre que marca la aparición de la inmunodeficiencia?:",1. 200 CD4+/µL.,2. 350 CD4+/ µL.,3. 500 CD4+/ µL.,4. 1000 CD4+/ µL.,,1
2020,bir,"173. ¿Qué patógeno sospecharía en un paciente que presenta un cuadro de disentería con sangre y moco, y fiebre alta a la vuelta de su viaje a India?:",1. Entamoeba coli.,2. Entamoeba hartmanni.,3. Entamoeba histolytica.,4. Entamoeba dispar.,,3
2020,bir,174. ¿Cuál es el único protozoo ciliado patógeno para el humano?:,1. Balantidium coli.,2. Chilomastix mesnili.,3. Enteromonas hominis.,4. Trichomonas hominis.,,1
2020,bir,175. ¿Cuál de las siguientes NO es una vía de trasmisión de la tripanosomiasis americana o enfermedad de Chagas?:,1. Congénita.,2. Oral.,3. Por aerosoles.,4. Vectorial.,,3
2020,bir,176. ¿En qué muestras NO se suelen encontrar huevos o larvas de Ascaris?:,1. Esputo.,2. Aspirado gástrico.,3. Orina.,4. Heces.,,3
2020,bir,177. La onda T del electrocardiograma corresponde a:,1. La despolarización de las aurículas.,2. La despolarización de los ventrículos.,3. La repolarización de las aurículas.,4. La repolarización de los ventrículos.,,4
2020,bir,178. El término haustras o “batido haustral” se refiere a:,1. Una patología asociada con la pérdida de grasas en heces.,2. Un reflejo gastroileal que intensifica el peristaltismo en el íleon.,3. El grado de contracción del esfínter o válvula ileocecal.,4. Contracciones de segmentación del intestino grueso.,,4
2020,bir,179. El órgano tendinoso de Golgi está diseñado para informar de:,1. El tamaño del músculo en cada momento.,2. El ángulo que forman los huesos.,3. La velocidad de los cambios de posición del cuerpo.,4. La tensión que genera un músculo al contraerse.,,4
2020,bir,180. Respecto a la electroporación de bacterias para su uso en clonación génica:,"1. Requiere el uso de una corriente eléctrica para crear poros transitorios en la pared bacteriana que se cierran al cortar la corriente, atrapando el plásmido de ADN en el interior.",2. Con la electroporación se consiguen eficiencias inferiores a las conseguidas por transformación química.,"3. Se realiza a 42ºC, para disminuir el daño potencial al ADN.",4. Es un método más eficiente y barato que la transformación química.,,1
2020,bir,181. ¿Qué proteína forma parte del complejo TCR?:,1. CD3.,2. CD19.,3. CD4.,4. CD8.,,1
2020,bir,"182. La variable edad es recogida en un cuestionario de la siguiente manera: <20, [20-50], >50. ¿Qué tipo de variable es?:",1. Cuantitativa discreta.,2. Cuantitativa continua.,3. Cualitativa ordinal.,4. Cualitativa politómica nominal.,,3
2020,bir,183. Un transposón es:,1. Un fragmento proteico.,2. Un fragmento de ADN móvil.,3. Una enzima muy específica del metabolismo proteico.,4. Una chaperona.,,2
2020,bir,184. La frase que NO es correcta es:,"1. El dogma central de la biología molecular, tal y como fue postulado en principio por Crick, propone que solo el ADN es transcrito en ARN, y que solo el ARN es traducido a proteína.","2. El dogma central de la biología molecular ha sido sobrepasado por la realidad, tal y como conocemos ahora: por ejemplo, hay virus que pueden sintetizar ADN a partir de ARN.","3. La replicación del ADN, en eucariotas, se produce durante la metafase, antes de que se compacten los cromosomas.",4. La duplicación del ADN es semiconservativa.,,3
2020,bir,185. Señale la asociación INCORRECTA:,1. Escarlatina-Streptococcus pyogenes.,2. Sepsis neonatal-Streptococcus agalactiae.,3. Síndrome del shock tóxico- Enterococcus faecalis.,4. Endocarditis- Enterococcus spp.,,3
