Question,Option_1,Option_2,Option_3,Option_4,RC,year
120. Una niña nacida con el Síndrome de Angelman tiene una deleción del gen AS (UBE3A). ¿De qué parental puede principalmente heredar la deleción?:,1. De la madre.,2. Del padre.,3. Puede haberla heredado de cualquiera de los dos.,4. De ninguno de los dos.,1,2024
121. La herencia de una de las siguientes enfermedades es autosómica    recesiva:,1. Síndrome de Rett.,2. Enfermedad de Tay-Sachs.,3. Retinoblastoma.,4. Corea de Huntington.,2,2024
122. ¿Qué enfermedad con herencia autosómica dominante es causada por una mutación o duplicación del gen PMP22?:,1. Distrofia muscular de Duchenne.,2. Enfermedad de Crohn.,3. Fibrosis quística.,4. Enfermedad de Charcot-Marie-Tooth tipo1A.,4,2024
123. ¿Cuál de los siguientes síndromes de tumor hereditario se asocia con mutaciones del gen PTEN?:,1. Poliposis adenomatosa familiar (PAF).,2. Mama/ovario familiar.,3. Li-Fraumeni.,4. Cowden.,4,2024
124. El mecanismo más frecuente que induce la activación del protooncogen BCL2 en el linfoma folicular es:,1. Mutación puntual.,2. Amplificación génica.,3. Inversión.,4. Translocación.,4,2024
"125. Un aumento de los niveles de 2,3 bisfosfoglicerato:",1. Disminuiría la afinidad de la hemoglobina por el O2.,2. Disminuiría la afinidad de la hemoglobina y de la mioglobina por el O2.,3. Disminuiría la liberación de O2 de la hemoglobina en los capilares de los tejidos.,4. Estabilizaría la estructura cuaternaria de la oxihemoglobina.,1,2024
126. En relación con el colágeno podemos afirmar que:,1. Tiene alto contenido en glicina lo que favorece su estructura secundaria mayoritaria de hélice-alfa.,2. Para la acción de la prolina hidrolasa se requiere vitamina C.,3. Se caracteriza por carecer del aminoácido prolina en su composición.,4. Hay formación de enlaces cruzados entre lisinas de moléculas de tropocolágeno cercanas.,4,2024
"127. Se aísla un enzima de cuatro bacterias diferentes, los cuatro catalizan la misma reacción, pero muestran diferentes valores de Km, ¿cuál tendrá mayor afinidad para el sustrato?:","1. El que tiene una Km de 0,15 mM.",2. El que tiene una Km de 150 mM.,3. El que tiene una Km de 15000 pM.,"4. El que tiene una Km de 1,5 nM.",4,2024
128. La transformación de piruvato en lactato:,1. Reduce el piruvato  con un aporte de electrones procedente del NADH.,2. Promueve el consumo de glucosa en situación de aerobiosis.,3. Es esencial para la reoxidación del coenzima NADPH.,4. Oxida el piruvato a lactato en situación de anaerobiosis.,1,2024
129. ¿Cuál es la función de la movilización del glucógeno hepático?:,1. Proporcionar la gran energía requerida por el tejido hepático en situación de ayuno.,2. Exportar la glucosa a otros tejidos cuando disminuyen los niveles sanguíneos.,3. Exportar la glucosa a otros tejidos cuando se produce un aumento en los niveles de insulina sanguíneos.,4. Utilización de la glucosa 6 -P en diferentes rutas metabólicas.,2,2024
130. La lipoproteínalipasa o LPL:,1. Participa en l a degradación de los triglicéridos almacenados intracelularmente para proporcionar ácidos grasos como combustible energético.,"2. Se expresa mayoritariamente en el hígado, donde constituye la principal vía de captación de ácidos grasos.",3. Hidroliza los trigliceroles de las lipoproteínas que contengan apoC-II.,"4. Cataliza la entrada, por endocitosis, de los quilomicrones y VLDL en el tejido adiposo.",3,2024
"131. La molécula de carnitina es necesaria para el organismo, ya que:",1. Es necesaria para la transferencia de ácidos grasos de cadena larga hacia el interior de la mitocondria.,2. Interviene en la síntesis de ácidos grasos.,3. Es necesaria para la β -oxidación al ser un cofactor de la acil -CoA deshidrogenasa.,"4. Interviene en la salida de acetil-CoA de la mitocondria, siendo por ello imprescindible para la síntesis de ácidos grasos.",1,2024
132. Los cuerpos cetónicos se sintetizan:,1. En el tejido hepático y el tejido adiposo cuando se acumula acetil -CoA y se exportan en forma de β-hidroxibutirato.,2. En el tejido hepático y el tejido adiposo cuando se acumula acetil -CoA y se exportan en forma de acetoacetil-CoA.,3. En el tejido hepático en situación de ayuno prolongado a partir del acetil-CoA.,4. En el tejido hepático y constituyen el principal combustible metabólico de los eritrocitos en situación de ayuno prolongado.,3,2024
133. ¿Cuál es la vitamina cuya deficiencia causa el escorbuto?:,1. Vitamina A.,2. Vitamina C.,3. Vitamina D.,4. Vitamina E.,2,2024
134. ¿Qué enfermedad se produce por una acumulación de esfingomielina en el cerebro como consecuencia de un defecto genético en la enzima esfingomielinasa?:,1. La enfermedad de Niemann-Pick.,2. La enfermedad de Fabry.,3. La enfermedad Tay-Sachs.,4. La enfermedad de Sandhoff.,1,2024
135. ¿Cuál es la enzima que cataliza la transformación de glutatión oxidado en glutatión reducido?:,1. Catalasa.,2. Glutatión peroxidasa.,3. Glutatión reductasa.,4. Superóxido dismutasa.,3,2024
136. ¿Qué aminoácido transporta amoniaco desde los músculos esqueléticos al hígado?:,1. Glicina.,2. Leucina.,3. Alanina.,4. Glutamato.,3,2024
137. 1. ¿Qué marcadores bioquímicos de inflamación/infección son recomendados para el diagnóstico de sepsis?:,1. Proteína C reactiva (PCR) y haptoglobina.,2. Procalcitonina (PCT) y calprotectina.,3. Procalcitonina (PCT) y proteína C reactiva (PCR).,4. Haptoglobina y calprotectina.,3,2024
138. Señale la respuesta CORRECTA. El amonio y el perfil de aminoácidos en plasma son marcadores biológicos empleados en la práctica clínica para el diagnóstico bioquímico de una de las siguientes enfermedades metabólicas:,1. Mucopolisacaridosis tipo I.,2. Deficiencia de ornitina transcarbamilasa (OTC).,3. Glucogenosis tipo V.,4. Gangliosidosis GM2.,2,2024
139. Respecto a la enfermedad de la orina con olor a jarabe de arce señale la repuesta CORRECTA:,"1. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de cistina, prolina y leucina.","2. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de los aminoácidos ramificados (leucina, isoleucina y valina).",3. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de lisina y triptófano.,"4. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de lisina, triptófano y valina.",2,2024
"140. La hemólisis, la ictericia y la lipemia son las interferencias analíticas endógenas más frecuentes en la práctica clínica. Una de las siguientes afirmaciones al respecto es CIERTA:",1. Los únicos dos mecanismos de interferencia debidos a la hemólisis son la interferencia espectrofotométrica y la interferencia química.,"2. En muestras hemolizadas , parámetros analíticos como la aspartato aminotransferasa (AST), la lactato deshidrogenasa (LDH) y el potasio están disminuidos.","3. La ictericia es una interferencia analítica condicionada por un estado patológico del propio paciente y, por tanto, es inevitable.",4. La ultracentrifuga ción (100.000 x g –2.000.000 x g) es una metodo logía ineficaz para separar las diversas lipoproteínas contenidas en la muestra y eliminar la interferencia por lipemia.,3,2024
"141. De las siguientes lipoproteínas, ¿Cuáles son las que contienen una mayor proporción de triglicéridos en su composición química?:",1. Quilomicrones y VLDL.,2. VLDL y LDL.,3. Quilomicrones y HDL.,4. Quilomicrones y LDL.,1,2024
142. El proteinograma plasmático de un paciente con cirrosis hepática se caracteriza por:,1. Aumento de albúmina y disminución de la fracción gamma.,2. Disminución de albúmina y de la fracción gamma.,3. Disminución de albúmina y aumento de la fracción gamma.,4. Aumento de albúmina y de la fracción gamma.,3,2024
"143. El paciente con hipotiroidismo primario compensado o subclínico, sin tratamiento sustitutivo, presenta en sangre:",1. Tirotropina (TSH) y tiroxina (T4) aumentadas.,2. TSH dentro de los valores de referencia y T4 ligeramente disminuida.,3. TSH y T4 ligeramente disminuidas.,4. TSH aumentada y T4 dentro de los valores de referencia.,4,2024
144. Los cristales con forma hexagonal observados al microscopio óptico en una muestra de orina reciente son de:,1. Leucina.,2. Tirosina.,3. Cistina.,4. Colesterol.,3,2024
145. La prueba bioquímica con una mayor precisión para el diagnóstico de ascitis secundaria a hipertensión portal es:,1. El gradiente de la concentración de albúmina en suero-líquido ascítico.,2. La cuantificación de proteínas totales en líquido ascítico.,3. El cociente de la concentración de lactato deshidrogenasa en líquido ascítico/suero.,4. La cuantificación de lactato deshidrogenasa en líquido ascítico.,1,2024
"146. En la práctica clínica habitual en hematología, el anticoagulante de elección que mejor conserva la morfología celular para realizar los hemogramas es:",1. El fluoruro.,2. El ácido etilenodiaminatetraacético (EDTA).,3. El citrato.,4. La heparina.,2,2024
147. La hormona luteinizante (LH) estimula la secreción de testosterona en:,1. La teca.,2. La médula adrenal.,3. Las células de Leydig.,4. Las células de Sertoli.,3,2024
"148. En la enfermedad de Cushing, el aumento de la secreción de cortisol por la corteza suprarrenal es secundario al aumento de la secreción de:",1. El propio cortisol por un mecanismo de retroalimentación positiva.,2. Hormona luteinizante (LH).,3. Hormona adrenocorticotrópica (ACTH).,4. Hormona antidiurética (ADH).,3,2024
149. Cursa con depósitos excesivos de cobre en los tejidos:,1. La enfermedad de Wilson.,2. Enfermedad de Von Gierke o glucogenosis tipo I.,3. Enfermedad de Mcardle o glucogenosis tipo V.,4. Glucogenosis tipo III.,1,2024
150. El marcador más precoz en el infarto agudo de miocardio es:,1. La troponina I.,2. La troponina T.,3. La mioglobina.,4. La isoenzima MB de la creatin -cinasa (CK-MB).,3,2024
151. Respecto a la duplicación del ADN:,1. Todas las copias de ADN parten de una sola cadena molde.,2. Es una duplicación semiconservativa.,"3. La cadena orientada que deja libre una posición 3´para la polimerasa es la proveniente de la madre, y es la cadena molde preferente, solo si hay alguna interrupción en la lectura el organismo reproduce la cadena complementaria.",4. En la mitosis de una célula eucariota las mitocondrias son las primeras en duplicarse.,2,2024
152. El ADN fetal que circula en el plasma de la gestante:,1. Representa todo el ADN plasmático que se extrae de la sangre materna.,"2. Es útil únicamente para trastornos que afecten al cromosoma Y, para evitar confundirlo con el ADN materno.",3. Solo circula ADN fetal en la gestante cuando existe sufrimiento fetal o placentario.,4. Es un porcentaje pequeño respecto al ADN que circula en el plasma materno y se necesitan técnicas de amplificación y diferenciación del ADN fetal respecto al materno para que tenga utilidad diagnóstica.,4,2024
153. ¿Cuál es la respuesta CORRECTA en relación con la acción reguladora de los microRNAs en las células eucariotas?:,1. Se acoplan a regiones del ARN ribosómico inactivando la traducción cuando está sobrepasada la célula.,2. Actúan directamente sobre la región promotora del ADN acoplándose a dicha región e inactivándola.,3. Se sintetizan por células cancerígenas para bloquear los desmosomas en las células vecinas.,4. Regulan la expresión génica por medio de apareamiento de bases con secuencias complementarias en los RNA mensajeros diana.,4,2024
154. ¿Cuál de las siguientes afirmaciones sobre los cebadores o primers usados en la reacción de PCR es FALSA?:,1. Los cebadores deben tener una longitud de entre 15 y 30 nucleótidos.,"2. No deben tener secuencias internas autocomplementarias, porque daría lugar a formación de estructuras secundarias (""rizos"", ""bucles"").",3. No deben ser complementarios entre ellos.,"4. Deben tener, al menos, 16 parejas timina/adenina (TA).",4,2024
"155. En la técnica de PCR, seleccione la opción INCORRECTA con respecto a la ""temperatura de melting"":","1. Es también denominada ""temperatura de fusión"" o ""de desnaturalización"".",2. Es característica de la longitud y de la secuencia de nucleótidos de la cadena de ADN que estemos analizando.,3. Es aquella temperatura a la que se encuentran desnaturalizadas 2/3 de las moléculas de ADN.,"4. Es complementaria a la ""temperatura de annealing"", o de alineamiento.",3,2024
156. ¿Qué es una aneuploidía?:,1. Se usa este término para definir la carga correcta de cromosomas en una especie.,"2. La aparición de uno o más cromosomas adicionales o faltantes que conducen a un complemento cromosómico desequilibrado, o cualquier número de cromosomas que no sea un múltiplo exacto del número haploide.",3. Es un sinónimo de triploidía.,4. Es muy frecuente en humanos (50% de los embarazos a término).,2,2024
157. La hemocromatosis por mutaciones en el gen HFE es un tipo de enfermedad:,1. Autosómica dominante.,2. Autosómica recesiva.,3. Ligada al cromosoma X.,4. La hemocromatosis no es hereditaria,2,2024
158. Una fórmula cromosómica 47XXY indica la presencia de un sujeto:,1. De sexo masculino con síndrome de Klinefelter.,2. De sexo femenino con síndrome de Turner.,3. De sexo masculino con síndrome de Swyer.,4. Es la fórmula cromosómica normal en varones.,1,2024
"159. En la replicación del ADN desde un origen de replicación, la ADN-polimerasa necesita:",1. Un cebador en la hebra continua y un cebador en la hebra discontinua.,2. Un cebador en la hebra continua y un cebador para cada fragmento de Okazaki en la hebra discontinua.,3. La ADN-polimerasa NO necesita cebadores.,4. Varios cebadores en la hebra continua y varios cebadores en la hebra discontinua.,2,2024
160. ¿Qué enzima se encarga de unir los fragmentos cortos de ADN producidos durante la replicación de la cadena retardada del ADN?:,1. Helicasa.,2. Primasa.,3. Ligasa.,4. ADN polimerasa.,3,2024
161. ¿En cuál de los siguientes procesos intervienen ARN pequeños nucleares (ARNsn)?:,1. Procesamiento y modificación química del ARN ribosómico en el nucleolo.,2. Regulación de la expresión génica mediante degradación de ARN mensajeros selectivos.,3. Eliminación de intrones durante el procesamiento del ARN mensajero.,4. Inactivación del cromosoma X en las células femeninas.,3,2024
162. La activación del complejo ciclina B-CDK1:,1. Se produce cuando la célula va a replicar el ADN.,2. Promueve la separación de las cromátidas hermanas.,"3. Se produce por daño en el ADN, bloqueando la progresión del ciclo.",4. Induce la entrada de la célula en mitosis.,4,2024
163. ¿Cuál de los siguientes antimicrobianos actúa a nivel de la membrana plasmática?:,1. Daptomicina.,2. Doxiciclina.,3. Ceftriaxona.,4. Levofloxacino.,1,2024
164. ¿Cuál de los siguientes antimicrobianos no es un beta-lactámico?:,1. Aztreonam.,2. Acido clavulánico.,3. Ertapenem.,4. Levofloxacino.,4,2024
165. En relación a Streptococcus pyogenes  es FALSO que:,1. Suelen ser muy sensibles a penicilina.,2. No es un agente productor de toxinas.,3. Produce cuadros superficiales del tipo impétigo o erisipela.,4. La proteína M de la superficie permite clasificar los aislamientos clínicos en más de 200 genotipos.,2,2024
166. Una de las características de ceftarolina es:,1. Su posología estrictamente oral.,2. Su notable actividad frente a S taphylococcus aureus resistente a meticilina.,3. Su capacidad de inhibir el complejo ribosomal 30S-ARNm.,4. Su notable actividad frente a microorganismos como Pseudomonas aeruginosa.,2,2024
167. ¿Cuál de los siguientes mecanismos NO se asocia a resistencia antibiótica a linezolid?:,1. Alteraciones de las proteínas fijadoras de penicilina (PBPs).,2. Mutaciones en el gen que codifica el23S-ARNr bacteriano.,3. Presencia de una metiltransferasa del23S-ARNr codificada por el gen cfr.,4. Cambios en las proteínas ribosomales L3 y L4.,1,2024
168. Señale la asociación CORRECTA:,1. Chlamydia pneumoniae - colonias rugosas en medio de agar sangre.,2. Listeria monocytogenes - productor de beta-hemólisis en medio de agar sangre.,3. Bacillus cereus - agente causal del carbunco.,4. Mycoplasma genitalium - agente causal del linfogranuloma venéreo.,2,2024
169. Señale la respuesta INCORRECTA respecto a los microorganismos del género Chlamydia:,1. Chlamydia trachomatis es un agente causal de enfermedad inflamatoria pélvica.,2. Chlamydia trachomatis es el agente causal del tracoma.,3. Chlamydia psittaci es una causa frecuente de infecciones de transmisión sexual.,4. Los microorganismos de este género son bacterias intracelulares obligadas.,3,2024
170. Señale la asociación INCORRECTA respecto a los microorganismos del género Corynebacterium:,1. Corynebacterium striatum- zoonosis.,2. Corynebacterium urealyticum - infección urinaria.,3. Corynebacterium minutissimum - eritrasma.,4. Corynebacterium jeikeium - resistencia a múltiples antibióticos.,1,2024
171. Señale la asociación INCORRECTA:,1. Streptococcus mitis- endocarditis.,2. Streptococcus agalactiae- faringitis.,3. Streptococcus pneumoniae- meningitis.,4. Streptococcus pyogenes - fascitis necrosante.,2,2024
172. ¿Cuál es el tratamiento de elección de la uretritis gonocócica?:,1. Vancomicina.,2. Ceftriaxona.,3. Penicilina.,4. Trimetoprim-Sulfametoxazol.,2,2024
173. El diagnóstico de una infección respiratoria por Haemophilus influenzae  se realiza mediante:,1. Tinción de Gram y cultivo de muestra respiratoria.,2. Detección del antígeno capsular en orina.,3. Inmunofluorescencia indirecta de muestra respiratoria.,4. Detección de anticuerpos en sangre,1,2024
"174. Respecto a las infecciones por Legionella pneumophila, una de las siguientes afirmaciones es FALSA:",1. Se asocian a la inhalación de aerosoles de reservorios húmedos contaminados.,2. Ocurren principalmente en niños pequeños.,3. Su diagnóstico puede realizarse mediante detección de antígeno en orina.,4. Hay casos con poca afectación clínica.,2,2024
"175. Respecto a Francisella tularensis, ¿cuál de las siguientes es FALSA?:",1. Es un cocobacilo Gram-negativo.,2. Entre sus reservorios se encuentran los pequeños roedores.,3. No hay casos autóctonos en España.,4. Es un patógeno intracelular.,3,2024
"176. En la actualidad, ¿cuál de las siguientes NO es una infección prevenible mediante vacunación?:",1. Hepatitis por el virus de la hepatitis C.,2. Meningitis por Neisseria meningitidis.,3. Neumonía por Streptococcus pneumoniae.,4. Tos ferina (Bordetella pertussis).,1,2024
"177. Respecto a la brucelosis, ¿cuál de las siguientes es FALSA?:",1. No requiere tratamiento antibiótico.,2. Para su diagnóstico se puede usar la aglutinación en porta del Rosa de Bengala.,3. Puede transmitirse a partir de productos lácteos no pasteurizados.,4. Brucella melitensis  es una bacteria cultivable en el laboratorio.,1,2024
178. Respecto a las infecciones entéricas causadas por Campylobacter jejuni es CIERTO que:,1. Son zoonosis con reservorio exclusivo en ganado bovino o vacuno.,2. Se asocian a la inhalación de aerosoles contaminados.,3. Se recomienda tratamiento antibiótico en todos los casos.,4. Son causa frecuente de diarrea en población infantil.,4,2024
179. Una de las siguientes asociaciones entre especies de Yersinia y patología producida es FALSA:,1. Yersinia pestis – peste.,2. Yersinia tuberculosis – tuberculosis.,3. Yersinia enterocolitica – enteritis.,4. Yersinia pseudotuberculosis - adenitis mesentérica.,2,2024
180. La fiebre tifoidea:,1. Está causada por Rickettsia typhi.,2. Es una zoonosis.,3. Una pequeña proporción de las personas infectadas se convierten en portadores crónicos.,4. El microorganismo causante se acantona característicamente en la médula ósea.,3,2024
181. Una de las siguientes características de Stenotrophomonas maltophilia es FALSA:,1. Suele ser sensible al cotrimoxazol.,2. Es positiva para la prueba de la oxidasa.,3. Suele ser resistente a múltiples antibióticos.,4. Es una de las causas frecuentes de neumonía en unidades de cuidados intensivos.,2,2024
182. Entre las enterobacterias causantes de gastroenteritis en el viajero se encuentra:,1. Enterobacter cloacae.,2. Escherichia coli.,3. Enterococcus faecalis.,4. Giardia lamblia.,2,2024
183. ¿Cuál es el principal factor de virulencia de Cryptococcus neoformans  que protege al hongo de la respuesta inmunitaria del huésped?:,1. La capacidad de crecer a 30ºC.,2. La producción de ergosterol.,3. La producción de una gruesa cápsula de polisacárido.,4. La producción de catalasa.,3,2024
184. ¿Cuál de las siguientes especies de Mycobacterium NO crece a 35-37ºC?:,1. M. tuberculosis complex.,2. M. scrofulaceum.,3. M. kansasii.,4. M. ulcerans.,4,2024
185. ¿Cuál es el método más común actualmente para diagnosticar la leptospirosis en la práctica clínica?:,1. Cultivo en un medio rico en albúmina y hemoglobina.,2. Detección de anticuerpos mediante pruebas serológicas.,3. Secuenciación masiva.,4. Microscopía de campo oscuro.,2,2024
186. ¿Cómo se reproducen asexualmente los hongos que pertenecen al orden Mucorales?:,1. Por la formación de esporangiosporas.,2. Mediante gemación.,3. Por fisión binaria.,4. Por fragmentación de hifas.,1,2024
187. ¿Cuál de los siguientes hongos no produce microconidias?:,1. Trichophyton mentagrophytes.,2. Microsporum canis.,3. Trichophyton verrucosum.,4. Epidermophyton floccosum.,4,2024
188. ¿Cuál es el mecanismo de acción de los análogos de nucleósidos/nucleótidos en el tratamiento antiviral?:,1. Bloquean la salida del virus de la célula infectada.,2. Inhiben la actividad de la proteasa viral.,3. Bloquean la síntesis del ácido nucleico y la replicación del virus.,4. Bloquean la unión del virus a la célula huésped.,3,2024
189. ¿Qué células son el lugar de latencia más frecuente del virus de Epstein-Barr (VEB)?:,1. Células T.,2. Células epiteliales.,3. Linfocitos B.,4. Hepatocitos.,3,2024
190. ¿Cuál es la característica principal del estado de latencia en los herpesvirus?:,1. El virus replica activamente sin causar síntomas.,2. El virus induce la apoptosis de las células infectadas.,3. El virus se integra en el ADN del huésped como un provirus.,"4. El genoma viral permanece en el núcleo de las células del huésped, pero no integrado al ADN celular.",4,2024
"191. ¿Cuál de los siguientes enterovirus se asocia comúnmente a brotes de enfermedad de manos, pies y boca?:",1. Enterovirus D68.,2. Coxsackievirus A.,3. Poliovirus.,4. Echovirus 11.,2,2024
192. ¿Cuál de las siguientes descripciones sobre la estructura de un virión de Poliovirus es CORRECTA?:,1. Virus no envuelto con ARN monocatenario de polaridad positiva.,2. Virus envuelto con ARN monocatenario de polaridad negativa.,3. Virus envuelto con ADN bicatenario lineal.,4. Virus no envuelto con ADN monocatenario circular.,1,2024
"193. ¿Cuál es el principal mecanismo de acción de los inhibidores de la neuraminidasa, como oseltamivir y zanamivir, en el tratamiento del virus de la gripe?:",1. Bloquean la entrada del virus en la célula huésped.,2. Inhiben la liberación de nuevas partículas virales de las células infectadas.,3. Interfieren en la síntesis del ARN viral.,4. Inhiben la replicación del ADN viral.,2,2024
194. ¿Qué proteínas virales están principalmente implicadas en la deriva antigénica de los virus de la gripe A?:,1. Proteínas de matriz M1 y M2.,2. Hemaglutinina (HA) y neuraminidasa (NA).,"3. Proteínas subunidades de la polimerasa (PB1, PB2 y PA).",4. Proteína no estructural (NS1).,2,2024
195. El diagnóstico de la hepatitis A se lleva a cabo habitualmente mediante:,1. Detección de IgMs  específica en suero/plasma mediante pruebas de enzimo(quimio) inmunoanálisis.,2. Detección del antígeno de cápside en las heces mediante pruebas de enzimo(quimio) inmunoanálisis.,3. Detección de ARN viral en las heces mediante PCR en tiempo real.,4. Detección de ARN viral en suero/plasma mediante PCR en tiempo real.,1,2024
196. ¿Cuál de los siguientes virus utiliza una transcriptasa inversa para replicar su genoma?:,1. Virus de la hepatitis C.,2. Virus de la hepatitis B.,3. Virus de la hepatitis E.,4. Virus de la hepatitis delta.,2,2024
197. Indique la diana molecular del fármaco antirretroviral maraviroc:,1. Transcriptasa inversa.,2. Integrasa.,3. Proteasa.,4. Correceptor CCR5.,4,2024
198. ¿Qué ameba es indistinguible morfológicamente de la Entamoeba dispar?:,1. Entamoeba histolytica.,2. Entamoeba hartmanni.,3. Entamoeba moshkovskii.,4. Entamoeba coli.,0,2024
199. ¿Qué forma de trasmisión de la tripanosomiasis americana o enfermedad de Chagas puede darse en una zona no endémica?:,1. Por triatominos.,2. Por Anopheles.,3. Por garrapatas.,4. Vertical.,4,2024
"200. La infección cerebral humana por Toxoplasma puede tener una presentación clínica característica, con sintomatología compatible con:",1. Coriorretinitis no pigmentaria.,2. Microcefalia.,"3. Lesión ocupante de espacio, con anillo de contraste en pruebas de imagen.",4. Hidrocefalia.,0,2024
201. El neurotransmisor que liberan las neuronas simpáticas postganglionares:,1. Es siempre acetilcolina independientemente del tipo de célula diana.,2. Es siempre noradrenalina independientemente del tipo de célula diana.,"3. Generalmente es acetilcolina, aunque hay excepciones como las glándulas sudoríparas que están inervadas por neuronas simpáticas que liberan noradrenalina.","4. Generalmente es noradrenalina, aunque hay excepciones como las glándulas sudoríparas que están inervadas por neuronas simpáticas que liberan acetilcolina.",4,2024
202. Los canales de Na+ pueden bloquearse selectivamente con:,1. Trietilamonio.,2. Benzodiazepinas.,3. Verapamilo.,4. Lidocaína.,0,2024
203. El epitelio pseudoestratificado columnar se caracteriza por:,1. Todas las células contactan con la lámina basal.,"2. No apoya en una lámina basal ya que no se observa siempre, solo cuando es necesaria para su función.","3. Mostrar varias capas celulares, todas planas.",4. Todas las células llegan a la superficie apical.,1,2024
204. De los siguientes componentes del complemento ¿cuál puede actuar como  opsonina?:,1. C2.,2. C4b.,3. C7.,4. Factor B.,2,2024
205. ¿Cuál de estos receptores se expresa en la superficie de los linfocitos B?:,1. TCR.,2. BCR.,3. CD8.,4. KIR.,2,2024
206. La ARN polimerasa III transcribe:,1. ARN mensajero.,2. ARN de transferencia.,3. Todos los ARN ribosómicos.,4. Micro ARN.,0,2024
207. ¿Cuál de los siguientes procesos tiene lugar después de la liberación del citocromo c del espacio intermembrana de la mitocondria?:,1. Las proteínas proapoptóticas Bax y Bak forman poros en la membrana externa mitocondrial.,2. Inhibición de la unión de Apaf-1 a las caspasas.,3. Activación de las caspasas mediante fosforilación por la proteína Bcl-2.,4. Activación de las caspasas mediante la formación del apoptosoma.,4,2024
208. ¿Qué gen supresor de tumores se relaciona con la poliposis adenomatosa familiar del colon?:,1. RB1.,2. EGFR.,3. BRAF.,4. APC.,4,2024
209. ¿Cuál es la función principal de las glicoproteínas virales en la envoltura de un virus?:,1. Facilitar la entrada del virus en la célula huésped por fusión con la membrana celular.,2. Permitir el reconocimiento del sistema inmunitario del huésped.,3. Formar la cápside que protege el genoma viral.,4. Proporcionar rigidez estructural al virión.,1,2024
210. Respecto a Vibrio cholera es FALSO que:,1. Es un bacilo Gram -negativo móvil con forma curvada.,2. Produce patología mediante la invasión del tejido entérico.,3. Su mecanismo de transmisión es fecal oral.,4. Puede dar lugar a brotes y epidemias.,2,2024
