Question,Option_1,Option_2,Option_3,Option_4,RC,year
118. ¿Qué valor numérico alcanza la heredabilidad (h2) en una población donde toda la varianza de un carácter cuantitativo es ambiental y NO genética?:,1. Menos uno (-1).,2. Uno (1).,3. Infinita.,4. Cero (0).,4,2021
119. Los nucleosomas están formados por:,1. Dos dímeros de histonas H2A-H2B y dos dímeros de histonas H3-H4.,2. Tres dímeros de histonas H2A-H2B y un tetrámero de histonas H3-H4.,3. Un dímero de histonas H2A-H2B y un dímero de histonas H3-H4.,4. Dos dímeros de histonas H2A-H2B y un dímero de histonas H3-H4.,1,2021
"120. Para introducir un gen en una célula objetivo, existen diferentes métodos de entrega, físicos y químicos. En las descri pciones indicadas a continuación, señala cuál es un método químico:","1. En la entrega hidrodinámica, el aumento de la presión hidrostática ampliará los poros celulares permitiendo la entrega.","2. La electroporación y nu cleofección se basan en el uso de un pulso eléctrico para abrir poros transitorios en la membrana celular y la membrana nuclear, respectivamente.",3. La microinyección con una aguja es un método aplicado a células de tamaño normal.,"4. Los sistemas de entrega basados en lípidos están muy generalizados, e incluyen diferentes tipos de partículas.",4,2021
"121. Para poder extraer el ADN genómico de un tejido específico, todo s los métodos incluyen unas etapas básicas. En este contexto, ¿cuál de los enunciados a continuación NO es correcto?:","1. La primera etapa consiste  en la lisis celular, que implica la ruptura de la membrana celular para liberar los componentes celulares.","2. Durante la extracción del ADN no es necesario inactivar las nucleasas intracelulares, puesto que el ADN está protegido en el interior del núcleo.","3. Tras la lisis celular, hay que proceder a la separación del ADN del resto de los componentes celulares.",4. El último paso consiste en la purificación y concentración de ácidos nucleicos.,2,2021
122. Las repeticiones cortas en tándem de 10 a 100 nucleótidos a lo largo del genoma eucariota se conocen como:,1. Marco abierto de lectura (Open Reading Frame).,2. Variable Number of Tandem Repeats (VNTRs).,3. Long Interspersed Element (LINES).,4. Short Interspersed Element (SINES).,2,2021
123. La metafase es una part e de la mitosis en la que se:,1. Da el intervalo entre dos divisiones.,2. Sintetiza el ADN.,3. Descompone la envoltura nuclear.,4. Disponen los centrómeros en la placa metafásica.,4,2021
124. La translocación t(11;22)(q24;q12) se asocia a:,1. Sarcoma de Ewing.,2. Tumor de Wilms.,3. Retinoblastoma.,4. Neuroblastoma.,1,2021
"125. En un diagrama de cajas (“Box-plot” o “Boxand-Whisker plot”) que usamos para describir un conjunto de valores cuantitativos, los valores que delimitan la caja central son:",1. La mediana y el cuartil 95%.,2. Los límites del intervalo de confianza para la media al 95%.,3. La media más/menos el rango intercuartílico.,4. El primer y tercer cuartil.,4,2021
"126. Como resultado de un contraste de hipótesis para testear la hipótesis nula H0, se obtiene un p-valor (o valor P) de 0.025. Por tanto:",1. Se acepta H 0 al nivel de significación 0.05 y se rechaza al 0.01.,2. Se rechaza H 0 a los niveles de significación0.05 y 0.01.,3. Se rechaza H0 al nivel de significación 0.05 y se acepta al 0.01.,4. Se acepta H 0 a los niveles de significación0.05 y 0.01.,3,2021
127. El gráfico adecuado para representar las frecuencias de una variable cuantitativa continua que hemos agrupado en intervalos de distinta longitud es:,1. Un diagrama de barras.,2. Un gráfico de tarta.,3. Un histograma.,4. Un diagrama de cajas (“Box-plot”).,3,2021
"128. Para averiguar si un tratamiento es efectivo se han tomado datos cuantitativos de un conjunto de individuos antes y después de aplicar dicho tratamiento. Asumiendo un tamaño muestral suficientemente grande, el test apropiado que debemos aplicar es:",1. Test t para diferencia de medias con varianzas desconocidas pero iguales.,2. Test t para diferencia de medias con varianzas desconocidas y diferentes.,3. Test t para muestras apareadas.,4. Test de Shapiro-Wilk.,3,2021
"129. Se ha construido una tabla de contingencia 2x3 cruzando la variable Vac unación (Si/No) con la gravedad de una dolencia (Asintomática, Leve, Grave). Para determinar si  hay falta de asociación (u homogeneidad) entre ambas variables se emplea:",1. El test ji(chi)-cuadrado con 2 grados de libertad.,2. El test ji(chi)-cuadrado con 4 grados de libertad.,3. El test de la F con 2 y 3 grados de libertad.,4. El test de Wilcoxon de suma de rangos con su aproximación normal.,1,2021
130.  En relación con la inactivación del cromosoma X en mujeres es FALSO que:,"1. El patrón de inactivación del cromosoma X ocurre al azar, entre el cromosoma X materno o paterno, a lo largo del desarrollo embrionario y se fija pocos días antes del nacimiento.",2. El cromosoma X inactivado es silenciado por un “long non coding (lnc)” ARN.,3. Un gen crítico para la inactivación del cromosoma X es el gen XIST.,4. El gen XIST se expresa en el cromosoma X que va a ser inactivado.,1,2021
131. La subunidad alfa de la tirotropina (TSH) es útil en el diagnóstico de:,1. Hipertiroidismo.,2. Hipotiroidismo.,3. Tumores hipofisarios.,4. Hipotiroidismo subclínico.,3,2021
"132.  En la neoplasia endocrina múltiple tipo 1 (MEN1), se considera un rasgo característico la existencia de:",1. Neuroblastoma.,2. Feocromocitoma.,3. Acromegalia.,4. Hipoparatiroidismo.,0,2021
133.  Es característico de la nefropatía diabética:,1. Un incremento en la excreción de albumina (> 30 mg/día).,2. Una disminución de los niveles de hemoglobina glicosilada (<6%).,"3. Un incremento del filtr ado glomerular (>120 mL/min/1,73 m2).",4. Un descenso en los niveles de colesterol LDL circulante (< 80mg/dL).,1,2021
134. La principal apolipoproteína presente en las partículas de colesterol-LDL es la:,1. 1 C.,2. 2 E.,3. B-48.,4. B-100.,4,2021
"135. Según su movilidad electroforética en suero, las partículas de colesterol-HDL migran en la fracción:",1. Pre-Beta.,2. Alfa.,3. Beta.,4. Origen.,2,2021
136.  El poder reductor de la síntesis de ácidos grasos lo aporta:,1. Nicotinamida-adenina-dinucleótido fosfato (NADP+).,2. Nicotinamida-adenina-dinucleótido (NAD+).,3. Flavina-adenina-dinucleótido (FAD).,4. Flavina-mononucleótido (FAM).,1,2021
137. La alfa-amilasa humana:,1. Se sintetiza únicamente en el páncreas y glándulas salivares.,2. Es una metaloenzima que requiere iones calcio.,3. Tiene una vida media de varios días en sangre.,4. No aparece en el filtrado glomerular.,0,2021
138. Uno de los siguientes marcadores NO es de formación ósea:,1. Osteocalcina.,2. Isoenzima ósea de la fosfatasa alcalina.,3. Propéptido carboxiterminal del procolágeno I (PICP).,4. Fosfatasa ácida tartrato resistente (FATR).,4,2021
139. Un marcador tumoral sérico de cáncer de tiroides es:,1. Antígeno carcinoembrionario.,2. Tiroglobulina.,3. Tirotropina.,4. Tiroxina.,2,2021
140. La causa más frecuen te de hiperbilirrubinemia no conjugada es:,1. Síndrome de Gilbert.,2. Ictericia neonatal.,3. Hepatopatía crónica.,4. Hemólisis de cualquier etiología.,2,2021
141. Se define la epigenética como:,1. Todas las variantes nucleotídicas adquiridas por un individuo después del nacimiento.,"2. Todas las vías moleculares que afectan la regulación de los genes, por modificaciones heredables o no, que no cambian la secuencia de ADN.",3. Todos los mecanismos moleculares que afectan a las histonas o a la estructura de la cromatina.,4. Son los procesos de metilación del ADN tras la diferenciación celular.,2,2021
142. Respecto al concepto  de enfermedad autosómica recesiva hereditaria:,"1. El individuo hereda dos alelos anormales en un locus genético dado, al recibir un alelo mutante de cada progenitor portador; el gen causante de la enfermedad está en uno de los autosomas y no en los cromosomas sexuales.","2. El individuo hereda dos alelos anormales en un locus genético dado, al recibir un alelo mutante de cada progenitor portador; el gen causante de la enfermedad está en uno de los cromosomas sexuales.","3. Es una enfermedad que, al ser recesiva, permanece oculta en el genoma y se transmite sólo a los nietos.",4. Es una enfermedad que afecta a los cromosomas por una meiosis aberrante durante la formación del ovocito o el espermatozoide.,1,2021
143. El ADN fetal que circu la en el plasma de la gestante:,1. Representa todo el ADN plasmático que se extrae de la sangre materna.,2. Sólo circula ADN fetal en la gestante cuando existe sufrimiento fetal o placentario.,"3. Su estudio es útil únicamente en trastornos que afecten al cromosoma Y, para evitar confundirlo con el ADN materno.",4. Es un porcentaje pequeño respecto al ADN que circula en el plasma materno.,4,2021
144.  Respecto al diagnóstico prenatal no invasivo del gen RHD fetal en plasma de una gestante con antígeno RhD negativo:,"1. No se puede realizar, dado que la madre con RhD negativo no ha perdido el gen, sino que lo ha colocado de forma antiparalela en su ADN y, aunque no se transcribe, el ADN circula en su plasma.","2. La mayoría de las veces que la madre no expresa el antígeno RhD es  por pérdida del material codificante de esta proteína, de modo que el detectar exones de dicho gen en el plasma materno implica alta posibilidad de que el feto sea RhD positivo.",3. No tiene utilidad clínica porque la madre nunca se inmunizará contra una proteína de membrana de su feto.,"4. Al no existir ningún tratamiento ni medida preventiva para evitar la inmunización de la madre, no tiene utilidad diagnóstica.",2,2021
145. La farmacogenética:,1. Se refiere a los fármacos de diseño genético creados en los laboratorios para aplicar como fármacos de terapia génica.,2. Se refiere a los estudios genéticos orientados al diseño de nuevos fármacos de origen viral que podrán ser utilizados contra el cáncer.,3. Estudia exclusivamente a los virus que causan cáncer para poder bloquearlos antes de que infecten al ser humano.,"4. Puede predecir y/o explicar cómo responden las personas a los fármacos, y es un componente destacado de la medicina personalizada y de precisión.",4,2021
146. La cistatina C:,1. Es una proteína glicosilada de alto peso molecular que conforma un tetrámero con  cuatro subunidades de 128 kDa.,2. Su concentración sérica se correlaciona inversamente con la tasa de filtración glomerular.,3. Se utiliza como marcador de remodelamiento óseo.,4. Se asocia a la cistinuria del recién nacido.,2,2021
147. En relación al análisis del líquido sinovial:,1. En la condrocalcinosis encontramos cristales de urato monosódico.,2. Los cristales de pirofosfato cálcico dihidrato tienen forma de aguja y birrefringencia negativa.,3. El líquido sinovial no patológico puede contener hasta 200 leucocitos/µL.,4. En la gota se observan cristales de oxalato cálcico.,3,2021
148. Los siguientes analitos se comportan como reactantes de fase aguda EXCEPTO:,1. Interleuquina-6.,2. IgM.,3. Ceruloplasmina.,4. Procalcitonina.,2,2021
149. En relación a la proteinuria ortostática NO es cierto que:,1. Son necesarias dos muestras de orina para establecer el diagnóstico.,2. Se considera una proteinuria transitoria.,3. El cociente proteína/creatinina es <0.2 tras 6 horas en bipedestación.,4. Supone más del 60% de los casos de proteinuria asintomática en niños y su incidencia aumenta en la adolescencia.,3,2021
150.  Las células sanguíneas que NO se detectan en la tira reactiva del análisis de orina son:,1. Linfocitos.,2. Eosinófilos.,3. Monocitos.,4. Neutrófilos.,1,2021
151. El estado redox intramitocondrial en sangre se mide mediante el cociente:,1. Lactato/piruvato.,2. β-Hidroxibutirato/acetoacetato.,3. NADPH/NADP+.,4. ATP/ADP.,2,2021
152.  La insulina NO:,1. Activa la glucolisis y lipólisis.,2. Estimula la captación de glucosa por el tejido adiposo.,3. Estimula la síntesis de glucógeno y proteínas.,4. Estimula la captación intracelular de potasio.,1,2021
153. En relación al metabolismo del glucógeno en el músculo:,1. La glucosa plasmática regula el metabolismo del glucógeno en el músculo.,2. El calcio inhibe la fosforilasa-b-kinasa.,3. La insulina favorece la síntesis del glucógeno.,4. El propio glucógeno activa su síntesis.,3,2021
154. Las histonas:,1. Forma los nucleosomas con el ADN eucariótico.,2. Tienen actividad DNAsa I y corrige los errores de la replicación.,3. Tienen 8 conformaciones alfa diferentes.,4. Enrollan 640 nucleótidos de ADN por vuelta.,1,2021
155. La mitocondria:,1. Tiene su propio ADN circular.,2. Compartimentaliza en la célula la glicolisis y el ciclo de la urea.,"3. Tiene tres membranas: externa, interna y de las crestas.",4. Transfiere electrones de la vitamina C a la glicolisis.,1,2021
156. Los telómeros:,1. Necesitan de dos polimerasas distintas para transcribirse.,2. No utilizan fragmentos de Okazaki para replicarse.,3. Tienen en su ADN cien tos de repeticiones en serie de una secuencia de seis nucleótidos.,4. Se van acortando por la digestión que hace la telomerasa a partir del extremo 3’.,3,2021
157.  Los receptores hormonales nucleares:,1. Se regulan exclusivamente mediante derivados de la vitamina D.,2. Se unen a los extremos nacientes del ARN recién transcrito en el núcleo.,3. Se unen al ADN mediante cremallera leucina ZIP en su extremo carboxilo.,4. Reclutan coactivadores después de unirse a un ligando esteroide.,4,2021
158. ¿Qué carga tendrá la población de aminoácidos con grupos R no ionizables en solución a cualquier pH por debajo del punto isoeléctrico?:,1. Carga neta negativa.,2. Carga neta positiva.,3. Ningún grupo cargado.,4. Cargas positivas y negativas en igual concentración.,2,2021
"159. Añadiendo SDS (dodecil sulfato de sodio) durante la electroforesis de las proteínas, es posible:",1. Determinar el punto isoeléctrico de una proteína.,2. Determinar la composición de aminoácidos de la proteína.,3. Preservar la estructura nativa de una proteína y su actividad biológica.,4. Separar las proteínas exclusivamente en función del peso molecular.,4,2021
160. En un gráfico de V 0 frente a [S] para una enzima que sigue la cinética de Michaelis-Menten es FALSO que:,"1. A una [S] muy alta, la curva de velocidad se convierte en una línea hor izontal que corta el eje Y en Km.",2. Km es la [S] en la que V0 = 1/2 Vmax.,3. La forma de la curva es una hipérbola.,4. El eje Y es un término de velocidad con unidades de µmoles/min.,1,2021
"161. Tras la unión de la ARN polimerasa de E. coli, el orden correcto de los acontecimientos para que se inicie la transcripción es:","1. Formación de complejo cerrado, formación de complejo abierto, desalojo del promotor, inicio de la síntesis de ARN.","2. Formación de complejo cerrado, formación de complejo abierto, inicio de la síntesis de ARN, desalojo del promotor.","3. Formación de complejo abierto, formación de complejo cerrado, inicio de la síntesis de ARN, desalojo del promotor.","4. Inicio de la síntesis de ARN, formación de complejo cerrado, fo rmación de complejo abierto, desalojo del promotor.",2,2021
162. La maduración (“splicing”) alternativa del ARNm puede dar lugar a:,1. Un cambio en la proporción de ARNm producido a partir de dos genes adyacentes.,2. La unión de la cola de poli(A) al extremo 5' de un ARNm.,3. La producción de la misma proteína a partir de dos genes diferentes.,4. La producción de dos proteínas distintas a partir de un único gen.,4,2021
"163. En relación al cianuro, oligomicina y 2,4dinitrophenol (DNP) como inhibidores y/o desacoplantes de la fosforilación oxidativa mitocondrial es correcto que:","1. El cianuro y 2,4-dinitrophenol inhiben la cadena respiratoria, y oligomicina inhibe la síntesis de ATP.","2. El cianuro inhibe la cadena respiratoria, mientras que la oligomicina y el 2,4-dinitrophenol impiden la síntesis de ATP.","3. La oligomicina inhibe la cadena respiratoria, mientras que el cianuro y 2,4-dinitrophenol previenen la síntesis de ATP.","4. El cianuro, oligomicina y 2,4-dinitrophenol compiten con O2 en su unión a la citocromo oxidasa en el complejo IV.",2,2021
164. El paso limitante (punto de regulación) en la síntesis de ácidos grasos es:,1. Condensación de acetil-CoA y malonil-CoA.,2. La formación de malonil-CoA a partir de malonato y CoA.,3. La síntesis de malonil-CoA en la reacción catalizada por la acetil-CoA carboxilasa.,4. La síntesis de acetil-CoA a partir de acetato y CoA.,3,2021
165. La oxidación de 3 moles de glucosa por la ruta de las pentosas fosfat o puede resultar en la producción de:,"1. 3 moles de pentosa-fosfato, 4 moles de NADPH y 3 moles de CO2.","2. 3 moles de pentosa-fosfato, 6 moles de NADPH y 3 moles de CO2.","3. 2 moles de pentosa-fosfato, 4 moles de NADPH y 8 moles de CO2.","4. 3 moles de pentosa-fosfato, 3 moles de NADPH y 3 moles de CO2.",2,2021
166. ¿Qué afirmación es FALSA respecto a Pseudomonas aeruginosa?:,1. Son bacterias Gram-neg ativas incapaces de fermentar lactosa.,2. Más del 90% de las cepas dan negativa la prueba de la oxidasa.,3. Son patógenos oportunistas.,4. Se asocian sobre todo a infecciones en pacientes hospitalizados y en individuos con fibrosis quística.,2,2021
167. La ceftazidima-avibactam o el imipenemrelebactam son dos antibióticos que:,1. Se dirigen al ribosoma bacteriano.,"2. Poseen una acción dual, bloqueando la acción de las metil transferasas ribosómicas.",3. Poseen excelente actividad frente a enterobacterias inhibiendo enzimas del tipo carbapenemasa.,4. Poseen una excelente actividad sobre bacterias Gram-positivas incluyendo los estafilococos resistentes a meticilina.,3,2021
168. Cuál de los siguientes compuestos NO posee una estructura del tipo β-lactámico :,1. Vaborbactam.,2. Cefoxitina.,3. Imipenem.,4. Aztreonam.,1,2021
169. Helicobacter pylori es un:,1. Bacilo Gram-negativo.,2. Coco Gram-positivo.,3. Bacilo Gram-positivo.,4. Microorganismo sin pared celular y por tanto no se tiñe por la técnica de Gram.,1,2021
170. Los estafilococos NO crecen en medio de:,1. Agar sangre.,2. Agar chocolate.,3. Agar Mueller-Hinton.,4. Agar MacConkey.,4,2021
171. Streptococcus pneumoniae puede identificarse en el laboratorio mediante una PCR del gen:,1. mecA.,2. lytA.,3. vanA.,4. Spa.,2,2021
172. Respecto a Listeria monocytogenes es FALSO que:,1. Produce beta-hemólisis en medios de cultivo con sangre.,2. Produce catalasa.,3. Las técnicas serológicas no son útiles para el diagnóstico de la infección.,4. El tratamiento de las infecciones se realiza con cefalosporinas.,4,2021
173. Los microorganismos del género Enterococcus presentan resistencia intrínseca a:,1. Cefalosporinas.,2. Penicilinas.,3. Glucopéptidos.,4. Carbapenemas.,1,2021
"174. En el hombre, la manifestación clínica más característica de la infección por Neisseria gonorrhoeae es la:",1. Infección urinaria.,2. Uretritis aguda.,3. Artritis séptica.,4. Dermatitis vascular.,2,2021
175. La tosferina o tos paroxística está causada por:,1. Streptococcus pneumoniae.,2. Haemophilus influenzae.,3. Moraxella catarrhalis.,4. Bordetella pertussis.,4,2021
176. Vibrio cholerae:,1. Es inmóvil.,2. Causó la última pandemia en 1923.,3. Se clasifica en tres serogrupos en función de su antígeno O.,4. Se aísla específicamente en agar TCBS (agar tiosulfato citrato bilis sacarosa).,4,2021
177. ¿Cuál de los siguientes géneros es un bacilo Gram-negativo anaeróbico?:,1. Clostridium.,2. Escherichia.,3. Veillonella.,4. Fusobacterium.,4,2021
178. La asociación correcta entre especie y patología producida es:,"1. Yersinia enterocolitica, artritis.","2. Yersinia tuberculosis, neumonía.","3. Yersinia pestis, enteritis mesentérica.","4. Yersinia pseudotuberculosis, tuberculosis.",1,2021
179. La asociación FALSA entre infección producida y bacilos Gram-negativos no fermentadores es:,"1. Otitis externa, Pseudomonas aeruginosa.","2. Infección pulmonar en pacientes con fibrosis quística, Burkholdheria cepacia.","3. Neumonía nosocomial, Acinetobacter baumannii.","4. Fiebre de Malta, Stenotrophomonas maltophilia.",4,2021
180. La asociación FALSA entre antibióticomecanismo de resistencia en bacilos Gramnegativos es:,"1. Quinolonas, bombas de expulsión.","2. Polimixinas, modificaci ón del lipopolisacárido.","3. Aminoglicósidos, modificación de la ADN girasa.","4. Cefalosporinas, beta-lactamasas.",3,2021
181. La resistencia a los antibióticos beta-lactámicos en bacilos Gram-negativos NO está mediada por:,1. Mutaciones en las PBP.,2. Modificación de la subunidad ribosomal 50S.,3. Represión de porinas.,4. Producción de carbapenemasas.,2,2021
182. Acerca de Mycobacterium tuberculosis:,1. Es un bacilo anaerobio.,"2. La pared tiene muchos lípidos, incluyendo los ácidos micólicos.",3. La detección microscópica no se utiliza en el diagnóstico.,4. Tiene un crecimiento rápido en los medios de cultivo.,2,2021
183. Sobre Mycobacterium leprae es FALSO que:,1. Es un bacilo ácido-alcohol resistente.,2. No crece en los medios de cultivo artificiales (acelulares).,3. El reservorio y fuente de contagio es ambiental.,4. Produce una infección crónica afectando piel y nervios periféricos.,3,2021
184. Sobre el género Actinomyces es FALSO que:,1. Son bacilos Gram-negativos anaerobios.,2. Crecen lentamente en los medios de cultivo.,3. Pueden causar una infección crónica y supurativa.,"4. En el tratamiento de las infecciones que causa, la penicilina es el antimicrobiano de elección.",1,2021
185. Sobre los fármacos antifúngicos es FALSO que:,1. Los azoles sólo pueden administrase por vía intravenosa o tópica.,2. La anfotericina B actúa uniéndose al ergosterol.,3. La caspofungina es activa frente a los géneros Candida y Aspergillus.,4. La 5-Fluorocitosina actúa inhibiendo la síntesis del ADN y ARN.,1,2021
186. Respecto al género Aspergillus es FALSO que:,1. Es un hongo dimórfico.,2. Crece bien en el medio de Sabouraud.,3. Su aislamiento en un paciente puede indicar infección o una simple colonización.,4. La detección sérica de l galactomanano ayuda en el diagnóstico de las infecciones invasivas.,1,2021
"187. ¿Cuál de los siguientes virus está formado por ADN bicatenario, tiene simetría icosaédrica y presenta envoltura?:",1. Virus del herpes tipo 1 y tipo 2.,2. Astrovirus.,3. Poxvirus.,4. Coronavirus.,1,2021
"188. ¿Qué método resulta poco útil para el diagnóstico del virus herpes simple, en el contexto de una infección vírica recurrente?:",1. Examen microscópico directo de células de la base de la lesión.,2. Serología.,3. Cultivos celulares.,4. Reacción en cadena de la polimerasa (PCR).,2,2021
189. ¿Qué virus tiene como reservorio a los monos y como vector de transmisión a los mosquitos del género Aedes?:,1. Virus del dengue.,2. Virus de la rabia.,3. Virus de la encefalitis.,4. Virus de Lassa.,1,2021
190. ¿Cuál de los siguientes virus pertenece a la familia Flaviviridae?:,1. Virus del ebola.,2. Virus del dengue.,3. Virus del chikungunya.,4. Rotavirus.,2,2021
"191. En relación con la rubeola congénita, ¿en qué periodo de la gestación es más grave la afectación fetal?:",1. Primer trimestre.,2. Segundo trimestre.,3. Tercer trimestre.,4. Coincidiendo con el parto.,1,2021
192. ¿Cuál de las siguientes moléculas NO es un receptor para la entrada celular del virus de la inmunodeficiencia humana tipo 1 (VIH-1)?:,1. CD4.,2. CD8.,3. CCR5.,4. CXCR4.,2,2021
193. ¿Cuál de los siguientes virus infecta preferentemente a las células progenitoras eritroides?:,1. Sarampión.,2. Rubeola.,3. Parotiditis.,4. Parvovirus B19.,4,2021
194. NO pertenece a la familia Paramyxoviridae:,1. Virus influenza A.,2. Virus parainfluenza 1.,3. Virus de la parotiditis.,4. Virus del sarampión.,1,2021
195. La transmisión del virus de la hepatitis E en países desarrollados es tá frecuentemente relacionada con la vía:,1. Oral por ingesta de agua contaminada.,2. Oral por ingesta de carne de animales contaminados.,3. Respiratoria.,4. Parenteral por transfusión de sangre de donantes infectados.,2,2021
196. El diagnóstico parasitológico diferencial entre una Tenia solium y una Tenia saginata se basa en:,1. La observación de huevos en el concentrado de heces.,2. El cultivo de las heces en agar enriquecido con carbón.,3. La observación macroscópica de las ramificaciones uterinas de las proglótides grávidas.,4. La reacción de la muestra tras lavado con suero fisiológico.,3,2021
197. ¿Cuál es el trat amiento de elección de Cryptosporidum sp. en un paciente inmunodeprimido?:,1. Nitazoxanida.,2. Cotrimoxazol.,3. Atovaquona.,4. Eflornitina.,1,2021
198. ¿Qué forma del parásito Plasmodium inyecta el mosquito Anopheles cuando pica al ser humano trasmitiendo la infección?:,1. Trofozoíto.,2. Esquizonte.,3. Esporozoíto.,4. Merozoíto.,3,2021
199. ¿Cuál de estos hallazgos  analíticos aparece en la infección por Plasmodium falciparum?:,1. Trombocitopenia.,2. Piuria.,3. Hipocolesterolemia.,4. Hipercalcemia.,1,2021
200. Respecto a Acinetobacter baumannii es FALSO que:,1. Al microscopio típicamente se observa como un bacilo Gram-negativo largo y fino.,2. Es negativo para la prueba de la oxidasa.,3. Suele ser resistente a múltiples antibióticos.,4. Puede ser causa de neumonía en pacientes ingresados en unidades de cuidados intensivos.,1,2021
201. ¿Cómo se denomina la falta de descenso de los testículos desde la cavi dad abdominal al escroto?:,1. Criptorquidia.,2. Orquitis.,3. Anorquia.,4. Hipospadias.,1,2021
202. Los discos interca lares son propios del:,1. Músculo esquelético.,2. Músculo liso.,3. Músculo cardíaco.,4. Músculo vascular arterial.,3,2021
203. ¿En cuáles de las siguientes células son característicos los cristales de Reinke?:,1. Células caliciformes del intestino.,2. Hepatocitos.,3. Macrófagos alveolares.,4. Células de Leydig.,4,2021
204. ¿Qué función es propia de los neumocitos tipo II?:,1. Intercambio gaseoso.,2. Fagocitosis de microorganismos.,3. Síntesis de sustancia surfactante.,4. Síntesis de mucinógeno.,3,2021
205. ¿Cuál de los siguientes enunciados respecto a las reacciones alérgicas es INCORRECTO?:,1. La alergia es una enfermedad que típicamente se produce por una respuesta inmune de tipo1 mediada por las citoquinas IFN γ y TNF α que inducen la producción de IgE.,2. En individuos atópicos se suelen producir altos niveles de IgE frente a alérgenos ambientales.,3. La mayoría de los alérgenos son proteínas o sustancias químicas unidas a proteínas.,4. El desarrollo de las enfermedades alérgicas es el resultado de complejas (y no completamente conocidas) interacciones entre genes y ambiente.,1,2021
"206. Tenemos dos variables X e Y que son incorreladas entre ellas (su coeficiente de correlación r=0). Si construyéramos la recta de regresión Y=a+bX+e, entonces con toda seguridad:",1. La media de X es cero.,2. El parámetro pendiente (b) es cero.,3. El parámetro ordenada en el origen (a) es cero.,4. La media de Y es b veces la media de X.,2,2021
207. ¿Cuál de los siguientes ácidos grasos produce más ATP tras la oxidación completa (CO2+H2O) de 1 mol de cada uno de ellos?:,1. Ácido graso saturado de 16 carbonos.,2. Ácido graso monoinsaturado de 16 carbonos.,3. Ácido graso monoinsaturado de 18 carbonos.,4. Ácido graso poliinsaturado de 16 carbonos.,3,2021
"208. ¿Cuál de las siguientes acciones conduce a la activación de la glucógeno fosforilasa, tanto hepática cómo muscular?:",1. Unión de glucosa-6-fosfato a un sitio de unión alostérico.,2. Defosforilación de residuos Ser/Thr por la proteína fosfatasa-1 (PP1).,3. Fosforilación de residuos específicos por la glucógeno fosforilasa quinasa.,4. Unión de glucosa a un sitio de unión alostérico.,3,2021
209. Respecto a la estructu ra antigénica de Staphylococcus aureus es FALSO que contiene:,1. Ácidos teicoicos.,2. Ácidos micólicos.,3. Proteína A.,4. Factor de agregación.,2,2021
210. ¿Qué virus de la fam ilia Herpesviridae es capaz de producir enfermedad recurrente desde células progenitoras hematopoyéticas y monocitos y se considera una enfermedad oportunista?:,1. Virus de la varicela-zoster.,2. Citomegalovirus.,3. Virus Epstein-Barr.,4. Virus del herpes simple 1 y 2.,2,2021
