Question,Option_1,Option_2,Option_3,Option_4,RC,year
199. Indique la re lación I NCORRECTA entre qui miocina y función:,1. CXCL13 contribuye a  l a entrada de l os linfocitos T co laboradores fo liculares (THF) a los folículos linfoides.,2. CXCL5 dirige el movimiento de l os l infocitos B a trav és del paracórtex hasta los folículos.,3. CXCL8 es una quimiocina i mplicada e n la quimiotaxis de los neutrófilos.,4. CCR7 participa en la mig ración d e los linfocitos T y B al paracórtex del linfonodo.,2,2023
"200. El componente farmacológico de ARN monocatenario (ssARN) co nocido co mo imiq uimod, e s usado de  for ma tópica e n dermatología para tratar las verrugas genitales y el carc inoma basocelular s uperficial de piel. ¿Sobre qué receptores de tipo Toll (TLR) actúa?:",1. TLR2 y TLR4.,2. TLR1 y TLR5.,3. TLR7 y TLR8.,4. TLR9.,3,2023
201. En cuanto a la artritis reumatoide:,"1. Una d e las pri ncipales cito cinas imp licadas en su patogénesis es  l a I l-23, por lo que existen f ármacos q ue act úan sobre ella indicados en esta patología.",2. Las articulaciones más comúnmente afectadas en esto s pacientes son las sacroilíacas.,"3. Para d iagnosticar u na artritis reumatoide, no e s nec esario detectar siempre la presencia del  anticuerpo Factor Reumatoi de en el individuo.","4. Es indiferente para el pronóstico de la enfermedad co menzar a  usar FAMES (f ármacos modificadores de la  e nfermedad) de forma temprana o cuando esta esté más desarrollada, a l ser capaces de re vertir el daño articular.",3,2023
202. ¿Cuál de l as si guientes re spuestas es F ALSA con respecto a la intoxicación por cadmio?:,1. Uno de los síntomas de la intoxicación es la presencia de proteinuria.,"2. La exc reción del cadmio es  muy lenta, por lo que su semivida puede ser hasta de años.",3. El principal órg ano d iana d e la intoxicación crónica por cadmio por vía digestiva es el estómago.,4. Puede t ratarse con fá rmacos quelantes como el edetato Na2-Ca tras la exposición al cadmio.,3,2023
205. Los huesecillos de la cavidad del o ído medio se disponen h aciendo u n pu ente en la c avidad timpánica desde la membrana timpánica:,1. Al conducto endolinfático.,2. Al conducto coclear.,3. Al helicotrema.,4. A la ventana oval.,4,2023
206. ¿Cuál de l as siguientes hormonas atraviesa l a membrana plasmática y tiene sus rece ptores en el núcleo?:,1. Somatostatina.,2. Prostaglandina E.,3. Tiroxina.,4. Óxido nítrico.,3,2023
207. ¿Cuál es la asociación correcta entre hormona y zona de la corteza suprarrenal donde se s intetiza?:,1. Aldosterona – zona fasciculada.,2. Dehidroepiandrosterona (DHEA) – zona estriada.,3. Cortisol – zona reticular.,4. Desoxicorticosterona – zona glomerular.,4,2023
208. ¿Qué ocurre cuando aumenta la prevalencia de una enfer medad detec tada por una prueb a diagnóstica c on unos valores de se nsibilidad y especificidad determinados?:,1. Que el valor pred ictivo po sitivo d e la prueba disminuye.,2. Que disminuyen en valor absoluto los falsos negativos.,3. Que el valor predictivo negativo de  la prueba disminuye.,4. No quedan afectados los valores predictivos de la prueba.,3,2023
209. ¿Cuál es el tratamiento de primera línea de la sífilis?:,1. Penicilina G.,2. Ceftriaxona.,3. Azitromicina.,4. Doxiciclina.,1,2023
210. El voriconazol tiene actividad:,1. Fungiestática frente a hongos filamentosos.,2. Fungicida frente a Candida spp.,3. Fungicida frente a Cryptococcus neof ormans.,4. Fungicida frente a Aspergillus spp.,4,2023
