Question,Option_1,Option_2,Option_3,Option_4,RC,year
"125. De acuerdo con la guía de manejo del síndrome coronario agudo (SCA), sin elevación del segmento ST, publicada por la European Society of Cardiology en 2021, el punto de corte propuesto para los niveles de troponina en el diagnóstico del SCA es de al menos un valor de troponina por encima del percentil:",1. 90.,2. 95.,3. 97.,4. 99.,4,2022
126. ¿Cuál de los siguientes criterios NO se considera diagnóstico de la diabetes mellitus?:,1. Glucosa en ayuno (no haber tenido ingesta calórica en las últimas 8 horas) ≥ 126 mg/dL (7.0 mmol/L).,2. Glucosa plasmática a las 2 horas de ≥ 200 mg/dL (11.1 mmol/L) durante una prueba oral de tolerancia a la glucosa. La prueba deberá ser realizada con una carga de 75 gramos de glucosa disuelta en agua.,3. Hemoglobina glicosilada (A1c) sólo cuando es ≥ 8.5%. Esta prueba debe realizarse en laboratorios certificados de acuerdo a los estándares de A1c del DCCT (Diabetes Control and Complications Trial).,4. Paciente con síntomas clásicos de hiperglucemia o crisis hiperglucémica con una glucosa al azar ≥ 200 mg/dL (11.1 mmol/L).,3,2022
127. ¿Cuál de los siguientes mecanismos fisiopatológicos es el más frecuentemente asociado a la diabetes mellitus tipo 2?:,1. Falta de adaptación de las células beta pancreáticas al incremento en la demanda de insulina.,2. Enfermedad autoinmune que cursa con destrucción de las células beta pancreáticas.,3. Mutaciones del gen de la hexocinasa IV.,4. Mutación en el gen del promotor insulínico 1 (IPF1).,1,2022
128. La macroprolactinemia (big-big prolactina) es un fenómeno que:,1. Se asocia al tratamiento con corticoides.,2. Se da con más frecuencia durante la gestación.,3. Puede dar lugar a falsas hiperprolactinemias.,4. Se da con más frecuencia durante la lactancia.,3,2022
129. La fórmula para el cálculo del colesterol LDL (LDL-C) cuando todas las concentraciones de los analitos se expresan en mg/dL es:,1. LDL-C = colesterol total - HDL-C - triglicéridos/5.,2. LDL-C = colesterol total - HDL-C - triglicéridos/4.,3. LDL-C = triglicéridos - HDL-C - colesterol total/5.,4. LDL-C = triglicéridos - HDL-C - colesterol total/4.,1,2022
130. El hipotiroidismo subclínico se caracteriza por:,1. Niveles aumentados de tirotropina en suero acompañados con niveles normales de tiroxina libre.,2. Niveles disminuidos de tirotropina en suero acompañados con niveles normales de tiroxina libre.,3. Niveles normales de tirotropina en suero acompañados con niveles disminuidos de tiroxina libre.,4. Niveles normales de tirotropina en suero acompañados con niveles aumentados de tiroxina libre.,1,2022
131. ¿Cuál es el tipo más frecuente de diabetes mellitus?:,1. Diabetes mellitus tipo 1.,2. Diabetes mellitus tipo 2.,3. Diabetes tipo Mody.,4. Diabetes gestacional.,2,2022
132. La  somatotropina:,1. Es sintetizada en la neurohipófisis.,2. Su síntesis es estimulada por la somatostatina.,3. Su liberación es pulsátil.,4. Sus efectos son similares a los de la insulina.,3,2022
133. Un precursor común de cortisol y aldosterona es:,1. 11-Desoxicortisol.,2. Androstendiona.,3. Desoxicorticosterona.,4. Progesterona.,4,2022
134. La bilirrubina libre es:,1. Soluble en agua y se elimina en orina.,"2. Insoluble en agua, aunque se elimina en orina.",3. Insoluble en agua y no se elimina en orina.,4. La única forma de eliminación de bilirrubina.,3,2022
"135. ¿Cuál de los siguientes marcadores tumorales excluye el diagnóstico d e tumor germinal seminoma puro, salvo que exista componente mixto?:",1. Beta-gonadotropina coriónica humana.,2. Fosfatasa alcalina placentaria.,3. Lactato deshidrogenasa.,4. Alfa fetoproteína.,4,2022
136. Una de las siguientes afirmaciones sobre la insulina NO es correcta:,1. Activa la glucolisis y lipolisis.,2. Estimula la captación de glucosa por el tejido adiposo.,3. Estimula la síntesis de glucógeno y proteínas.,4. Estimula la captación intracelular de potasio.,1,2022
137. ¿Cuál de los siguientes ácidos grasos es esencial?:,"1. Ácido oleico (C-18:1,Δ9).","2. Ácido palmitoleico (C-16:1,Δ9).","3. Ácido araquidónico (C-20:4,Δ5,8,11,14).","4. Ácido linoleico (C-18:2,Δ9,12).",4,2022
138. El poder reductor de la síntesis de ácidos grasos lo aporta:,1. Nicotinamida-adenina-dinucleótido fosfato (NADP+).,2. Nicotinamida-adenina-dinucleótido (NAD+).,3. Flavina-adenina-dinucleótido (FAD).,4. Flavina-mononucleótido (FAM).,1,2022
139. Uno de los siguientes marcadores NO es de formación ósea:,1. Osteocalcina.,2. Isoenzima ósea de la fosfatasa alcalina.,3. Propéptido carboxiterminal del procolágeno tipo I (PICP).,4. Fosfatasa ácida tartrato resistente (FATR).,4,2022
140. Con respecto a la estimación del filtrado renal glomerular:,1. Un filtrado renal glomerular >90 mL/min por1.73 m2 es patognomónico de enfermedad renal.,2. La hemólisis no interfiere en su cálculo.,3. La ecuación de filtrado glomerular basada en cistatina C es más precisa en pacientes pediátricos.,4. Para su cálculo con la ecuación CKD-EPI es necesario conocer el índice de masa corporal.,3,2022
141. La presencia de acantocitos en la orina y cilindros hemáticos orienta al diagnóstico de:,1. Síndrome nefrótico.,2. Necrosis tubular aguda.,3. Hematuria glomerular.,4. Nefropatía cristalina.,3,2022
142. Los inmunoanálisis de NT-proBNP infraestiman su concentración c irculante en plasma debido a:,1. Presencia de EDTA.,2. Glicosilación.,3. Efecto buffer.,4. Interacción con troponina T.,2,2022
143. Los cilindros céreos en orina se observan más comúnmente en:,1. Pacientes sin enfermedad renal.,2. Pacientes con enfermedad renal terminal.,3. Pacientes con infección del tracto urinario.,4. Pacientes con cálculos renales.,2,2022
144. Señale la substancia que el hígado convierte en urea para reducir su toxicidad:,1. Creatinina.,2. Amonio.,3. Ácido úrico.,4. Purinas.,2,2022
"145. De las siguientes cau sas de hiperbilirrubinemia, ¿Cuál de ellas se describe como prehepática?:",1. Sobredosis de drogas.,2. Anemia hemolítica.,3. Infección por virus de hepatitis C.,4. Insuficiencia cardiaca congestiva.,2,2022
146. En el síndrome de lisis tumoral del paciente oncológico es característica la elevación de niveles de:,1. Ácido úrico.,2. Adenosina desaminasa.,3. Oxalato monohidrato.,4. Calcio.,1,2022
147. En la detección de mu taciones en el tejido canceroso orientada a tratamientos dirigidos o identificación de resistencias:,1. Se recomienda hacer test genéticos dirigidos en el tejido canceroso biopsiado para decidir el tratamiento más adecuado y valorar pronóstico.,2. Se debe hacer en cualquier cáncer extirpado toda la batería de mutaciones conocidas para cualquier cáncer.,3. Se recomienda hacer el exoma completo a cualquier paciente que haya sufrido un cáncer.,4. Se recomienda hacer el genoma completo a todo paciente de cáncer para decidir el tratamiento.,1,2022
148. El ADN fetal que circula en el plasma de la gestante:,1. Representa todo el ADN plasmático que se extrae de la sangre materna.,2. Solo circula ADN fetal en la gestante cuando existe sufrimiento fetal o placentario.,"3. Es útil únicamente para trastornos que afecten al cromosoma Y, para evitar confundirlo con el ADN materno.",4. Es un porcentaje pequeño respecto al ADN que circula en el plasma.,4,2022
149. En relación a los mecanismos de reparación del ADN dañado por apareamientos erróneos:,1. Los sistemas de reparación por escisión de bases retiran de manera directa la base dañada y la sustituyen en el ADN.,2. El ADN dañado es eliminado produciendo delecciones cromosómicas que al no ocurrir en las gónadas no se heredarán.,"3. El ADN dañado es testado produciendo proteínas, que si proporcionan ventajas evolutivas se conservarán.","4. Cuando el ADN es dañado por un cambio de base mal apareada, se induce la apoptosis celular.",1,2022
150. La farmacogenética:,1. Se refiere a los fármacos de diseño genético creados en los laboratorios para aplicar como fármacos de terapia génica.,2. Es el estudio genético orientado al diseño de nuevos fármacos de origen viral que podrán ser utilizados como vacunas.,3. Estudia exclusivamente a los virus que causan cáncer para poder bloquearlos antes de que infecten al ser humano.,"4. Puede predecir y/o explicar cómo responden las personas a las drogas, y es un componente destacado de la medicina personalizada y de precisión.",4,2022
"151. ¿Qué efecto tendrá sobre la carga global de la proteína la conversión de una prolina en hidroxiprolina a pH 7,0?:",1. Se volverá más negativa.,2. Se volverá más positiva.,3. Se mantendrá igual.,4. Depende de la concentración de sal.,3,2022
152. ¿Cuál de las siguientes estructuras se refiere a las disposiciones especialmente estables de los residuos de aminoácidos en una proteína que dan lugar a patrones recurrentes?:,1. Estructura primaria.,2. Estructura secundaria.,3. Estructura terciaria.,4. Estructura cuaternaria.,2,2022
153. ¿Cuál de las siguientes afirmaciones NO es cierta?:,1. El colágeno es una proteína en la que los polipéptidos se encuentran principalmente en la conformación de alfa hélice.,2. Los enlaces disulfuro son  importantes para la estructura de la queratina.,3. Los residuos de Gly son particularmente abundantes en el colágeno.,4. La fibroína de seda es una proteína en la que el polipéptido se encuentra casi por completo en la conformación beta.,1,2022
154. La sustitución de amino ácidos Glu por Val en la hemoglobina S provoca la agregación de las proteínas debido a interacciones:,1. Covalentes.,2. Puentes disulfuro.,3. Enlaces de hidrógeno.,4. Hidrofóbicas.,4,2022
"155. La Km de un enzima de la que se obtienen los siguientes datos experimentales y que se sabe que sigue la cinética de Michaelis-Menten es aproximadamente: V0 (mol/min) Sustrato añadido (mmol/L) 
217 0.8 
325 2
433 4
488 6
647 500",1. 1 mM.,2. 2 mM.,3. 4 mM.,4. 1000 mM.,2,2022
156. La función metabólica de la fase oxidativa de la ruta de las pentosas fosfato es:,1. Sintetizar ADP.,2. Sintetizar NADPH y pentosas fosfato.,3. Proporcionar intermediarios al ciclo del ácido cítrico.,4. Participar en reacciones de oxidaciónreducción durante la formación de H2O.,2,2022
"157. La conversión anaeróbi ca de 1 mol de glucosa en dos moles de lactato, por la glucolisis seguida de fermentación, se acompaña de una ganancia neta de:",1. 2 moles de NADH.,2. 1 mol de ATP.,3. 2 moles de ATP.,4. 1 mol de NADH.,3,2022
158. ¿Para cuál de las sigui entes enzimas glucolíticas el ATP es un sustrato?:,1. Hexocinasa.,2. Piruvato cinasa.,3. Aldolasa.,4. Gliceraldehido-3-fosfato-deshidrogenasa.,1,2022
"159. Cuando la actividad glucolítica es muy intensa, el NADH sintetizado por la gliceraldehido-3fosfato deshidrogenasa debe ser reoxidado para que la glucolisis pueda proseguir. En estas circunstancias, la reacción más importante para la reoxidación del NADH es:",1. Glicerol-3-fosfato    Dihidroxiacetona fosfato.,2. Piruvato    Lactato.,3. Oxalacetato    Malato.,4. Citrato    Alfa-cetoglutarato.,2,2022
160. Las reacciones catalizadas por las aminotransferasas o transaminasas:,1. Son reacciones irreversibles.,2. Requieren fosfato de piridoxal como cofactor esencial.,3. Siempre tienen un gasto o producción neta de aminoácidos.,4. Nunca participan en estas reacciones los aminoácidos esenciales.,2,2022
161. ¿Cuál de los siguientes aminoácidos se transforma en un intermediario del ciclo del ácido cítrico por transaminación directa?:,1. Aspártico.,2. Serina.,3. Treonina.,4. Valina.,1,2022
162. Los cuerpos cetónicos se sintetizan en el hígado y se transportan al resto de tejidos extrahepáticos en forma de:,1. Acetoacetil-CoA.,2. Lactato.,3. Beta-hidroxibutirato.,4. Beta-hidroxibutiril-CoA.,3,2022
"163. Sobre las bacterias del género Leuconostoc, es CIERTO que:",1. Son cocos Gram negativos anaerobios facultativos.,2. Son cocos Gram positivos resistentes a glucopéptidos.,3. Son bacilos Gram positivos sensibles a glucopéptidos.,4. Son bacilos Gram negativos.,2,2022
164. Señale la respuesta CORRECTA respecto a la carbapenemasa del tipo OXA-48 en Klebsiella pneumoniae:,1. OXA-48 es una beta-lactamasa de clase D y las bacterias portadoras de esta carbapenemasa son sensibles a ceftazidima-avibactam.,2. El gen de OXA-48 está codificado en un plásmido inmóvil.,"3. Se inhibe por los inhibidores clásicos de betalactamasas: clavulánico, sulbactam y tazobactam y presenta alta sensibilidad a los mismos.",4. Su expresión se asocia siempre a altos niveles (elevadas CMIs) de resistencia a los carbapenémicos: imipenem y meropenem.,1,2022
165. ¿Cuál de los siguientes microorganismos NO puede considerarse una bacteria intracelular estricta?:,1. Pseudomonas fluorescens.,2. Chlamydia trachomatis.,3. Coxiella burnetti.,4. Mycobacterium leprae.,1,2022
"166. Señale la respuesta  INCORRECTA en relación con el virus de la viruela del mono, Human Monkeypox (hMPX):","1. Es una zoonosis descrita inicialmente en el siglo XX, en África.","2. El virus causa infecciones en los seres humanos penetrando a través de la piel, mucosas, o el tracto respiratorio.",3. Pertenece al género Orthopoxvirus c o n  u n genoma de ADN de doble hebra.,4. Solo puede diagnosticarse en el laboratorio a través de pruebas serológicas debido a su alta tasa de mutación.,4,2022
167. En relación al fenotipo de resistencia a la vancomicina VanB en Enterococcus spp. es CIERTO que:,1. Implica resistencia a vancomicina y a teicoplanina.,2. Implica resistencia a teicoplanina pero no a vancomicina.,3. Implica resistencia a vancomicina pero no a teicoplanina.,4. Es el tipo de resistencia intrínseca característica de la especie Enterococcus casseliflavus.,3,2022
168. Ante la sospecha de una neumonía causada por Streptococcus pneumoniae  se puede realizar el diagnóstico mediante la detección del antígeno de este microorganismo en:,1. Sangre.,2. Secreciones respiratorias.,3. Orina.,4. Esputo.,3,2022
169. Señale la asociación INCORRECTA:,1. Streptococcus agalactiae-infección neonatal.,2. Streptococcus del grupo mitis-faringitis.,3. Streptococcus pyogenes-erisipela.,4. Streptococcus pneumoniae-meningitis.,2,2022
170. Señale la respuesta FALSA respecto a los microorganismos del género Chlamydia:,1. Son bacterias intracelulares obligadas.,2. Chlamydia trachomatis  es un agente causal de conjuntivitis.,3. Chlamydia psittaci es la causa del linfogranuloma venéreo.,4. Chlamydia pneumoniae  es un agente causal de bronquitis.,3,2022
171. La gonorrea es una infección:,1. Causada por Neisseria mucosa.,2. Que afecta principalmente a ancianos en todo el mundo.,3. Que cursa de manera asintomática en un porcentaje elevado de mujeres.,4. Cuya manifestación predominante en hombres es la infección urinaria.,3,2022
172. La fiebre de Pontiac es una infección asociada a la exposición a bacterias del género:,1. Legionella.,2. Haemophilus.,3. Moraxella.,4. Bordetella.,1,2022
173. El agar Bordet-Gengou se utiliza para el cultivo selectivo de:,1. Pasteurella multocida.,2. Haemophilus influenzae.,3. Moraxella catarrhalis.,4. Bordetella pertussis.,4,2022
174. ¿Cuál es la manifestación clínica más frecuente de la infección por Vibrio parahaemolyticus?:,1. Gastroenteritis.,2. Otitis.,3. Sepsis.,4. Infección de piel y partes blandas.,1,2022
175. Las cepas de Haemophilus influenzae no tipificables (no capsuladas):,1. Colonizan con menor frecuencia las vías respiratorias superiores que Haemophilus influenzae tipo b.,2. Son la causa más frecuente de infección por Haemophilus actualmente.,3. Presentan una distribución clonal.,4. Provienen de cepas capsuladas que han perdido su cápsula.,2,2022
176. Respecto a las infeccion es gastrointestinales por Escherichia coli:,1. E. coli enterotoxigénico es una causa frecuente de diarrea del viajero.,2. E. coli  enteropatógeno se asocia con la producción de las toxinas Shiga.,3. E. coli  enterohemorrágico es una causa frecuente de diarrea en el lactante.,4. E. coli enteroinvasivo  se asocia con el síndrome urémico hemolítico.,1,2022
177. El granuloma inguin al es una infección de transmisión sexual causada por:,1. Chlamydia trachomatis.,2. Mycoplasma genitalium.,3. Klebsiella granulomatis.,4. Neisseria gonorrhoeae.,3,2022
178. Entre los bacilos Gram negativos que frecuentemente se asocian con neumonía en los pacientes intubados ingresados en las Unidades de Cuidados Intensivos NO se encuentra:,1. Pseudomonas aeruginosa.,2. Aeromonas hydrophila.,3. Acinetobacter baumannii.,4. Staphylococcus aureus.,2,2022
179. Respecto a las beta -lactamasas bacterianas:,1. Son más relevantes en bacterias Gram positivas que en Gram negativas.,2. Pueden ser cromosómicas o plasmídicas.,3. Ninguna hidroliza antibióticos carbapenémicos.,4. Todas se inhiben con ácido clavulánico.,2,2022
180. Respecto a la producción de carbapenemasas en enterobacterias:,"1. Pueden conferir resistencia a penicilinas, cefalosporinas y carbapenémicos.",2. Son siempre resistentes a los monobactámicos.,3. La especie que más frecuentemente produce carbapenemasas es Proteus mirabilis.,4. Suelen estar codificadas en el cromosoma de la bacteria.,1,2022
181. Señale la asociació n INCORRECTA respecto a los microorganismos del género Corynebacterium:,1. Corynebacterium diphteriae-zoonosis.,2. Corynebacterium urealyticum -infección del tracto urinario.,3. Corynebacterium jeikeium-endocarditis.,4. Corynebacterium striatum -infección de heridas.,1,2022
182. Qué especie de las siguientes NO pertenece al complejo de Mycobacterium tuberculosis:,1. Mycobacterium microti.,2. Mycobacterium genavense.,3. Mycobacterium canettii.,4. Mycobacterium africanum.,2,2022
183. Cuál de los siguientes tests serológicos para el diagnóstico de sífilis ut iliza cardiolipina como antígeno:,1. Absorción de anticuerpos treponémicos fluorescentes o FTA-Abs.,2. Hemaglutinación pasiva de Treponema pallidum o TPHA.,3. Enzimoinmunoensayo para sífilis.,4. Prueba de la reaginina plasmática rápida o RPR.,4,2022
184. ¿Qué componente sel ectivo contienen los medios habituales para el cultivo de hongos dermatofitos?:,1. Glucosa al 10%.,2. Cicloheximida.,3. Itraconazol.,4. Sales biliares.,2,2022
185. La infección por uno d e los siguientes hongos está asociada a la exposición previa a excrementos de murciélagos:,1. Histoplasma capsulatum.,2. Blastomyces dermatitidis.,3. Coccidioides inmitis.,4. Scedosporium apiospermum.,1,2022
186. Señale la respuesta INCORRECTA respecto a los enterovirus:,1. Se transmiten por vía fecal-oral.,2. Forman parte de la familia de los paramixovirus.,3. Son virus ARN.,4. Se replican en el citoplasma.,2,2022
"187. Respecto a los rotavirus, señale la opción INCORRECTA:",1. Forman parte de la familia Reoviridae.,2. Poseen una cápside de doble capa.,"3. El virión no resiste las condiciones ambientales, por lo que es poco probable que cause brotes.",4. El lavado de manos es una medida fundamental para impedir su propagación.,3,2022
"188. Todas son características de los virus de la gripe A y B, EXCEPTO:",1. El virión presenta ocho segmentos únicos de nucleocápside de ARN de sentido negativo.,2. Se  transcriben y replican su genoma en el núcleo de la célula que infectan.,"3. El genoma segmentado impide su reordenación en los nuevos viriones, disminuyendo su diversidad genética.",4. Pueden ser virus zoonóticos.,3,2022
189. ¿Cuál de las siguientes respuestas es INCORRECTA respecto a los norovirus?:,1. El virus Norwalk es el prototipo de esta familia.,2. Su genoma es ARN de cadena positiva.,3. Su principal vía de transmisión es fecal-oral.,4. Son muy lábiles y no resisten las condiciones ambientales habituales.,4,2022
190. NO es una característica de los virus herpes:,1. La replicación del ADN y ensamblaje de la cápside tienen lugar en el núcleo.,2. Los virus herpes pueden provocar infecciones líticas y latentes.,3. Los virus herpes son ubicuos.,4. Precisan de una transcriptasa inversa para la replicación de su material genético.,4,2022
191. ¿Cuál es la enfermedad más frecuentemente producida por el parvovirus B19?:,1. Meningitis aséptica.,2. Encefalitis.,3. Eritema infeccioso.,4. Gastroenteritis.,3,2022
192. ¿En qué agente viral se produce un paso de retro-transcripción durante su ciclo de replicación?:,1. Virus influenza A.,2. Virus de la hepatitis B.,3. Virus de la parotiditis.,4. Virus del sarampión.,2,2022
193. La detección en sangre  del antígeno E del virus de la hepatitis B (HBeAg) significa que:,1. Es una infección activa y el paciente puede ser transmisor.,2. Es una infección crónica y el paciente no es infeccioso.,3. Es una infección en vías de resolución.,4. Es una indicación de que el paciente ha sido vacunado.,1,2022
194. ¿Cuál de los siguientes es un virus ARN defectivo?:,1. Virus de la hepatitis A.,2. Virus de la hepatitis B.,3. Virus de la hepatitis C.,4. Virus de la hepatitis D.,4,2022
195. La mayor parte de los casos de SIDA (síndrome de inmunodeficiencia adquirida) en humanos está causada por:,1. VIH-1 Grupo M.,2. VIH-1 Grupo O.,3. VIH-1 Grupo P.,4. VIH-2 Grupo A.,1,2022
196. ¿Cuál de los siguientes nematodos puede encontrarse en la subconjuntiva ocular?:,1. Trichiuris trichiura.,2. Ascaris lumbricoides.,3. Loa loa.,4. Mansonella pertans.,3,2022
197. ¿Qué tipo de manifestación clínica produce Entamoeba histolytica?:,1. Disentería.,2. Apendicitis.,3. Cáncer de recto.,4. No es patógena.,1,2022
198. ¿Qué especie de Plasmodium tiene el ciclo eritrocítico más corto?:,1. P. ovale.,2. P. knowlesi.,3. P. vivax.,4. P. malariae.,2,2022
199. ¿Cómo se transmite Trypanosoma cruzi?:,1. Transmisión sexual.,2. Transmisión vectorial.,3. Transmisión aérea.,4. Transmisión fecal-oral.,2,2022
200. ¿Qué especie de Leishmania es la más frecuente en España?:,1. L. infantum.,2. L. donovani.,3. L. chagasi.,4. L. tropica.,1,2022
201. ¿Cuál de las siguientes características define las propiedades de las membranas biológicas?:,"1. Están compuestas por una bicapa lipídica con dos caras hidrofílicas y un núcleo hidrofóbico, que es impermeable a moléculas solubles en agua, mientras que permite el trasiego de pequeños iones.",2. Forman una bicapa de fosfolípidos que contiene proteínas que aportan a la membrana funciones específicas.,"3. Sus componentes principales (fosfoglicéridos, esfingolípidos y esteroles como el colesterol) se distribuyen de manera simétrica en las dos caras de la bicapa.",4. Los lípidos que las componen se distribuyen siempre de manera aleatoria y no forman dominios con composición específica (balsas lipídicas).,2,2022
202. El tipo celular más a bundantes del tejido conectivo es el:,1. Fibroblasto.,2. Adipocito.,3. Mastocito.,4. Eosinófilo.,1,2022
203. En relación a los microtúbulos:,1. El centro organizador se asocia a su extremo menos.,2. La tubulina alfa hidroliza ATP.,3. El transporte hacia el extremo más depende de dineínas.,4. El transporte mediado por cinesinas es GTP dependiente.,1,2022
"204. Para averiguar si un tratamiento es efectivo, se han tomado datos cuantitativos de un conjunto de individuos antes y después de aplicado dicho tratamiento. Asumiendo un tamaño muestral suficientemente grande, el test apropiado que debemos aplicar es:",1. Test t para diferencia de medias con varianzas desconocidas pero iguales.,2. Test t para diferencia de medias con varianzas desconocidas y diferentes.,3. Test t para muestras apareadas.,4. Test de Shapiro-Wilk.,3,2022
205. ¿Qué tipo de hipersensibilidad está mediada por anticuerpo IgE?:,1. Inmediata o de tipo I.,2. Citotóxica o de tipo II.,3. Por inmunocomplejos o de tipo III.,4. Celular o de tipo IV.,1,2022
206. ¿Cuál de las siguient es enfermedades de base inmunológica se asocia a una reacción de hipersensibilidad inmediata o de tipo I?:,1. Diabetes tipo I.,2. Asma bronquial atópica.,3. Esclerosis múltiple.,4. Necrolisis epidérmica tóxica.,2,2022
207. ¿Cuándo se recomienda  la realización de técnicas de imagen para el cribado de cáncer de mama en mujeres jóvenes?:,1. Se recomienda a todas las mujeres de forma universal desde la menarquia.,2. Hay que hacer test genético a toda la población desde el nacimiento para decidir que pacientes son susceptibles de vigilancia.,"3. Se recomienda en las pacientes que son portadoras de mutaciones patológicas en los genes BRCA1, BRCA2 o TP53.","4. No se recomiendan técnicas de imagen en el cribado, es necesario hacer siempre biopsia.",3,2022
208. Un marcador tumoral s érico de cáncer de tiroides es:,1. Antígeno carcinoembrionario.,2. Tiroglobulina.,3. Tirotropina.,4. Tiroxina.,2,2022
209. El coronavirus SA RS-COV-2 contiene:,1. ADN de doble hebra.,2. ADN de hebra simple.,3. ARN monocatenario de polaridad positiva.,4. ARN monocatenario de polaridad negativa.,3,2022
210. Las características fenotípicas principales del género Nocardia son:,"1. Bacilos Gram positivos, aerobios, catalasa positiva, sin micelio aéreo y sensibles a la lisozima.","2. Bacilos Gram positivos, anaerobios, catalasa negativa, sin micelio aéreo y sensibles a la lisozima.","3. Bacilos Gram positivos, aerobios, catalasa positiva, con micelio aéreo y resistentes a la lisozima.","4. Bacilos Gram positivos, aerobios, catalasa positiva, sin micelio aéreo y resistentes a la lisozima.",3,2022
