Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
132. El correceptor del linfocito B es un complejo proteico:,1. Que modifica señales estimuladoras.,2. Responsable de la endocitosis del antígeno.,3. Formado por una cadena pesada de IgG y CD28.,4. Formado por una cadena ligera de IgG y CD28.,5. Nuclear que regula la di ferenciación a células plasmáticas.,1,2007
133. El proceso de selección  negativa en el timo consiste en:,1. La supervivencia de células T cuyos TCR (receptores del linfocito T) reconocen moléculas de MHC propias.,2. La eliminación de las células T que reaccionan de forma muy intensa con MHC propio.,3. La segregación de timocitos que fracasan en la selección positiva.,4. La proliferación de precursores de células T en la corteza externa.,5. La selección de timocitos que expresan TCR.,2,2007
134. Las células T gamma delta humanas:,1. Expresan los correceptores CD4 y CD8.,2. Expresan una alta diversidad de cadenas gamma y delta.,3. Están restringidas por CD1.,4. Están restringidas por el sistema HLA en la presentación de antígenos.,5. Reconocen ligandos no peptídicos.,5,2007
135. Las células TH se activan por:,1. El reconocimiento de un complejo antígenoMHC clase II en una célula presentadora de antígeno.,2. El reconocimiento de un complejo antígenoMHC clase I en un macrófago.,3. La interacción con un linfocito TC.,4. El reconocimiento de un complejo antígenoanticuerpo en un linfocito B.,5. La presencia de toxinas en el medio.,1,2007
136. La presentación de antígenos no peptídicos se lleva a cabo preferentemente a través de:,1. MHC clase I.,2. MHC clase II.,3. Familia CD1 de moléculas clase I no clásicas.,4. Familia CD2 de moléculas clase I clásicas.,5. Familia CD2 de moléculas clase II no clásicas.,3,2007
137. La citocina que se une a su receptor en la misma célula que la sintetiza posee una acción:,1. Antagónica.,2. Sinérgica.,3. Redundante.,4. Pleiotrópica.,5. Autocrina.,5,2007
138. Es una citocina característicamente secretada por linfocitos TH1:,1. IFN-gamma.,2. IL-4.,3. IL-5.,4. IL-10.,5. IL-13.,1,2007
139. Las reacciones autoinmunes iniciadas contra un antígeno propio pueden provocar lesiones tisulares con formación y liberación de otros antígenos que activan a linfocitos específicos y exacerban la enfermedad. Este fenómeno recibe el nombre de:,1. Susceptibilidad genética.,2. Mantenimiento de la autotolerancia.,3. Mimetismo molecular.,4. Propagación del epítopo.,5. Reacción mixta de linfocitos.,4,2007
140. Un transtorno sistémico mediado por inmunocomplejos genera la:,1. Diabetes mellitus insulinodependiente.,2. Esclerosis múltiple.,3. Enfermedad de Graves.,4. Miastenia grave.,5. Enfermedad del suero.,5,2007
141. Las reacciones de hipersensibilidad de tipo I son mediadas por:,1. IgE unida a receptores Fc de mastocitos o basófilos.,2. Inmunocomplejos que activan el complemento.,3. Enzimas líticas que producen lesiones localizadas.,4. IgG y células con citotoxicidad dependiente de anticuerpos.,5. Citocinas que activan macrófagos.,1,2007
"142. Los antígenos que se expresan en las células fetales antes de que entre en pleno funcionamiento el sistema inmunitario, y que se reconocen como extraños si aparecen más tarde en células cancerosas se conocen como:",1. MUC1.,2. Gangliósidos GD2 y GD3.,3. Marcadores oncogénicos.,4. Endotoxinas.,5. Antígenos tumorales oncofetales.,5,2007
143. El transplante de tejidos entre gemelos monozigóticos recibe el nombre de:,1. Autoinjerto.,2. Aloinjerto.,3. Isoinjerto.,4. Xenoinjerto.,5. Injerto nulo.,3,2007
"144. La supervivencia intracelular de algunos patógenos puede provocar la activación crónica de células CD4+, acumulación de macrófagos activados y necrosis tisular, lo que da lugar a la formación de:",1. Papilas.,2. Pústulas.,3. Corpúsculos.,4. Granulomas.,5. Escaras.,4,2007
145. Los macrófagos activados producen péptidos catiónicos que destruyen la integridad de las membranas bacterianas y que se conocen como:,1. Perforinas.,2. Granzimas.,3. Opsoninas.,4. Polimixinas.,5. Defensinas.,5,2007
146. El antimoniato de meglumina y la miltefosina están indicados frente a:,1. Leishmania.,2. Toxoplasma gondii.,3. Giardia lamblia.,4. Plasmodium falciparum.,5. Entamoeba histolitica.,1,2007
147. La espiramicina está indicada frente a:,1. Toxoplasmosis aguda en la mujer gestante.,2. Plasmodium vivax.,3. Fasciola hepatica.,4. Plasmodium falciparum.,5. Taenia saginata.,1,2007
148. El praziquantel está indicado frente a:,1. Taenia saginata.,2. Toxoplasma gondii.,3. Entamoeba histolitica.,4. Trichomonas vaginalis.,5. Leishmania.,1,2007
149. El miracidio es la larva ciliada incubada a partir de un huevo de:,1. Trematodo.,2. Ascaris.,3. Oxiuro.,4. Pediculus.,5. Triquina.,1,2007
150. En los cestodos se denomina escólex:,1. A cada segmento de la tenia.,2. Al cuerpo de la tenia.,3. A una etapa larval de la tenia.,4. Al órgano anterior de la tenia utilizado para adherirse a los tejidos del huésped.,5. Al embrión hexacanto.,4,2007
"151. De las siguientes afirmaciones, NO se refiere al coeficiente de variación (CV):",1. Se calcula dividiendo la media por la desviación típica.,2. Generalmente su valor se expresa en porcentaje.,3. Se calcula dividiendo la desviación típica por la media.,4. Mide la dispersión relativa.,5. Es un índice de dispersión adimensional.,1,2007
152. Son conceptos que se refieren a la misma probabilidad el nivel de:,1. Confianza y error tipo II.,2. Significación y error tipo I.,3. Significación y especificidad.,4. Confianza y sensibilidad.,5. Significación y error tipo II.,2,2007
"153. Para comprobar el efect o del ejercicio físico en un grupo de 7 pacientes con enfermedad coronaria en los que se mide  el máximo de oxígeno consumido por cada uno antes y después de 10 meses de un programa de rehabilitación, utilizaría el test estadístico de:",1. Análisis de la varianza.,2. Tde Student de muestras apareadas.,3. Wilcoxon de muestras apareadas.,4. U de Mann-Whitney.,5. Chi cuadrado.,3,2007
154. El test de Levene:,1. No es nunca necesario antes de hacer un ANOVA.,2. Se hace siempre después de comprobar la normalidad.,3. Compara medias de las distintas muestras.,4. Se realiza para comprobar la homoscedasticidad de 2 o más muestras.,5. Compara las medianas de las distintas muestras.,4,2007
155. ¿Qué medida de asociación se utiliza en un diseño de cohortes?:,1. La Odds ratio.,2. El riesgo relativo.,3. El coeficiente de correlación de Pearson.,4. El coeficiente de correlación de Spearman.,5. El coeficiente de variación.,2,2007
156. El test estadístico más adecuado para comparar dos proporciones con muestras apareadas es:,1. Chi cuadrado.,2. T de student de muestras apareadas.,3. Test de U de Mann – Whitney.,4. Test de McNemar.,5. Correlación de Pearson.,4,2007
157. Deben utilizarse los tests estadísticos no paramétricos cuando:,1. La distribución de la variable es Normal.,2. El tamaño muestral es > 30.,3. La distribución de la variable no es normal o el tamaño muestral es pequeño.,4. La variable se mide en una escala de intervalo.,5. La variable se mide en una escala nominal.,3,2007
158. Respecto al error alfa NO se puede afirmar que:,1. Es la probabilidad de rechazar la hipótesis nula siendo verdadera.,2. Es la probabilidad de que la hipótesis nula sea verdadera.,3. Es el nivel de significación del test.,4. Su valor lo fija el investigador.,5. Es la probabilidad de cometer un error tipo I.,2,2007
"159. NO influye en la amplitud de un intervalo de confianza y, por tanto, en la precisión de la estimación:",1. El nivel de confianza.,2. El tamaño muestral.,3. La dispersión de la muestra.,4. La distribución de probabilidad del estadístico.,5. El valor del parámetro.,5,2007
160. El error estándar o error típico muestral es:,1. Un parámetro de dispersión.,2. Una medida de dispersión de un estadístico.,3. La diferencia entre estimador y estimación.,4. Un estadístico de dispersión de una muestra.,5. Una medida de asociación.,2,2007
"161. En relación con la varianza de una muestra, NO es cierto que:",1. Es siempre positiva.,2. Se mide en unidades al cuadrado.,3. No tiene en cuenta todas las observaciones.,4. Su raíz cuadrada es la desviación típica.,5. Es un estadístico de dispersión.,3,2007
162. Si en una muestra el valor de la media aritmética es mayor que el de la mediana:,1. La distribución es unimodal.,2. La distribución no es unimodal.,3. La moda no coincide con la mediana.,4. Más del 50% de los valores son mayores que la media.,5. Más del 50% de los valores son menores que la media.,5,2007
"163. Una muestra de 100 individuos hipertensos, tiene una tensión arterial diastólica (TAD) mediana de 100 mmHg. Esto significa que:",1. La media aritmética de las cifras de TAD de los 100 sujetos es de 100 mmHg.,2. La mitad de los individuos de la muestra tienen cifras iguales o inferiores a 100 mmHg.,3. Todos los individuos de la muestra tienen cifras de TAD iguales o superiores a 100 mmHg.,4. La cifra de TAD que se ha observado en un mayor número de sujetos es 100 mmHg.,5. El 95% de los sujetos de la muestra tienen cifras de TAD superiores a 100 mmHg.,2,2007
164. El coeficiente de variación en una muestra de100 individuos con un valor  medio de glucemia de 5 mmol/l y una desviación estándar de 0.5 es:,1. 5%.,2. 25%.,3. 12.5%.,4. 10%.,5. 2.5%.,4,2007
165. A la desviación típica de una distribución de medias muestrales se denomina:,1. Amplitud.,2. Error estándar.,3. Varianza.,4. Coeficiente de variación.,5. Moda.,2,2007
166. La cámara específica para el recuento de espermatozoides es la de:,1. Neubauer.,2. Makler.,3. Burker.,4. Thoma.,5. Nageotte.,2,2007
167. Se utiliza como conservante de las heces para el diagnóstico de enfermedades parasitarias:,1. Acidificación (ácido bórico).,2. Etanol al 70%.,3. Alcalinización (carbonato sódico).,4. Formalina al 10%.,5. Congelación a -20ºC.,4,2007
168. El anticoagulante EDTA (sal disódica del ácido etilendiaminotetraacético):,1. Actúa precipitando el calcio.,2. Altera sensiblemente la morfología eritrocitaria.,3. Es de elección para las pruebas de hemostasia.,4. Respeta la morfología eritrocitaria y leucocitaria.,"5. Provoca la aglutinación de las plaquetas, por lo que no se puede utilizar para el recuento de las mismas.",4,2007
169. De los siguientes soportes empleados en la electroforesis: ¿Cuál ofrece una mejor resolución de las bandas?:,1. Papel.,2. Acetato de Celulosa.,3. Gel de Agarosa.,4. Gel de almidón.,5. Gel de acrilamida.,5,2007
170. La determinación de plomo en sangre se efectúa mediante:,1. Absorción atómica.,2. Enzimoinmunoensayo.,3. Colorimetría.,4. Fluorescencia polarizada.,5. Electroforesis.,1,2007
171. Las células de la cresta neural proceden del:,1. Somita.,2. Tubo neural.,3. Mesodermo esplácnico.,4. Ectodermo dorsal no neural.,5. Endodermo del saco vitelino.,4,2007
"172. En la lactancia, las células mioepiteliales se contraen en respuesta a:",1. Caseína.,2. Lactoalbúmina.,3. Estrógenos.,4. Progesterona.,5. Oxitocina.,5,2007
173. La deficiencia de ácido fólico es la principal causa de:,1. Trisomías.,2. Defectos en el tubo neural.,3. Genitales ambiguos.,4. Poliploidia.,5. Duplicaciones.,2,2007
174. El mesodermo intermedio es el precursor de:,1. El sistema urogenital.,2. El corazón.,3. Los somitas.,4. La pared del cuerpo.,5. Los cuerpos vertebrales.,1,2007
175. El esclerotoma surge de células que están localizadas en:,1. La notocorda.,2. Los somitas.,3. El mesodermo intermedio.,4. El mesodermo lateral.,5. El tubo neural.,2,2007
176. La secreción de insulina comienza:,1. En el tercer mes de vida intrauterina.,2. En el quinto mes de vida intrauterina.,3. Después de la ingestión del calostro.,4. Después de la ingestión de frutas.,5. Después de la ingestión de verduras.,2,2007
"177. En el útero de la mujer, la mórula se transforma en:",1. Blastocisto.,2. Trofoblasto.,3. Masa celular interna.,4. Zona pelúcida.,5. Blastocele.,1,2007
"178. En humanos, la cavidad amniótica está revestida por células del:",1. Hipoblasto y los amnioblastos.,2. Epiblasto y los amnioblastos.,3. Epiblasto e hipoblasto.,4. Trofoblasto y los amnioblastos.,5. Citotrofoblasto y sincitiotrofoblasto.,2,2007
"179. En la mujer, el número máximo de ovogonios se alcanza en:",1. El tercer mes de desarrollo embrionario.,2. El quinto mes de desarrollo embrionario.,3. El momento del nacimiento.,4. En la infancia.,5. En la pubertad.,2,2007
"180. En el hombre, la espermatogénesis dura aproximadamente:",1. 12 días.,2. 26 días.,3. 32 días.,4. 64 días.,5. 80 días.,4,2007
181. La estructura de unión de los cromosomas con los microtúbulos del huso es el:,1. Centrómero.,2. Cinetocoro.,3. Telómero.,4. Satélite cromosómico.,5. Centrosoma.,2,2007
182. La desaparición del nucleolo y la envoltura nuclear durante la meiosis ocurre en:,1. Leptoteno.,2. Zigoteno.,3. Paquiteno.,4. Diploteno.,5. Diacinesis.,5,2007
183. La segunda división meiótica de la gametogénesis masculina ocurre en:,1. Espermatogonia.,2. Espermatocito primario.,3. Espermatocito secundario.,4. Espermátidas.,5. Espermatozoide.,3,2007
184. La etapa de la ovogénesis que completa la primera división meiótica es el/la:,1. Célula germinal.,2. Ovogonia.,3. Ovocito primario.,4. Ovocito secundario.,5. Óvulo maduro.,0,2007
185. Son bases púricas que pueden estar presentes en los ácidos nucleicos:,"1. Adenina, guanina y citosina.","2. Adenina, guanina e hipoxantina.","3. Guanina, citosina, timina y uracilo.","4. Citosina, timina, uracilo e hipoxantina.","5. Adenina, timina y uracilo.",2,2007
186. La base nitrogenada y el grupo fosfato de los desoxirribonucleótidos se posicionan respectivamente en los carbonos:,1. 1’ y 5’.,2. 1’ y 3’.,3. 2’ y 5’.,4. 2’ y 3’.,5. 2’ y 4’.,1,2007
187. ¿Qué afección se relaciona más estrechamente con el aumento de la edad materna?:,1. Trisomía 13.,2. Trisomía 18.,3. Trisomía 21.,4. Anencefalía.,5. Genitales externos ambiguos.,3,2007
"188. La separación entre cada dos pares de bases del ADN es 0,34 nm. Indique la longitud del ADN del complemento haploide humano:",1. 1 m.,"2. 1,05 m.","3. 1,12 m.","4. 1,20 m.","5. 1,35 m.",0,2007
189. Qué ADN polimerasas realizan la replicación del ADN nuclear:,1. Alfa y gamma.,2. Alfa y delta.,3. Beta y epsilon.,4. Beta y delta.,5. Gamma y delta.,2,2007
190. Es una ribozima:,1. ARN polimerasa I.,2. ARN polimerasa II.,3. ARN polimerasa III.,4. Transcriptasa inversa.,5. Peptidiltransferasa.,5,2007
191. El marco de lectura abierto de un gen es:,1. La secuencia del promotor proximal.,2. El lugar de inicio de la transcripción.,3. La secuencia de exones de un gen.,4. La secuencia comprendida entre un codón de iniciación y otro de terminación.,5. La secuencia completa del gen.,4,2007
192. El mecanismo de reparación “mismatch” corrige errores del ADN introducidos por:,1. Luz U.V.,2. Desaminación.,3. Replicación del ADN.,4. Recombinación no homóloga.,5. Transposición.,3,2007
193. Los vectores de clonación con mayor capacidad son:,1. Plásmidos.,2. Cósmidos.,3. BACs.,4. YACs.,5. Bacteriófago lambda.,4,2007
194. En la herencia recesiva ligada al cromosoma X se cumple que:,1. La incidencia es mayor en mujeres que en varones.,2. Las mujeres heterocigotas suelen estar afectadas.,3. El gen se transmite de padre a hijo varón.,4. El riesgo de transmisión por varones afectados es 50%.,5. El gen sen transmite de varón afectado a todas sus hijas.,5,2007
195. ¿Cuál de los siguientes dobletes representa un “punto caliente” de mutación en el genoma humano?:,1. AT.,2. CT.,3. AG.,4. CG.,5. AC.,4,2007
196. El equilibrio según la ley de Hardy-Weinberg se calcula en función de:,1. Frecuencias alélicas.,2. Frecuencias genotípicas.,3. Frecuencias fenotípicas.,4. Número de homocigotos.,5. Número de heterocigotos.,1,2007
197. Señale cuál de los siguientes valores de Z (puntuación de valores “lod store”) indica ligamiento entre dos genes:,1. ≥ 5.,2. ≥ 3.,3. 0.,4. ≤ -3.,5. ≤ -5.,2,2007
198. La “no disyunción durante la meiosis II” da lugar a:,1. Menos gametos alterados que la “no disyunción en meiosis I”.,2. Igual proporción de gametos alterados que “no disyunción I”.,3. Más gametos alterados que “no disyunción I”.,4. Ningún gameto viable.,5. Todos los gametos normales.,1,2007
199. El modelo de las bandas R cromosómicas:,1. Coincide con las bandas G.,2. Coincide con las bandas Q.,3. Coincide con las bandas C.,4. Es inverso a las bandas G y Q.,5. Es inverso a las bandas Q y C.,4,2007
200. El patrón de bandas de cada cromosoma se numera desde:,1. El telómero p al telómero q.,2. El centrómero a cada telómero.,3. Cada telómero al centrómero.,4. El telómero p al centrómero y del centrómero al telómero q.,5. El telómero q al centrómero y del centrómero al telómero p.,2,2007
201. Un isocromosoma dicéntrico puede formarse por:,1. Error de división del centrómero en meiosis I.,2. Error de división del centrómero en meiosis II.,3. Duplicación del brazo “q” de un cromosoma acrocéntrico.,4. Deleción del centrómero de un cromosoma metacéntrico.,5. Intercambio entre dos cromosomas hermanos en la región proximal.,5,2007
202. Señale cuál de las siguientes fórmulas cromosómicas se refiere a una inversión paricéntrica:,1. Inv(3)(p25q21).,2. I(18p).,3. 5qter→5p15.,4. Inv(9)(p11p21).,5. Inv(8)(p23. 1q22. 1).,0,2007
203. La terapia con ARN antisentido es adecuada en enfermedades:,1. Multigénicas.,2. Recesivas.,3. Ausencia de una proteína.,4. Exceso de una proteína.,5. Reparación del ADN.,4,2007
204. Un modelo transgénico animal de la enfermedad de Huntington con sistema “tet-off” tiene la especial ventaja de:,1. Imitar los síntomas de la enfermedad.,2. Comprobar que el transgén es la causa de la enfermedad.,3. Relacionar tiempo de expresión con enfermedad.,4. Ajustar las dosis de fármacos.,5. Inducir la apoptosis.,3,2007
205. Un “microarray” para evaluar el efecto de un gen mutante en la transcripción de otros genes requiere:,1. Aislamiento de ADN de células mutantes y células normales.,2. Aislamiento de ARNm de células con el gen mutante y de células normales.,3. Marcaje de los ARNm con un fluorocromo.,4. Marcaje de los cDNAs con un fluorocromo.,5. Hibridar los cDNAs de las células mutantes con los de células normales.,2,2007
206. Las translocaciones del cromosoma 8 en los linfomas implican el gen:,1. bcr.,2. abl.,3. FCC.,4. APC.,5. c-myc.,5,2007
207. La función de los anticuerpos antiRh que se suministran a las mujeres Rh negativo es:,1. Destruir células fetales circulantes.,2. Bloquear antígenos Rh.,3. Evitar que los anticuerpos maternos crucen la placenta.,4. Anular la unión anticuerpos Rh-antígenos Rh fetales.,5. Destruir la hemoglobina fetal liberada.,1,2007
208. Las proteínas codificadas por los genes HLA I y II presentan antígenos a:,1. Linfocitos B.,2. Linfocitos TH y TC.,3. Células NK.,4. Leucocitos.,5. Macrófagos.,2,2007
209. La haploinsuficiencia tiene  un modelo de herencia:,1. Ligado al cromosoma Y.,2. Ligado al cromosoma X.,3. Ligado al ADN mitocondrial.,4. Recesivo.,5. Dominante.,4,2007
210. El mantenimiento de la longitud de los telómeros en las células tumorales requiere:,1. Activación de la telomerasa.,2. Inactivación de la telomerasa.,3. Activación de la telomerasa e inactivación del control G1-S del ciclo celular.,4. Inactivación de la telomerasa y activación de la fase S.,5. Activación de telomerasa y de la fase M del ciclo celular.,3,2007
"211. De un tejido al que se le añada oligomicina, cabe esperar que:",1. Consuma oxígeno y produzca ATP.,2. No consuma oxígeno y produzca ATP.,3. Consuma oxígeno y no produzca ATP.,4. Ni consuma oxígeno ni produzca ATP.,5. Se incremente la producción de ATP.,4,2007
"212. De las siguientes sustancias que afectan a la fosforilación oxidativa, NO bloquea el flujo de electrones:",1. Antimicina A.,2. CO.,"3. 2,4-DNP.",4. Rotenona.,5. Cianuro.,3,2007
213. Señale la frase correcta:,1. El centro activo de los enzimas constituye más del 90% del total de la proteína.,2. El sustrato reconocido por un enzima típico posee un tamaño similar al del enzima.,3. Sólo los residuos catalíticos poseen capacidad para unir el sustrato en el centro activo.,"4. Generalmente, los sustratos se unen a los enzimas mediante enlaces covalentes.","5. Generalmente, los sustratos se unen a los enzimas mediante enlaces no covalentes.",5,2007
214. La Vmax de una reacción catalizada por un enzima:,1. Aumenta al aumentar la concentración de sustrato.,2. No es necesario conocerla para determinar el número de recambio de un enzima.,3. Aumenta con el tiempo de reacción.,4. Es la velocidad de la mayoría de las reacciones que ocurren en la célula.,5. Depende de la concentración de enzima.,5,2007
215. En la cinética enzimática de Michaelis-Menten:,1. Sólo se alcanza Vmax si se utilizan concentraciones muy elevadas de enzima.,2. Km se puede expresar en mol. s-1.,3. Km varía con la concentración de enzima.,4. Km es la Vmax /2.,5. Su representación es una hipérbola.,5,2007
216. La regulación por modificación covalente reversible:,1. Implica la ruptura del enlace peptídico.,2. Requiere la acción de otro enzima.,3. Siempre implica reacción de fosforilación.,4. Nunca afecta a enzimas alostéricos.,5. El enzima nunca se presenta en dos formas.,2,2007
217. En relación con la cadena lateral de los aminoácidos:,1. La His tiene un grupo amino.,2. La Cys es apolar.,3. La Phe es aromática.,4. La Ser es ionizable.,5. La Met contiene un grupo tiol.,3,2007
218. El efecto hidrofóbico consiste en que:,1. El interior de las células es predominantemente no polar.,2. Las membranas no pueden ser atravesadas por el agua.,"3. Por razones termodinámicas, los grupos apolares tienden a organizarse excluyendo al agua.",4. Los aminoácidos con cadena lateral apolar forman puentes de hidrógeno con facilidad.,5. Las interacciones entre cadenas laterales de aminoácidos apolares son más fuertes que las iónicas.,3,2007
219. Los promotores son:,1. Lugares de finalización de  la transcripción en todos los organismos.,2. Lugar de unión de la RNA polimerasa durante el inicio de la síntesis de RNA.,3. Señales que regulan el inicio de la síntesis de DNA.,4. Secuencias localizadas en la región 5’ de todos los mRNAs que indican el inicio de la traducción en los ribosomas.,5. Secuencias que se elimin an durante el corte y empalme en la maduración del RNA.,2,2007
"220. Los mamíferos pueden sintetizar glucosa a partir de los siguientes precursores, a EXCEPCIÓN de:",1. Glicerol.,2. Alanina.,3. Palmitato.,4. Oxalacetato.,5. Lactato.,3,2007
221. ¿Qué proceso libera mayor cantidad de energía utilizable por mol de glucosa?. La:,1. Respiración aerobia en una célula muscular.,2. Fermentación en una célula de levadura.,3. Glicolisis en una célula hepática.,4. Formación de ácido láctico en el músculo.,5. Síntesis de glucógeno en el hígado.,1,2007
222. El glucagón y la adrenalina tienen en común que:,1. Activan la degradación de glucógeno en hígado y músculo.,2. Facilitan la entrada de glucosa en todas las células del organismo.,3. Activan por fosforilación la acetil-CoA carboxilasa y con ello la síntesis de ácidos grasos.,4. Activan la síntesis de proteínas.,5. Activan la glicolisis.,1,2007
"223. En relación a fructosa-2,6-bisfosfato podemos afirmar que:",1. Es un intermediario glicolítico.,2. En células hepáticas aumenta su concentración en respuesta al aumento de AMPc.,3. Es un efector alostérico de la triacilglicerollipasa.,4. Su concentración regula la velocidad de la glicólisis y de la gluconeogénesis.,5. Es el activador más potente del complejo de la piruvatodeshidrogenasa.,4,2007
224. ¿Cuál de las siguientes relaciones es cierta?:,1. Caderinas – Uniones GAP.,2. Integrinas – Hemidesmosomas.,3. Claudinas – Uniones adherens.,4. Conexinas – Uniones estrechas.,5. Fibronectina – Desmosomas.,2,2007
225. En la desnaturalización de proteínas:,1. Se altera la conformación nativa sin que se vea afectada la actividad biológica.,2. Se produce la hidrólisis de la proteína.,3. Siempre es irreversible.,4. La única estructura que no se ve afectada es la primaria.,5. Sólo puede conseguirse por tratamiento de las proteínas con ácidos fuertes.,4,2007
226. En relación con la inhibición enzimática:,1. Un inhibidor irreversible provoca la desnaturalización del enzima.,2. Los inhibidores acompetitivos se unen al sustrato de la reacción.,3. Un inhibidor no comp etitivo no necesita unirse al enzima para ejercer su actividad.,4. Los inhibidores siempre modifican la Vmáx.,5. Un inhibidor competitivo actúa aumentando el valor de Km.,5,2007
"227. El favismo, crisis hemolíticas desencadenadas por la ingestión de Vicia faba, se deben a la baja actividad de:",1. Piruvato descarboxilasa.,2. Piruvato kinasa.,3. Glucosa 6-P deshidrogenasa.,4. Gamma-glutamil transferasa.,5. Fosfoenolpiruvato carboxiquinasa.,3,2007
228. El análisis de lactato deshidrogenasa se realiza por:,1. Monitorizando cinéticamente el NADH del medio.,2. Valoración del lactato.,3. El cambio en la concentración de protones.,4. Electroforesis.,5. El cociente lactato/piruvato.,1,2007
229. La hemólisis propicia el aumento plasmático de:,1. Sodio.,2. Urea.,3. Haptoglobina.,4. Potasio.,5. Fosfatasa alcalina.,4,2007
230. El calcio circula en sangre ligado a proteínas en un:,1. 20%.,2. 40%.,3. 60%.,4. 80%.,5. 90%.,2,2007
"231. En la separación electroforética de las proteínas plasmáticas, la gammaglobulina más abundante es:",1. IgA.,2. IgG.,3. IgM.,4. Prealbúmina.,5. Transferrina.,2,2007
232. La variabilidad intraindividual de la excreción urinaria es mínima en el caso de:,1. Sodio.,2. Urea.,3. Fosfato.,4. Ácido úrico.,5. Creatinina.,5,2007
233. El mejor marcador de valoración de la ferropenia es:,1. Hemoglobina.,2. Transferrina.,3. Ferritina.,4. Hierro.,5. Protoporfirina.,3,2007
234. Es marcador de tumor hepatocelular:,1. Albúmina glicada.,2. CA 125.,3. Elastasa neuronal.,4. Antígeno carcinoembrionario.,5. Alfa fetoproteína.,5,2007
"235. En la necrosis miocár dica, el marcador sanguíneo más precoz es:",1. Creatina quinasa.,2. Mioglobina.,3. Lactato deshidrogenasa.,4. Isoenzima MB de la Creatin quinasa.,5. AST (GOT).,2,2007
236. La fracción libre de la triiodotironina circulante es:,1. 0.1%.,2. 0.3%.,3. 0.5%.,4. 0.7%.,5. 0.9%.,2,2007
237. La fracción glicada de la hemoglobina es la:,1. A.,2. A1.,3. A2.,4. F.,5. G.,2,2007
238. El síndrome de Lesch-Nyhan se caracteriza por el déficit de hipoxantina-guanina fosforribosil transferasa y cursa con:,1. Aumento de ácido úrico.,2. Déficit de AMP.,3. Aumento de GMP.,4. Déficit de PRPP sintetasa.,5. Aumento de adenilsuccinato sintetasa.,1,2007
"239. La hiperlipidemia que presenta elevación de VLDL y se asocia a obesidad, diabetes y enfermedad metabólica es la de tipo:",1. I.,2. II.,3. III.,4. IV.,5. V.,4,2007
"240. Respecto a la telomerasa, NO es cierto que:",1. Su unidad de acción es de 6 nucleótidos.,2. Contiene RNA.,3. Escinde oligonucleótidos del DNA.,4. Actúa en el extremo 3’.,5. Interviene en la replicación del DNA.,3,2007
241. El ácido fosfatídico es el:,1. Glicerol 3-fosfato.,2. 1 acilglicerol 3-fosfato.,"3. 1,2 diacilglicerol 3-fosfato.",4. Difosfatidilglicerol.,5. Fosfatidilglicerol fosfoglicérido.,3,2007
"242. En el complejo de la piruvato deshidrogenasa, el cofactor de la dihi drolipoil deshidrogenasa es:",1. Pirofosfato de tiamina.,2. NAD+.,3. Lipoamida.,4. FAD.,5. Ca++.,4,2007
"243. En el ciclo de los ácidos tricarboxílicos, la descarboxilación del isocitrato da lugar a:",1. Alfacetoglutarato.,2. Aconitato.,3. Succinil CoA.,4. Fumarato.,5. Succinato.,1,2007
"244. En la vía glucolítica, el fosfoglicerato se forma a partir de:",1. Gliceraldehído 3-fosfato.,2. Dihidroxiacetona fosfato.,"3. Fructosa 1,6-bisfosfato.",4. Fosfoenolpiruvato.,"5. 1,3-bisfosfoglicerato.",5,2007
245. Es un enzima reversible de la vía gluconeogénica:,1. Fosfoglucosa isomerasa.,2. Fosfoglicerato quinasa.,3. Piruvato carboxilasa.,4. Gliceraldehído 3-fosfato deshidrogenasa.,5. Fosfoglicerato mutasa.,0,2007
246. La glucógeno fosforilasa se:,1. Inhibe con AMP.,2. Inhibe con glucosa.,3. Activa por fosfoproteína fosfatasa.,4. Activa con insulina.,5. Activa con Ca++.,2,2007
"247. Entre los glucosaminoglucanos, el hialuronato es un polímero de:",1. N-Ac-Glucosamina y Galactosa.,2. Glucosamina y Ácido Glucurónico.,3. N-Ac-Glucosamina y Ácido Idurónico.,4. N-Ac-Glucosamina y Ácido Glucónico.,5. N-Ac-Glucosamina y Ácido Glucurónico.,5,2007
"248. En la vía de síntesis de colesterol, el primer compuesto exclusivo de esta ruta es:",1. Ergosterol.,2. Acetoacetil CoA.,3. Farnesil pirofosfato.,4. Ácido mevalónico.,5. Escualeno.,4,2007
249. Es un aminoácido de cadena ramificada:,1. Valina.,2. Triptófano.,3. Cisteína.,4. Serina.,5. Fenilalanina.,1,2007
250. NO interviene en la cadena respiratoria mitocondrial:,1. Citocromo c.,2. Ubiquinona.,3. FMN.,4. Plastocianina.,5. O2.,4,2007
251. La membrana de filtración glomerular:,1. Facilita el paso de macromoléculas cargadas negativamente.,2. Presenta capilares continuos.,3. Impide el paso de células sanguíneas.,4. Es impermeable a la glucosa.,5. Sólo está presente en las nefronas corticales.,3,2007
252. Los mastocitos o células cebadas segregan:,1. Amilasa.,2. Anticuerpos.,3. Histamina.,4. Insulina.,5. Surfactante.,3,2007
253. Se transmite a través de aguas contaminadas fecalmente:,1. Vibrio cholerae.,2. Haemophilus influenzae.,3. Neisseria meningitidis.,4. Clostridium tetani.,5. Treponema pallidum.,1,2007
