Question,Option_1,Option_2,Option_3,Option_4,RC,year
119. ¿Cuál de las siguientes citosinas es propia de los linfocitos Th17?:,1. IL-4.,2. IL-13.,3. IL-21.,4. IL-22.,0,2023
"120. En un diagrama de cajas (“Box-plot” o “Boxand-Whisker plot”) que usamos para describir un conjunto de valores cuantitativos, los valores que delimitan la caja central son:",1. La mediana y el cuantil 95%.,2. Los límites del intervalo de confianza para la media al 95%.,3. La media más/menos el rango intercuartílico.,4. El primer y el tercer cuartil.,4,2023
121. La distribución de probabilidad que es necesario usar para calcular el intervalo de confianza de una población normal es:,1. La distribución normal.,2. La distribución t de Student.,3. La distribución ji(chi)-cuadrado.,4. La distribución uniforme.,0,2023
"122. Como resultado de un contraste de hipótesis para testear la hipótesis nula H0, se obtiene un p-valor (o valor P) de 0.025. Entonces:",1. Se acepta H0 al nivel de significación 0.05 y se rechaza al 0.01.,2. Se rechaza H0 a los niveles de significación0.05 y 0.01.,3. Se rechaza H0 al nivel de significación 0.05 y se acepta al 0.01.,4. Se acepta H0 a los niveles de significación0.05 y 0.01.,3,2023
123. Una de las hipótesis fundamentales en un modelo de regresión simple (Y=a+bX+e) es que:,1. Los residuos (e) son todos iguales a cero.,2. Los datos son independientes.,3. La covariable (X) es estimada por métodos mínimo-cuadráticos.,4. La suma de los valores respuesta (Y) es cero.,2,2023
124. El gráfico adecuado para representar las frecuencias de una variable cuantitativa continua que hemos agrupado en intervalos de distinta longitud es:,1. Un diagrama de Pareto.,2. Un gráfico de tarta.,3. Un histograma.,4. Un diagrama de cajas (“Box-plot”).,3,2023
125. De acuerdo con la guía KDIGO 2020 para el manejo de la diabetes en la enfermedad renal crónica (ERC):,1. Debe emplearse glucemia basal para monitorizar el control glucémico en pacientes con diabetes y ERC.,2. Debe emplearse microalbuminuria para monitorizar el control glucémico en pacientes con diabetes y ERC.,3. NO debe emplearse hemoglobina glicosilada (HbA1c) para monitorizar el control glucémico en pacientes con diabetes y ERC.,4. Debe emplearse hemoglobina glicosilada (HbA1c) para monitorizar el control glucémico en pacientes con diabetes y ERC.,4,2023
126. Cuál de las siguientes causas NO provoca hematuria:,1. Nefrolitiasis.,2. Cistitis.,3. Hepatopatías.,4. Traumatismo.,3,2023
127. Cuál de las siguientes enzimas NO participa en el metabolismo de la galactosa:,1. UDP-Galactosa-4-epimerasa.,2. Galactosa-1-P-Uridiltransferasa.,3. Galactoquinasa.,4. Galactosa-6-P-Uridiltransferasa.,4,2023
128. El déficit de Fructosa-1-P-Aldolasa se manifiesta con:,1. Hiperglucemia.,2. Hiperuricemia.,3. Alcalosis metabólica.,4. Aumento en N-glucosilación de las proteínas.,2,2023
129. El marcador más sensible de proteinuria tubular es:,1. Alfa-1-microglobulina.,2. Albúmina.,3. Alfa-2-macroglobulina.,4. Inmunoglobulina A.,1,2023
130. ¿Qué tipo de anticoagulante es más idóneo para la realización de una gasometría arterial o venosa?:,1. Heparina no fraccionada.,2. Heparina sódica líquida.,3. Heparina de litio.,4. Heparina de bajo peso molecular.,3,2023
131. En el organismo humano ¿Dónde se encuentra la mayor reserva de hierro útil?:,1. Unida a la transferrina.,2. Unida a la hemosiderina.,3. Formando parte de la hemoglobina contenida en los eritrocitos.,4. En forma de hierro libre en el plasma sanguíneo.,3,2023
132. ¿Cuál de las siguientes hormonas se caracteriza por variar su secreción a lo largo del día?:,1. Aldosterona.,2. Androstendiona.,3. Hormona antidiurética.,4. Cortisol.,4,2023
"133. Tras sospecha obtenida por cribado prenatal, ¿qué prueba debe solicitarse en líquido amniótico para confirmar o descartar una trisomía del 21?:",1. Cuantificación de la alfa feto proteína (AFP).,2. Cuantificación de la fracción beta de la gonadotropina coriónica humana (β-HCG).,3. Realización de un cariotipo.,4. Realización del cociente o ratio lecitina / esfingomielina.,3,2023
134. ¿Cuál de los siguientes marcadores biológicos pueden ayudar a confirmar la sospecha diagnóstica de una mucopolisacaridosis?:,1. Aminoácidos en plasma.,2. Glicosaminoglicanos en orina.,3. Ácidos orgánicos en orina.,4. Ácidos grasos de cadena muy larga en plasma.,2,2023
"135. En relación a la intolerancia hereditaria a la fructosa, es CIERTO que:",1. Es una enfermedad de herencia autosómica dominante.,"2. Pueden aparecer síntomas agudos como náuseas, vómitos, sudoración y deshidratación, entre otros.",3. Se produce por una deficiencia de fructocinasa.,4. Actualmente no existe un tratamiento efectivo.,2,2023
136. En las anemias regenerativas:,1. Hay una hipoproducción de eritroblastos en médula ósea.,2. Las principales causas son las hemorragias y hemólisis.,3. Pueden deberse a un defecto en la célula madre pluripotencial o a una alteración en la maduración eritroblástica.,"4. En condiciones fisiológicas, los hematíes formados en la médula ósea circulan 60 días en sangre periférica.",2,2023
"137. Con respecto a la galactosemia clásica, producida por déficit de galactosa-1-fosfato uridiltransferasa (GALT), es INCORRECTO:","1. La grave y precoz afectación hepática da lugar a colestasis, fibrosis y cirrosis progresiva.",2. En el cristalino se desarrolla la típica catarata nuclear “en gota de aceite”.,3. Es frecuente en el periodo neonatal la presencia de sepsis por Escherichia coli.,4. Se produce una disminución de la galactosa y galactitol plasmáticos.,4,2023
138. En cuanto a las enfermedades por almacenamiento de glucógeno o glucogenosis:,"1. El diagnóstico debe basarse en la combinación de la clínica, la bioquímica y el análisis genético.",2. La glucogenosis tipo III se produce por déficit de alguno de los componentes del sistema enzimático de la glucosa-6-fosfatasa.,3. En la mayoría de las glucogenosis el objetivo del tratamiento es prevenir las hiperglucemias.,4. La glucogenosis tipo IV se caracteriza por intolerancia al ejercicio físico.,1,2023
"139. En cuanto a las hemoglobinopatías, señale la respuesta FALSA:",1. Pueden deberse a alteraciones cuantitativas por disminución de la síntesis de una cadena globínica normal.,2. Las talasemias se caracterizan por una disminución del contenido hemoglobínico del hematíe (hipocromía).,3. En la β-talasemia es característica la presencia de hematíes “en forma de pez”.,4. En la anemia falciforme los hematíes atraviesan con facilidad la microcirculación de los tejidos.,4,2023
"140. En relación con la hormona antimülleriana (AMH), es cierto que:","1. Las concentraciones séricas de AMH están en relación con el tamaño de la reserva folicular ovárica, siendo por tanto un marcador de dicha reserva.","2. La AMH es expresada en la mujer, durante la fase reproductiva, por las células de la teca de los folículos pre ovulatorios.",3. En el síndrome de ovario poliquístico los valores de AMH son más bajos que los valores de referencia apropiados para la edad.,4. Las concentraciones séricas de AMH son indetectables en varones menores de 2 años de edad.,1,2023
141. ¿Cuál de los siguientes síndromes se presenta con un perfil hormonal de hipogonadismo hipogonadotropo?:,1. Síndrome de Turner.,2. Síndrome Kallmann.,3. Síndrome Klinefelter.,4. Síndrome Ulrich Noonan.,2,2023
142. La testosterona es la principal hormona secretada por:,1. Las células de la teca.,2. Las células de Sertoli.,3. Las células de Leydig.,4. Las células de la granulosa.,3,2023
143. ¿Cuál de las siguientes situaciones cursa con anión GAP normal hiperclorémico?:,1. Anemia grave.,2. Cetoacidosis.,3. Acidosis tubular renal tipo II.,4. Acidosis láctica.,3,2023
"144. ¿En relación al síndrome de Cushing, cuál de las siguientes causas podría considerarse origen del mismo?:",1. Hiposecreción crónica de la hormona adrenocorticotropa hipofisaria (ACTH).,2. Secreción de hormona adrenocorticotropa (ACTH) por tumores no hipofisarios.,3. Hipersecreción de prolactina.,4. Secreción de hormona luteinizante (LH).,2,2023
"145. ¿Cuál de las siguientes lipoproteínas se podría encontrar en pacientes con enfermedad obstructiva biliar, desapareciendo de la circulación cuando se resuelve la colestasis que la ha originado?:",1. Lipoproteína a.,2. Lipoproteína x.,3. Quilomicrones.,4. Lipoproteínas de muy baja densidad.,2,2023
146. ¿El incremento de qué apolipoproteína está relacionada con la hipercolesterolemia familiar heterocigota?:,1. Apolipoproteína E.,2. Apolipoproteína B.,3. Apolipoproteína CII.,4. Apolipoproteína AI.,2,2023
"147. En relación a los marcadores bioquímicos para el diagnóstico del infarto de miocardio, señale la respuesta CORRECTA:",1. La acumulación de lactato es uno de los primeros signos de isquemia muscular.,2. La creatin-quinasa MB (CK-MB) es el marcador de elección para el manejo del infarto de miocardio.,3. La troponina ultrasensible no es un marcador fiable de daño miocárdico.,4. La mayoría de las enzimas que se liberan inicialmente tras el infarto son de origen mitocondrial.,1,2023
148. Qué parámetro de los siguientes NO se incluye en las últimas guías de la Sociedad europea de arteriosclerosis para la estimación del SCORE (Systematic Coronary Risk Estimation):,1. Triglicéridos.,2. Presión arterial.,3. Sexo.,4. Colesterol No-HDL.,1,2023
"149. Entre los objetivos de las técnicas de preparación de semen para el estudio de fertilidad, NO se incluye:","1. Separar los espermatozoides del plasma seminal que contiene sustancias decapacitantes, prostaglandinas y linfoquinas.",2. Conservar glicoproteínas y péptidos que inhiben la capacitación.,"3. Retirar los espermatozoides muertos, leucocitos, células redondas y agentes infecciosos.","4. Aportar un medio de cultivo que contenga moléculas captadoras de esteroles (albúmina) y una composición iónica que apoye la homeostasis del espermatozoide y facilite las señales de transducción (calcio, bicarbonato).",2,2023
150. El síndrome carcinoide se caracteriza por un incremento de los niveles circulantes de:,1. Calcitonina.,2. Serotonina.,3. Histamina.,4. Dopamina.,2,2023
151. ¿Dónde se encuentra localizado en gen BRCA-2 cuya mutación predispone al desarrollo de cánceres de mama y ovario?:,1. 13p.,2. 13q.,3. 17p.,4. 17q.,2,2023
152. ¿Qué gen se asocia con mayor frecuencia a mutaciones adquiridas en el melanoma?:,1. KRAS.,2. EGFR.,3. TP53.,4. BRAF.,4,2023
153. ¿Cuál de los siguientes parámetros se encuentra generalmente descendido en el cáncer de próstata en relación a los pacientes con hiperplasia benigna de próstata?:,1. Antígeno prostático específico total (PSA total).,2. Densidad de antígeno prostático específico (dPSA).,3. Porcentaje de antígeno prostático libre (PSA libre).,4. Antígeno prostático complex (PSA complex).,3,2023
"154. El método colorimétrico de cuantificación de proteínas que se basa en la reacción de iones de cobre con los enlaces peptídicos de las proteínas, es el:",1. Método de Lowry.,2. Método de Biuret.,3. Método de Bradford.,4. Método por refractometría.,0,2023
"155. En un proteinograma normal, la región con el pico más elevado corresponde a la:",1. Fracción α1.,2. Fracción α2.,3. Albúmina.,4. Fracción β.,3,2023
156. La mayor cantidad de agua en el organismo humano se encuentra en el:,1. Espacio intracelular.,2. Espacio extracelular.,3. Plasma.,4. Espacio intersticial.,1,2023
157. El término clínico que define la presencia elevada de grasas en heces se denomina:,1. Esteatorrea.,2. Amenorrea.,3. Leucorrea.,4. Lipiduria.,1,2023
"158. En relación al test de tolerancia oral a la lactosa, tras la administración de lactosa medimos en sangre la concentración de:",1. Lactasa.,2. Lactosa.,3. Galactosa.,4. Glucosa.,4,2023
159. La determinación bioquímica de la proteína Tau en el líquido cefalorraquídeo es útil en el diagnóstico de:,1. Intoxicación por plomo.,2. Enfermedad de Alzheimer.,3. Neurofibromatosis tipo I.,4. Enfermedad de Parkinson tipo I.,2,2023
160. Uno de los siguientes anticuerpos antimitocondriales (AMA) es 100% específico de la cirrosis biliar primaria:,1. AMA con especificidad anti-M1.,2. AMA con especificidad anti-M2.,3. AMA con especificidad anti-M5.,4. AMA con especificidad anti-M7.,2,2023
"161. Respecto a la enfermedad de Paget, es CIERTO que:",1. La excreción urinaria de hidroxiprolina suele estar significativamente aumentada.,2. La excreción urinaria de calcio y fósforo está disminuida.,"3. La fosfatasa alcalina sérica aumenta, pero no debe utilizarse para seguir la actividad de la fase de síntesis ósea de la enfermedad.",4. Las concentraciones séricas de calcio y fósforo inorgánico rara vez se mantienen normales.,1,2023
162. ¿Cuál de los siguientes procesos es una causa frecuente de hipercalcemia?:,1. Insuficiencia renal crónica.,2. Seudohipoparatiroidismo.,3. Pancreatitis aguda.,4. Hiperparatiroidismo primario.,4,2023
163. Las rickettsias constituyen un grupo heterogéneo de bacilos y cocobacilos:,"1. Gram negativos, cortos, pequeños, intracelulares obligados.","2. Gram positivos, cortos, pequeños, intracelulares obligados",3. Bacillus cereus es su representante más característico.,4. No suelen causar patología importante en el ser humano.,1,2023
164. Entre los factores de patogenicidad de Mycoplasma pneumoniae NO se encuentra:,1. Proteína de adherencia P1.,2. Polisacáridos capsulares de la pared celular.,3. Producción de especies reactivas de oxígeno.,4. Actividad superantígeno.,2,2023
165. La neurocisticercosis es un cuadro originado por formas larvarias de:,1. Taenia saginata.,2. Taenia solium.,3. Strongyloides stercoralis.,4. Necator americanus.,2,2023
166. La sinergia del ácido clavulánico con una cefalosporina de tercera generación se usa para detectar mecanismos de resistencia del tipo:,1. Carbapenemasas.,2. Metilasas ribosómicas.,3. Beta-lactamasas de espectro extendido (BLEE).,4. Beta-lactamasas del tipo AmpC.,3,2023
167. ¿Cuál de los siguientes hongos NO podría diagnosticarse mediante la prueba del β-D-glucano:,1. Candida albicans.,2. Aspergillus fumigatus.,3. Pneumocystis jirovecii.,4. Cryptococcus neoformans.,4,2023
168. ¿Cuál de las siguientes especies del género Streptococcus NO es beta-hemolítica:,1. Streptococcus agalactiae.,2. Streptococcus pyogenes.,3. Streptococcus mitis.,4. Streptococcus dysgalactiae subs. equisimilis.,3,2023
169. Las pruebas de detección de antígenos bacterianos en muestras de orina son útiles para:,1. El diagnóstico de la faringitis por Streptococcus pyogenes.,2. El diagnótico de la neumonía por Streptococcus pneumoniae.,3. El diagnóstico de la meningitis por Streptococcus agalactiae.,4. El diagnóstico de la infección urinaria por Enterococcus faecium.,2,2023
170. Respecto a Listeria monocytogenes es CIERTO que:,1. Se trata de un microorganismo anaerobio estricto.,2. Forma parte de la microbiota vaginal humana.,3. Puede causar infecciones transmitidas por alimentos.,4. Es un microorganismo resistente a vancomicina.,3,2023
171. ¿Qué microorganismo es el agente causal del carbunco?:,1. Staphylococcus aureus.,2. Rickettsia conorii.,3. Chlamydia trachomatis.,4. Bacillus anthracis.,4,2023
172. De las siguientes especies del género Enterococcus ¿cuál es intrínsecamente resistente a la vancomicina?:,1. Enterococcus faecalis.,2. Enterococcus gallinarum.,3. Enterococcus faecium.,4. Enterococcus avium.,2,2023
173. Helicobacter pylori se puede aislar mediante cultivo de:,1. Sangre.,2. Biopsia gástrica.,3. Heces.,4. Esputo.,2,2023
174. ¿Qué bacteria de las siguientes es causa frecuente de intoxicación alimentaria?:,1. Clostridioides difficile.,2. Clostridium butyricum.,3. Clostridium tetani.,4. Clostridium perfringens.,4,2023
175. El reservorio natural de Bordetella pertussis son los:,1. Cánidos.,2. Félidos.,3. Seres humanos.,4. Óvidos.,3,2023
176. ¿En qué medio de cultivo crecen habitualmente las cepas de Haemophilus influenzae?:,1. Agar chocolate.,2. Agar sangre.,3. Agar MacConkey.,4. Agar Chapman-manitol.,1,2023
177. Una de las principales características de Vibrio cholerae es:,1. La movilidad.,2. Ser un bacilo Gram positivo.,3. Dar negativa la reacción de la oxidasa.,4. No crecer en medios de cultivo enriquecidos.,1,2023
178. Uno de los siguientes mecanismos de resistencia a quinolonas en bacterias Gram negativas NO es correcto:,1. Modificación de la subunidad beta de la ARN polimerasa.,2. Modificación de la ADN girasa.,3. Modificación de la topoisomerasa II.,4. Modificación de la topoisomerasa IV.,1,2023
179. Una de las siguientes afirmaciones respecto a las carbapenemasas es FALSA:,1. Pueden conferir resistencia a penicilinas y cefalosporinas.,2. Son frecuentes en Enterococcus faecium.,"3. Pueden pertenecer a las clases de betalactamasas A, B o D.",4. Frecuentemente se localizan en elementos genéticos transferibles.,2,2023
180. Entre los mecanismos de resistencia a carbapenemasas de Pseudomonas aeruginosa NO se encuentra:,1. Producción de carbapenemasas.,2. Mutación de la porina OprD.,3. Expresión de bombas de expulsión.,4. Modificación de la subunidad ribosomal 30S.,0,2023
181. Respecto a la fiebre tifoidea una de las siguientes afirmaciones es FALSA:,1. Está causada por Salmonella enterica serotipo Typhi.,2. El hombre es el único reservorio.,3. Alrededor del 1% de las personas infectadas se convierten en portadores crónicos.,4. El microorganismo causante se acantona en la médula ósea.,4,2023
182. Una de las siguientes afirmaciones respecto a Burkholderia cepacia es FALSA:,1. Es un bacilo Gram negativo no fermentador.,2. Causa infecciones pulmonares graves en pacientes con fibrosis quística.,3. Se asocia con un olor a cebolla característico.,4. Suele ser únicamente sensible la colistina.,4,2023
183. ¿Cuál de las siguientes especies es una micobacteria de crecimiento rápido?:,1. Mycobacterium kansasii.,2. Mycobacterium genavense.,3. Mycobacterium ulcerans.,4. Mycobacterium abscessus.,4,2023
184. ¿Cuál de los siguientes antígenos se detecta en las pruebas NO treponémicas que se utilizan para el diagnóstico serológico de la sífilis?:,1. Cardiolipina.,2. Fibronectina.,3. Esfingolípido.,4. Fosfatidil colina.,1,2023
185. En cuál de los siguientes hongos se observan hifas septadas al microscopio:,1. Blastomyces dermatitidis.,2. Cryptococcus neoformans.,3. Aspergillus niger.,4. Fusarium solani.,0,2023
186. Cuál de las siguientes características NO está asociada a los micoplasmas:,1. Carecen de pared celular.,2. Poseen una membrana citoplasmática bilaminar.,3. No se visualizan con la tinción de Gram.,4. Poseen citoesqueleto.,2,2023
187. Señale cuál de los siguientes NO es un virus ADN:,1. Virus de la viruela.,2. Virus de la inmunodeficiencia humana tipo (VIH-2).,3. Virus del papiloma humano.,4. Parvovirus B19.,2,2023
188. Señale la opción CORRECTA sobre la epidemiología viral:,"1. El virus VIH, el del Zika y el de la hepatitis B se puede transmitir por vía sexual.",2. Los virus sin envoltura son más frágiles que aquellos que sí la poseen.,3. La principal vía de transmisión del virus de la hepatitis A son las transfusiones sanguíneas.,"4. La transmisión de los virus no está condicionada por factores geográficos, sanitarios o económicos.",1,2023
189. Cuál de las siguientes afirmaciones sobre los virus es FALSA:,1. Son parásitos intracelulares obligados.,2. Los genomas virales pueden combinar ADN y ARN a la vez.,3. Están formados por ácidos nucleicos y proteínas.,4. Son capaces de utilizar los procesos celulares del hospedador para producir sus componentes.,2,2023
"190. Respecto al virus del dengue, señale la opción FALSA:",1. Pertenece a la familia Flaviviridae.,2. Se transmite a través de mosquitos del género Aedes.,"3. Su distribución es mundial, aunque más frecuente en la zona de los trópicos.","4. En los pacientes que han tenido contacto previo con este patógeno, las reinfecciones generalmente producen cuadros leves o paucisintomáticos.",4,2023
191. Señale la opción FALSA respecto al virus respiratorio sincitial:,"1. Es muy prevalente, casi todos los niños han tenido contacto con él antes de los dos años.",2. Su transmisión se produce a través de la vía respiratoria.,3. La infección natural evita las reinfecciones.,4. En los lactantes puede producir bronquiolitis.,3,2023
"192. La infección por el virus de la hepatitis A puede resultar en alguno de los siguientes cuadros clínicos, EXCEPTO:",1. Hepatitis aguda.,2. Hepatitis subclínica.,3. Hepatitis crónica.,4. Hepatitis fulminante.,3,2023
193. ¿Cuál de los siguientes agentes incluye un paso de retro-transcripción en su ciclo replicativo?:,1. Virus de la hepatitis A.,2. Virus de la hepatitis B.,3. Virus de la hepatitis C.,4. Virus de la hepatitis E.,2,2023
194. ¿Cuál de los siguientes agentes es un virus NO envuelto?:,1. Virus influenza.,2. Virus del sarampión.,3. Virus de la hepatitis E.,4. Virus de la inmunodeficiencia humana (VIH).,3,2023
195. El virus de la inmunodeficiencia humana tipo 1 (VIH-1) al inicio de la infección utiliza la combinación de receptores:,1. CD4 y CXCR4.,2. CD4 y CD8.,3. CD4 y CCR5.,4. CD3 y CD4.,3,2023
196. La vacuna frente a la parotiditis vírica consiste en:,1. La proteína de fusión (F) del virus de la parotiditis.,2. La proteína hemaglutinina-neuraminidasa (HN) del virus de la parotiditis.,3. Virus de la parotiditis inactivados por formaldehído.,4. Una cepa atenuada del virus la parotiditis.,4,2023
197. El tratamiento adecuado de la infección por Enterobius vermicularis es:,1. Artesunato intravenoso cada 6 horas.,"2. Paromomicina oral, dosis única.",3. Albendazol o mebendazol en 2 dosis separadas 15 días.,4. Ciprofloxacino cada 8 horas.,3,2023
198. ¿Cuál de los siguientes fármacos puede desencadenar una hiperinfestación por Strongyloides stercoralis en un paciente previamente infectado?:,1. Aspirina.,2. Corticoides.,3. Heparina sódica.,4. Salbutamol.,2,2023
199. ¿Con qué patógeno asociaría un cuadro de esteatorrea sin sangre ni moco?:,1. Giardia lamblia.,2. Ascaris lumbricoides.,3. Vibrio cholerae.,4. Escherichia coli enteroinvasivo.,1,2023
200. ¿Qué patógeno se ha asociado a brotes de gastroenteritis provocados por aguas contaminadas?:,1. Strongyloides stercoralis.,2. Trichiuris trichiura.,3. Cryptosporidium parvum.,4. Ancylostoma duodenalis.,3,2023
201. ¿Cómo se llama al epitelio simple plano que recubre los vasos sanguíneos?:,1. Endotelio.,2. Mesotelio.,3. Urotelio.,4. Pseudoestratificado.,1,2023
202. ¿Qué tipos celulares forman el alvéolo pulmonar?:,1. Neumocitos tipo I,2. Neumocitos tipo II,3. Neumocitos tipo I y II,"4. Neumocitos tipo I, II y macrófagos fijos.",3,2023
"203. En el órgano de Corti, las células ciliadas tienen la misión de transformar las señales mecánicas en señales eléctricas (transducción). ¿Qué estructura membranosa se encarga de generar este proceso mediante el roce y la deformación de los cilios?:",1. Membrana de Reissner.,2. Membrana basilar.,3. Membrana basal.,4. Membrana tectoria.,4,2023
204. La proporción fenotípica en F2 para un cruzamiento Aa x Bb con epistasia doble dominante es:,1. 12:3:1,2. 13:3,3. 15:1,4. 9:7,3,2023
205. ¿En qué células se expresa la molécula complejo mayor de histocompatibilidad de clase I (MHC I)?:,1. En los eritrocitos.,2. En la mayoría de las células nucleadas del organismo y en los eritrocitos.,3. En la mayoría de las células nucleadas del organismo.,4. En las células del sistema inmune exclusivamente.,3,2023
"206. Para calcular el intervalo de confianza o el contraste de hipótesis para una proporción, usaremos:",1. La distribución exponencial.,2. La distribución ji(chi)-cuadrado.,3. La distribución de Poisson.,4. La distribución normal.,4,2023
207. La enfermedad de Farber (lipogranulomatosis) se debe a un déficit de:,1. Esfingomielinasa.,2. Galactocerebrosidasa.,3. Ceramidasa.,4. Arilsulfatasa A.,3,2023
208. Cuál de las siguientes afirmaciones es CORRECTA respecto a la técnica espectroscopia de masas-cromatografía de gases (EM-GC):,1. Es la técnica de elección para la determinación rápida de drogas de abuso en orina.,2. La EM-GC se considera el estándar de oro para la detección y cuantificación de drogas volátiles.,3. Se trata de una técnica con un alto grado de fiabilidad y baja sensibilidad.,4. No debe usarse para la detección de creatinina y/o sus metabolitos en los líquidos corporales.,2,2023
"209. La infección por el Parvovirus B19 se asocia frecuentemente con los siguientes cuadros clínicos, EXCEPTO:",1. Neumonía intersticial.,2. Exantema.,3. Dolor e inflamación articular.,4. Anemia.,1,2023
210. ¿Qué patógeno produce la enfermedad del sueño?:,1. Trypanosoma cruzi.,2. Trypanosoma brucei.,3. Trichomonas vaginalis.,4. Trichiuris trichiura.,2,2023
