Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
"142. En la cinética de Michaelis-Menten, cuando los valores de [s] son muy inferiores (<1/100) al valor de Km:",1. Estamos en cinética de saturación.,2. La cinética es de orden 1.,3. La Vo es la Vmax.,4. La velocidad es independiente de la [s].,5. Esa situación no se produce nunca.,2,2013
143. La regulación enzimática por fosforilación:,1. Es reversible.,2. Requiere de enzimas que introducen directamente el Pi.,3. Introduce el Pi en aminoácidos ácidos y básicos.,4. Siempre activa enzimas.,5. La llevan a cabo fosfatasas.,1,2013
144. La gluconeolisis:,1. Ocurre en el citoplasma.,2. Se inhibe en presencia de oxígeno.,3. Se da sólo en organismos anaeróbicos y primitivos.,4. Es una vía reversible.,5. Es característica del metabolismo mitocondrial.,0,2013
145. La glucogénesis:,1. Es una vía muy activa en todos los tejidos.,2. Se activa por la insulina.,3. Todas sus reacciones se dan en la mitocondria.,4. Uno de sus sustratos es la ribosa.,5. Se produce en el hígado.,5,2013
"146. En el ciclo de la urea, el argininsuccinato:",1. Genera fumarato y arginina por la argininsuccinasa.,2. Tiene cinco grupos amino en su estructura.,3. Su síntesis produce energía en forma de ATP.,4. Se sintetiza en la mitocondria.,5. Es un cetoácido.,1,2013
147. En la síntesis de una molécula de ácido graso:,1. Se produce poder reductor en forma de NADPH + H+.,2. Se libera una molécula de CO2.,3. Entra una molécula de agua.,4. La cadena aumenta en 3C en cada paso.,5. Se libera acetil-CoA.,0,2013
148. La acetil-CoA carboxilasa:,1. Es una enzima mitocondrial.,2. Su producto es el Succinil-CoA.,3. Requiere biotina como cofactor.,4. Libera ATP.,5. Consume NADH.,3,2013
149. El acetil-CoA:,1. Se sintetiza a partir de piruvato en el citoplasma eucariótico.,2. Tiene un enlace fosfato rico en energía.,3. Presenta un nucleótido de guanina en el coenzima A.,4. Activa a la piruvato carboxilasa e inhibe a la piruvato deshidrogenasa.,5. Atraviesa fácilmente la membrana interna mitocondrial.,4,2013
150. En la regulación del metabolismo del glucógeno por la adrenalina:,1. Se inhibe la adenilato ciclasa.,2. Se inhibe la protenína kinasa A a través del AMPc.,3. La glucógeno sintetasa se inhibe por fosforilación.,4. La glucógeno fosforilasa se inhibe por fosforilación.,5. La principal enzima que la lleva a cabo es la proteína kinasa C.,3,2013
151. Dyphyllobotrium latum  compite con su hospedador definitivo por la vitamina:,1. A.,2. B 12.,3. C.,4. D.,5. E.,2,2013
152. La miltefosina y el antimoniato de meglumina se utilizan frente a:,1. Plasmodium falciparum.,2. Entamoeba histolytica.,3. Fasciola hepatica.,4. Leishmania.,5. Trichinella spiralis.,4,2013
153. El praziquantel está indicado frente a:,1. Dicrocoelium dendriticum.,2. Plasmodium.,3. Taenia saginata.,4. Toxoplasma gondii.,5. Entamoeba histolytica.,3,2013
154. Son operculados los huevos de:,1. Hymenolepis nana.,2. Trichinella spiralis.,3. Enterobius vermicularis.,4. Fasciola heptica.,5. Ascaris lumbricoides.,4,2013
155. El miracidio es una fase larvaria que forma parte del ciclo biológico de un:,1. Pediculus.,2. Ascaris.,3. Oxiuro.,4. Tremátodo.,5. Flebotomo.,4,2013
156. La transmisión del virus de la hepatitis E es vía:,1. Fecal-oral.,2. Secreciones corporales.,3. Sanguínea.,4. Placenta.,5. Aérea.,1,2013
157. El material genético de los parvovirus es:,1. DNA de doble cadena.,2. DNA de cadena sencilla.,3. RNA de cadena simple positiva.,4. RNA de cadena simple negativa.,5. RNA de doble cadena.,2,2013
158. Tienen simetría helicoidal en su cápside los:,1. Virus de la rabia.,2. Virus del resfriado común.,3. Papilomavirus.,4. Herpesvirus.,5. Adenovirus.,1,2013
159. El genoma del virus de la hepatitis B es DNA de:,1. Cadena simple (+).,2. Cadena simple (-).,3. Doble cadena circular.,4. Doble cadena lineal.,5. Doble cadena circular incompleta (con muescas).,5,2013
160. La envoltura de los retrovirus procede de la (el):,1. Membrana plasmática.,2. Membrana nuclear.,3. Retículo endoplasmático.,4. Aparato de Golgi.,5. Mitocondria.,1,2013
161. El sistema de Baltimore de clasificación de virus se basa en:,1. El tipo de material genético (DNA o RNA) que poseen.,2. La morfología de sus viriones.,3. La replicación del genoma y el proceso de síntesis de su mRNA.,4. La simetría de la cápside.,5. La presencia o ausencia de envoltura.,3,2013
162. Originan diarreas en los niños los:,1. Togavirus.,2. Coronavirus.,3. Arenavirus.,4. Parvovirus.,5. Astrovirus.,5,2013
163. Los cuerpos de Negri son masas de partículas víricas visibles al micro scopio óptico en las células infectadas por el virus de:,1. La viruela.,2. La rabia.,3. El polioma.,4. La fiebre amarilla.,5. El herpes.,2,2013
164. El antiviral tamiflu que se utiliza contra el virus de la gripe aviar actúa:,1. Inhibiendo la neuraminidasa viral.,2. Inactivando la proteasa viral responsable del procesamiento de los precursores de los capsómeros.,3. Impidiendo la decapsidaci ón de las partículas víricas.,4. Bloqueando la interacción de las partículas víricas con su receptor celular.,5. Alterando la actividad de la DNA polimerasa viral.,1,2013
165. El material genético del virus de la gripe se replica en el:,1. Lisosoma.,2. Citoplasma celular.,3. Núcleo de la célula.,4. Endosoma.,5. Aparato de Golgi.,3,2013
166. Inmediatamente después de la decapsidación del virus herpes tiene lugar la:,1. Síntesis de una RNA polimerasa propia.,2. Circularización de su genoma.,3. Lisis del endosoma.,4. Transcripción de la DNA polimerasa vírica.,5. Síntesis de una proteína inhibidora de la replicación de la célula huésped.,2,2013
167. El virus del resfriado común tiene un genoma:,1. DNA de cadena sencilla.,2. DNA de doble cadena.,3. Fragmentado.,4. RNA de cadena sencilla.,5. RNA de doble cadena.,4,2013
168. Los agentes causales más importantes del cáncer de cérvix son los:,1. Papilomavirus.,2. Poliomavirus.,3. Retrovirus.,4. Citomegalovirus.,5. Parvovirus.,1,2013
169. Utilizan una transcriptasa inversa durante su replicación los:,1. Papovavirus.,2. Poliomavirus.,3. Hepadnavirus.,4. Parvovirus.,5. Herpesvirus.,3,2013
170. El virus (virusoide) de la hepatitis D (a gente δ) precisa co-infectar con el virus de la hepatitis:,1. A.,2. B.,3. C.,4. E.,5. G.,2,2013
171. La mayoría de las bacterias Gram positivas no crecen en el medio de MacConkey porque éste contiene:,1. Sales biliares y cristal violeta.,2. Lactosa e hidrolizado de caseína.,3. Rojo neutro.,4. Manitol.,5. Fucsina básica.,1,2013
172. El aceite de inmersión que se usa para la observación microscópica:,1. Protege a la muestra del efecto oxidante del aire.,2. Lubrica la lente del objetivo.,3. Reduce la refracción y aumenta la resolución.,4. Actúa como una lente que aumenta la magnificación.,5. Evita la deshidratación de la preparación.,3,2013
173. Para observar las cápsulas bacterianas en un microscopio de campo claro se realiza una tinción:,1. Ácido resistente.,2. De Leifson.,3. Simple.,4. Negativa.,5. Diferencial.,4,2013
174. La acción microbiocida del yodo y cloro y muchos de sus derivados se debe a que:,1. Son agentes oxidantes.,2. Se unen específicamente a los centros activos de los enzimas.,3. Se unen específicamente a proteínas ribosómicas.,4. Inducen poros en las membranas.,5. Provocan la disolución de los fosfolípidos de membrana.,1,2013
175. Contienen endotoxinas las bacterias:,1. De todos los tipos salvo microplasmas.,2. Gram positivas.,3. Gram negativas.,4. Intracelulares.,5. Formadoras de endosporas.,3,2013
176. El antígeno O que se utiliza en la clasificación de las bacterias Gram negativas se corresponde con:,1. Las proteínas flagelares.,2. Componentes de la cápsula.,3. El peptidoglicano.,4. El polisacárido de los lipopolisacáridos.,5. Proteínas de la membrana plásmica.,4,2013
177. La ácido alcohol-resiste ncia se utiliza para identificar:,1. Bacterias fermentadoras.,2. Levaduras utilizadas en la producción de bebidas alcohólicas.,3. Bacterias que poseen ácidos micólicos.,4. Organismos esporulados.,5. Organismos oxidadores de sulfuros a ácido sulfúrico.,3,2013
178. Las Archaea se diferencian de las bacterias en que:,1. Sus membranas poseen una sola capa fosfolipídica.,2. Poseen varios cromosomas.,3. Sus membranas poseen éteres de glicerol.,4. No son susceptibles a la infección viral.,5. No presentan pared celular.,3,2013
179. Muy comúnmente las moléculas de autoinductor responsables de la percepción del quórum de muchas bacterias Gram-negativas son:,1. N-acil homoserina lactonas.,2. Ácido diaminopimélico.,3. Proteínas.,4. Colinas.,5. Ácidos grasos.,1,2013
180. El dato más comúnmente usado para estudiar la relación filogenética entre las bacterias es:,1. La composición en citosina-guanina de sus DNA.,2. El grado de hibridación DNA-DNA.,3. La secuencia de aminoácidos de las proteínas ribosomales.,4. La secuencia de nucleótidos de los RNA ribosómicos 16S.,5. La composición de la pared celular.,4,2013
181. Habitualmente protege al DNA de un enzima de restricción la:,1. Metilación de una base nitrogenada.,2. Glicosilación de una base nitrogenada.,3. Acetilación de la desoxirribosa.,4. Fosforilación de la desoxirribosa.,5. Pérdida de uno de los grupos hidroxilo del fosfato.,1,2013
182. Una característica esencial de los plásmidos es:,1. Poder integrarse en el genoma de la célula hospedadora.,2. Dirigir el proceso de conjugación bacteriana.,3. Portar genes de resistencia a antibióticos.,4. Replicarse autónomamente.,5. Ser moléculas de DNA circular.,4,2013
183. La fermentación de la glucosa que emplea Escherichia coli es la:,1. Láctica.,2. Propiónica.,3. Alcohólica.,4. Butírica.,5. Ácido-mixta.,5,2013
184. La diana de los antibacterianos aminoglicósidos es la:,1. DNA polimerasa.,2. Transpeptidación del péptidoglicano.,3. Subunidad 30S del ribosoma.,4. RNA polimerasa.,5. DNA girasa.,3,2013
"185. En la síntesis del DNA, las quinolonas actúan:",1. Uniéndose a la doble hélice y bloqueando así el progreso de la horquilla de replicación.,2. Intercalándose en la doble hélice y provocando así errores en la transcripción.,3. Sobre la DNA girasa.,4. Como análogos de nucleótidos que se incorporan al DNA.,5. Sobre las DNA polimerasas.,3,2013
186. La isoniazida es eficaz contra:,1. Brucella.,2. Mycoplasma.,3. Staphylococcus aureus.,4. Mycobacterium tuberculosis.,5. Bacillus anthracis.,4,2013
187. Una diferencia entre el genero Vibrio y las enterobacterias es ser:,1. Anaerobio estricto.,2. Halófilo.,3. Oxidasa negativo de flagelación peritrica.,4. Muy exigente nutricionalmente.,5. No fermentar la glucosa.,2,2013
188. Se transmite por picadura de un artópodo:,1. Campylobacter jejuni.,2. Burkholderia cepacia.,3. Francisella tularensis.,4. Rickettsia prowazekii.,5. Chlamydia trachomatis.,0,2013
189. Causa de la sífilis:,1. Trichomonas vaginalis.,2. Neisseria gonorrhoeae.,3. Treponema pallidum.,4. Mycoplasma genitalium.,5. Mobiluncus curtisii.,3,2013
190. Incorporan esteroles a su membrana plasmática:,1. Mycobacterium tuberculosis.,2. Micrococcus luteus.,3. Mycoplasma pneumoniae,4. Chlamidia trachomatis.,5. Rickettsia prowazekii.,3,2013
191. La microbiota vaginal de una mujer sana fértil está dominada por bacterias del género:,1. Peptostreptococcus.,2. Bifidobacterium.,3. Eubacterium.,4. Lactobacillus.,5. Vagococcus.,4,2013
192. La enfermedad de Lyme es producida por:,1. Borrelia burgdorferi.,2. Treponema saccharophilum.,3. Spirillum commune.,4. Leptospira interrogans.,5. Limulus poliphemus.,1,2013
193. La toxina colérica:,1. Inhibe la síntesis proteica.,2. Es hemolítica y dermonecrótica.,3. Altera el flujo de electrolitos en el intestino.,4. Está formada por un solo polipéptido que se escinde por efecto de proteasas.,5. Produce intoxicación alimentaria.,3,2013
194. La toxina botulínica:,1. Se produce en heridas infectadas y mal aireadas.,2. Bloquea la síntesis de proteínas.,3. Bloquea la secreción de acetilcolina en la placa mioneural.,4. Interfiere con la transmisión del impulso nervioso a nivel de los axones.,5. Provoca necrosis de las terminaciones nerviosas.,3,2013
"195. Una prueba importante para distinguir Staphylococcus aureus de estafilococos saprófitos, como Staphylococcus epidermidis es:",1. Oxidasa.,2. Catalasa.,3. Indol.,4. Ureasa.,5. Coagulasa.,5,2013
196. Pseudomonas aeruginosa es típicamente:,1. Sensible a la mayoría de antibióticos utilizados en medicina humana.,2. Patógeno obligado.,3. Patógeno oportunista.,4. Bacteria comensal del tracto digestivo.,5. Patógeno intracelular.,3,2013
"197. Las infecciones causadas por Clostridium tetani, Bordetella pertussis , Corynebacterium diphtheriae y Vibrio cholerae tienen en común:",1. El tipo de transmisión.,2. El reservorio.,3. La producción de exotoxinas.,4. Los órganos afectados.,5. La vía de infección.,3,2013
198. El principal factor de virulencia de Streptococcus pneumoniae es una (un):,1. Fímbria.,2. Cápsula.,3. Flagelo.,4. Endotoxina.,5. Adhesina.,2,2013
199. Legionella pneumophila se transmite por:,1. Sistemas de aire acondicionado.,2. Contacto entre individuos.,3. Picadura de mosquitos.,4. Alimentos contaminados.,5. Vía fecal-oral.,1,2013
200. Contiene una especie Gram negativa causante de meningitis el género:,1. Trichomonas.,2. Pasteurella.,3. Burkholderia.,4. Francisella.,5. Neisseria.,5,2013
"201. En los mamíferos, lo s receptores de tipo Toll (TLR) son receptores:",1. De señalización.,2. Antigénicos.,3. De alelos de histocompatibilidad.,4. De fagocitosis.,5. De quimiocinas.,1,2013
202. La respuesta inmunitaria innata frente a los virus está principalmente mediada por linfocitos:,1. B1.,2. Th1.,3. T citolíticos.,4. NK.,5. Tγδ.,4,2013
203. La función principal de las quimiocinas es:,1. Regular el tráfico linfocitario.,2. Estimular la proliferación celular en respuesta a agentes químicos.,3. Amplificar la producción de citoquinas antivirales.,4. Regular la selección en el timo.,5. Antagonizar algunas citoquinas.,1,2013
204. Las interacciones entre selectinas y diriginas vasculares:,1. Son muy fuertes.,2. Median la primera fase de la adhesión leucocito/endotelio.,3. Son permanentes.,4. Median la adhesión firme a los endotelios.,5. Son muy intensas en el bazo.,2,2013
205. En el procesamiento y presentación de péptidos de origen extracelular interviene (n):,1. Las proteínas TAP.,2. La tapasina.,3. La molécula HLA-DM.,4. El proteosoma.,5. Las moléculas HLA-B.,3,2013
206. El principal factor de crecimiento autocrino para la mayoría de linfo citos T tras el reconocimiento del antígeno es:,1. La interleucina 2.,2. La interleucina 4.,3. La interleucina 10.,4. El TGF- beta.,5. Todos los anteriores.,1,2013
207. Los linfocitos Tα CD4+:,1. Son funcionalmente cooperadores con linfocitos B y con otros linfocitos T.,2. Reconocen antígenos nativos en forma soluble.,3. Reconocen péptidos en el contexto MHC de clase I.,4. Son menos abundantes que los CD8+ en sangre humana.,5. Liberan perforinas.,1,2013
208. Es más característica de los linfocitos Th1 que de los Th2:,1. La interleucina 5.,2. El TGF-beta.,3. La interleucina 10.,4. La interleucina 17.,5. El IFN-γ.,5,2013
209. Los linfocitos Th1:,1. Activan a linfocitos B y eosinófilos.,2. Activan a macrófagos y linfocitos NK.,3. Secretan principalmente IL-4.,4. Promueven la producción de lgE.,5. Son un tipo de linfocitos Treg.,2,2013
210. Están implicadas en la acción lítica de los linfocitos T citotóxicos:,1. Granzimas.,2. Opsoninas.,3. Histaminas.,4. Integrinas.,5. Catepsinas.,1,2013
211. El desarrollo de células B en la médula ósea:,1. Es dependiente del antígeno.,2. Comienza con reordenamientos génicos en la cadena ligera kappa.,3. Es dependiente de células estromales.,4. Comienza con reordenamientos génicos en la cadena pesada delta.,5. Es dependiente de linfocitos T.,3,2013
212. Pueden formar parte del receptor del linfocito B en la superficie celular:,1. IgM e IgG.,2. IgD e IgG.,3. IgD e IgM.,4. IgA e IgM.,5. IgG e IgE.,3,2013
213. Determina el cambio de isotipo de la cadena pesada de las inmunoglobulinas:,1. El receptor de la célula B.,2. La molécula CD40 y las citoquinas.,3. La IgM o la IgD de la membrana de los linfocitos.,4. La edad.,5. La localización del linfocito dentro del centro germinal.,2,2013
"214. En comparación con las respuestas humorales primarias, las secundarias:",1. Están basadas fundamentalmente en IgM.,2. Son más rápidas y duraderas.,3. Generan anticuerpos de baja afinidad por el antígeno.,4. Presentan un bajo nivel de hipermutación.,5. Generan mucha menor cantidad de anticuerpos.,2,2013
215. El isotipo de inmunoglobulina más abundante producido por células plasmáticas del tejido linfoide asociado a mucosas es:,1. IgM.,2. IgD.,3. IgG.,4. IgA.,5. IgE.,4,2013
216. Pueden presentarse en forma multimérica asociadas con la cadena J las:,1. IgA y la IgG.,"2. IgD y la IgM,",3. IdE y la IgD.,4. IgA y la IgD.,5. IgA y la IgM.,5,2013
217. La vía clásica del complemento se activa en respuesta a:,1. Complejos antígeno-anticuerpo.,2. Unión directa de C3b a paredes bacterianas.,3. Glicolípidos microbianos.,4. La properdina.,5. La proteína C-reactiva.,1,2013
218. Están directamente implicados en las reacciones alérgicas:,1. Linfocitos T.,2. Células dendríticas.,3. Monocitos.,4. Plaquetas.,5. Mastocitos.,5,2013
219. La enfermedad del suero es una hipersensibilidad:,1. Mediada por IgE.,2. Contra moléculas de la matriz extracelular.,3. Mediada por deposición de inmunocomplejos en ciertos tejidos.,4. Con formación de granulomas.,5. Con activación de mastocitos asociados a vasos sanguíneos.,3,2013
220. La dermatitis por contacto está mediada por:,1. IgE.,2. IgG.,3. Eosinófilos activados.,4. Linfocitos NK activados.,5. Linfocitos Th1 activados.,5,2013
221. Una complicación del trasplante de precursores hematopoyéticos es:,1. La inmunodeficiencia común variable.,2. La enfermedad de injerto-contra-huésped.,3. Inmunodeficiencias en componentes del complemento.,4. La carencia de linfocitos NK.,5. La enfermedad granulomatosa crónica.,2,2013
222. El uso más común del ELISA indirecto es la cuantificación de:,1. Proteínas séricas.,2. La citotoxicidad mediada por linfocitos NK.,3. La activación del complemento.,4. Anticuerpos específicos en un suero.,5. Apoptosis.,4,2013
"223. En cuanto técnica inmunoanalítica, la citometría de flujo está basada principalmente en la detección de señales:",1. Quimioluminiscentes.,2. Fluorescentes.,3. Bioluminiscentes.,4. Piezoeléctricas.,5. Magnéticas.,2,2013
224. Al centrifugar sangre periférica humana en un gradiente de densidad en Ficoll:,1. Las células mononucleares flotan sobre el Ficoll.,2. Los linfocitos quedan en el fondo.,3. Los eritrocitos flotan sobre el Ficoll.,4. Los granulocitos flotan sobre el Ficoll.,5. Los monocitos quedan en el fondo.,1,2013
"225. En comparación con los anticuerpos policlonales, un anticuerpo monoclonal:",1. Tiene coste bajo.,2. Es de especificidad heterogénea.,3. Es de especificidad variable.,4. Reconoce un único epítopo.,5. Es de afinidad variable.,4,2013
226. Los neumocitos tipo I:,1. Producen surfactante.,2. Dan lugar a los neumocitos tipo II.,3. Tienen gran cantidad de orgánulos.,4. Son responsables del intercambio gaseoso.,5. Son células mesenquimales.,4,2013
227. Posee un único núcleo en posición central:,1. Fibra muscular esquelética.,2. Fibra muscular cardíaca.,3. Osteoclasto.,4. Trombocito.,5. Eritrocito.,2,2013
228. La azidotimidina (AZT) que se utiliza frente al virus de la inmunodeficiencia humana:,1. Se une a la ARN polimerasa celular y bloquea la transcripción.,2. Se une al promotor temprano del virus e impide su reconocimiento por la ARN polimerasa.,"3. Antagoniza la fosforilación de los nucleósidos, inhibiendo así la síntesis de ADN viral.",4. Bloquea el transporte de timidina al interior celular.,5. Inhibe la transcriptasa.,5,2013
229. Típicamente las especies del género Leptospira:,1. Tienen movimiento por flagelación perítrica.,2. Presentan endoflagelos.,3. Son anaerobias.,4. Forman prostecas.,5. Son comensales.,2,2013
"230. Tras el reconocimiento  antigénico, el receptor de la célula T transmite una señal de activación a través de:",1. CD3 y cadena .,2. Ig e Ig.,3. TAP1 y TAP2.,4. RAG1 y RAG2.,5. Regiones determinantes de la complementariedad 1 y 2.,1,2013
"231. La fructosa-1,6-bisfosfatasa:",1. Se inhibe por citrato.,2. Se activa por el AMP.,3. Libera un fosfato como Pi.,4. Es una enzima mitocondrial.,5. Cataliza una reacción reversible.,3,2013
"232. En un estudio de cruzamiento de prueba de tres puntos, una interferencia negativa indica que:",1. Se han producido más entrecruzamientos dobles de lo que se esperaba.,2. Se han producido menos entrecruzamientos dobles de lo que se esperaba.,3. El coeficiente de coincidencia es menor que1.,4. Un entrecruzamiento simple disminuye la probabilidad de que ocurra uno doble.,5. Se han producido menos entrecruzamientos simples de lo que se esperaba.,1,2013
233. El número de pares de cromosomas metacéntricos del cariotipo humano es:,1. 8.,2. 6.,3. 4.,4. 12.,5. 2.,3,2013
234. El trofoblasto se desarrolla a partir de:,1. La capa externa del blastocisto.,2. La masa celular interna.,3. La zona pelúcida.,4. El disco germinativo bilaminar.,5. El endometrio.,1,2013
235. En la electroforesis de hemoglobina en acetato de celulosa:,1. Se emplean como colorantes el Rojo Neutro o el Azul de Evans.,"2. Se obtienen tres fraccione s diferenciadas: Hb A, Hb A2 y anhidrasa carbónica.",3. La fracción mayoritaria es la HbA2.,4. Se obtiene el hemolizado empleando CINH4.,5. Se emplea como decolorante Acetona-Etanol (1:1).,2,2013
