Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
143. La presencia de células alorreactivas en el receptor de un transplante y en el donante se demuestra mediante:,1. El propio transplante del órgano.,2. Un cultivo mixto linfocitario.,3. Estimulación de las células con anti-CD3 en presencia de IL-2.,4. Una tinción de inmunohistoquímica con el suero del paciente.,5. Una tinción inmunohistoquímica con el suero del recipiente como anticuerpo primario.,2,2011
144. La técnica de ELISPOT permite:,1. Cuantificar antígenos.,2. Proceder al mapeo fino de epítopos.,3. Identificar células B formadoras de anticuerpos específicos.,4. Identificar anticuerpos séricos.,5. Identificar antígenos en secciones de tejidos.,3,2011
145. El Western-blot es una técnica:,1. Que combina la electroforesis y la inmunodifusión.,2. En la que antígeno y anticuerpo han de tener cargas opuestas.,3. En la que el antígeno está habitualmente desnaturalizado.,4. En la que los anticuerpos se someten a electroforesis.,5. Que se utiliza habitualmente para cuantificar anticuerpos.,3,2011
146. El intervalo comprendido entre aproximadamente dos errores estándar alrededor de la media se conoce como intervalo de:,1. Confianza de 1%.,2. Probabilidad del 95%.,3. Confianza del 95%.,4. Confianza del 99%.,5. Confianza del 5%.,3,2011
"147. La media y la desviación típica de la función normal tipificada son, respectivamente:",1. 0; infinito.,2. 1; 0.,3. 0; 1.,4. 1; 1.96.,5. 0; 1.96,3,2011
148. El test estadístico más adecuado para comparar dos proporciones con muestras apareadas es:,1. Chi cuadrado.,2. T de student de muestras apareadas.,3. Test de U de Mann – Whitney.,4. Test de MacNemar.,5. Correlación de Pearson.,4,2011
149. El coeficiente b de una recta de regresión representa:,1. La pendiente de la recta.,2. La ordenada en el origen.,3. El grado de correlación lineal que hay entre ambas variables.,4. El grado de significación de la relación.,5. La probabilidad de cometer el error tipo 1.,0,2011
150. La potencia de un test estadístico es la capacidad de detectar una:,1. Igualdad cuando ésta existe realmente.,2. Diferencia cuando ésta no existe realmente.,3. Igualdad cuando no ésta no existe realmente.,4. Diferencia cuyo valor se ha fijado previamente.,5. Diferencia cuando ésta existe realmente.,5,2011
151. Giardia Lamblia se caracteriza por presentar:,1. Unicamente fase de trofozoito.,2. Fases de trofozoito y quiste.,3. Fase de ooquiste.,4. Unicamente fase de quiste.,"5. Fases de trofozoito, quiste y ooquiste.",2,2011
152. Vive en nódulos subcutáneos y produce microfilarias en los linfáticos de la piel:,1. Wuchereria bancrofti.,2. Brugia malayi.,3. Onchocerca volvulus.,4. Mansonella perstans.,5. Brugia timori.,3,2011
153. Son síntomas típicos del paludismo:,"1. Escalofríos, fiebre y sudoración.",2. Dolor renal.,3. Dolores musculares.,4. Dificultad respiratoria.,5. Eosinofilia,1,2011
154. Tienen gran capacidad para sobrevivir largos periodos de tiempo en todos sus estadios sin ingerir alimentos:,1. Piojos.,2. Garrapatas.,3. Pulgas.,4. Cestodos.,5. Nemátodos.,2,2011
155. Los adultos de Echinococcus granulosus  se encuentran fundamentalmente en:,1. Hígado del hombre y rumiantes.,2. Intestino de cánidos.,3. Hígado y pulmones del hombre.,4. Musculatura de roedores.,5. Pulmones del hombre y rumiantes.,2,2011
156. En bacteriología la toma de muestras:,1. Debe realizarse después de instaurar un tratamiento.,2. Debe realizarse antes de instaurar un tratamiento.,3. Es indiferente el momento de la toma.,4. Es indiferente si se toma cantidad suficiente de muestra.,5. Es indiferente si se transporta en un medio adecuado.,2,2011
157. El método de la gota gruesa se emplea para el diagnóstico de infección por:,1. Giardia lamblia.,2. Plasmodium falciparum.,3. Cryptosporidium parvum.,4. Trichomonas vaginalis.,5. Fasciola hepática.,2,2011
158. La heparina es un anticoagulante porque:,1. Activa la proteína C.,2. Inhibe la trombina.,3. Activa el factor VII.,4. Activa la antitrombina III.,5. Inhibe el factor XI.,4,2011
159. El  tiempo de protrombina se determina en:,1. Plasma con EDTA.,2. Plasma heparinizado.,3. Plasma citratado.,4. Suero.,5. Plasma con fluoruro de litio.,3,2011
160. Habitualmente la determinación de mercurio y plomo se realiza por:,1. Nefelometría.,2. Espectrofotometría de absorción atómica.,3. Fotometría de llama.,4. Colorimetría.,5. Potenciometría.,2,2011
161. La característica morfológica de los ovocitos en estado de metafase II es la:,1. Presencia de la vesícula germinal.,2. Extrusión de gránulos corticales.,3. Presencia de zona pelúcida.,4. Visualización del primer corpúsculo polar.,5. Aparición del pronúcleo femenino.,4,2011
162. El aumento de las células ciliadas y con microvellosidades en el epitelio glandular endometrial se produce en la fase:,1. Menstrual.,2. Proliferativa.,3. Secretora temprana.,4. Secretora tardía.,5. Premenstrual.,2,2011
163. La fase meiótica de un ovocito en estado de dictiotene es:,1. Zigotene de la profase I.,2. Diplotene de la profase I.,3. Leptotene de la profase II.,4. Metafase II.,5. Telofase I.,2,2011
164. La zona pelúcida del ovocito se forma en el folículo:,1. Preantral.,2. Antral.,3. Primordial.,4. Preovulatorio.,5. Primario.,0,2011
165. ¿Cuánto tiempo necesita el folículo primario humano para evolucionar hasta la ovulación?:,1. Desde la menstruación hasta la ovulación en el mismo ciclo menstrual.,2. Una semana después de la ovulación.,3. Desde la fase lútea del ciclo menstrual anterior.,4. Una media de 28 días.,5. Varios ciclos menstruales.,5,2011
166. Los organismos diploides con ausencia de un par cromosómico completo se denominan:,1. Monoploides.,2. Haploides.,3. Monosómicos.,4. Nulisómicos.,5. Trisómicos.,4,2011
167. En la técnica de Southern-Blot la molécula que se separa y se transfiere es:,1. ADN + ARN.,2. ADN.,3. Proteína.,4. ARN.,5. ADN + proteína.,2,2011
168. Una característica de los lentivirus utilizados en terapia génica es:,1. Tienen capacidad para albergar genes grandes.,2. No producen reacciones inmunitarias.,3. No requieren vector.,4. Son más seguros.,5. Son más eficaces con moléculas de ADN pequeñas.,1,2011
169. El síndrome de CocKayne está relacionado con defectos en el mecanismo de la reparación del ADN:,1. Por escisión de bases.,2. Por error de apareamiento.,3. Directo.,4. Por escisión de nucleótidos.,5. Inverso.,4,2011
170. La segregación de los cromosomas es:,1. Recombinación entre las copias.,2. Reparar cromosomas dañados.,3. Eliminar cromosomas anómalos.,4. Distribuir una copia de cada cromosoma a cada célula hija.,5. Dividir los cromosomas.,4,2011
171. El gen responsable de la fibrosis quística está en la región cromosómica:,1. 8q.,2. 7q.,3. 7p.,4. 17p.,5. 17q.,2,2011
172. La ceguera para los colores verde y rojo se hereda como un rasgo:,1. Dominante.,2. Recesivo ligado al cromosoma Y.,3. Codominante.,4. Rescesivo ligado al cromosoma X.,5. Dominante ligado al cromosoma X.,4,2011
"173. El fenotipo de una persona con cariotipo constitucional 48,XXXY puede corresponder a:",1. Síndrome de Turner.,2. Síndrome de Jacobs.,3. Hombre Poli-Y.,4. Mujer Poli-X.,5. Síndrome de Klinefelter.,5,2011
174. El orden correcto de las etapas del ciclo celular es:,"1. G2, S, G1, Mitosis.","2. S, G2, G1, Mitosis.","3. G1, G2, S, Mitosis.","4. G1, S, G2, Mitosis.","5. S, mitosis, G1, G2.",4,2011
175. El sobrecruzamiento tiene lugar en la fase:,1. Leptotena.,2. Cigotena.,3. Paquitena.,4. Diplotena.,5. Diacinesis.,3,2011
176. ¿Cómo se denomina a una de las dos o más formas alternativas de un gen?:,1. Haploidia.,2. Locus.,3. Alelo.,4. Loci.,5. Cromátida.,3,2011
177. ¿Cuál de los siguientes genes es responsable de la inactivación del cromosoma X?,1. SRX.,2. FRAXA.,3. SRY.,4. Yist.,5. Xist.,5,2011
178. La meiosis I ocurre en:,1. Espermatogonias.,2. Espermatocitos primarios.,3. Espermatocitos secundarios.,4. Espermátides.,5. Espermatocitos.,2,2011
179. ¿En qué fase de la Profase I de la meiosis se forma el complejo sinaptonémico?:,1. Diacinesis.,2. Diplotene.,3. Cigotene.,4. Paquitene.,5. Leptotene.,0,2011
180. ¿Qué fenómeno genético explica que un individuo tenga un fenotipo determinado por genes autosómicos que se expresan con mayor facilidad en uno de los dos sexos?:,1. Impronta genética.,2. Efecto genético materno.,3. Herencia citoplasmática.,4. Característica limitada por el sexo.,5. Característica influida por el sexo.,5,2011
181. ¿En qué tipo de herencia los rasgos suelen aparecer con igual frecuencia en hombres y mujeres y tienden a saltar generaciones?:,1. Autosómica dominante.,2. Autosómica recesiva.,3. Dominante ligada al X.,4. Recesiva ligada al X.,5. Ligada al Y.,2,2011
"182. En el momento del nacimiento, los ovarios tienen:",1. Células germinales primitivas.,2. Ovogonias.,3. Ovocitos primarios.,4. Ovocitos secundarios.,5. Óvulos.,3,2011
183. En la fase zigotena el número de bivalentes es:,1. n.,2. 2n.,3. 4n.,4. 8n.,5. 16n.,1,2011
184. Los intrones de los genes que codifican proteínas en las mitocondrias son del tipo:,1. Grupo I.,2. Grupo II.,3. Grupo III.,4. ARNt.,5. Pre-ARNm nuclear.,2,2011
185. La secuencia 5´- 3´ que se repite en los telómeros humanos es:,1. GCCTAA.,2. GGGATT.,3. CCCTAAA.,4. CCCTAA.,5. GGCTAA.,4,2011
186. La cromatina del complejo sinaptonémico está:,1. Libre de histonas.,2. Libre de quiasmas.,3. Enlazada a microtúbulos.,4. Enlazada al elemento central.,5. Enlazada a los elementos laterales.,5,2011
"187. En la replicación del ADN bacteriano, el enzima que elimina y reemplaza a los cebadores es la ADN polimerasa:",1. II.,2. III.,3. V.,4. IV.,5. I.,5,2011
"188. En la PCR, el tamaño del fragmento que puede amplificarse por la Taq polimerasa estándar suele ser:",1. 5000 pb.,2. 20000 pb.,3. 1000 pb.,4. 10000 pb.,5. 20000 pb.,3,2011
189. El inicio de la transcripción se encuentra en:,1. El promotor.,2. El inicio de la región 5´ UTR.,3. El primer exón.,4. Una posición ATG.,5. La primera posición ATG.,2,2011
190. Los grupos sanguíneos MN son un ejemplo de:,1. Dominancia completa.,2. Dominancia incompleta.,3. Pérdida de heterocigosidad.,4. Expresividad.,5. Codominancia.,5,2011
191. El intercambio génico no recíproco que produce proporciones anómalas en los gametos se denomina:,1. Recombinación no homóloga.,2. Unión de Holliday.,3. Heteroduplex.,4. Conversión génica.,5. Conversión no homóloga.,4,2011
"192. En las células eucarióticas, la distancia entre nucleótidos en la doble hélice de ADN es de:",1. 34 nm.,"2. 3,4 nm.","3. 0,034 nm.","4. 0,34 nm.",5. 340 nm.,4,2011
193. El síndrome de Williams-Beuren se asocia a una microdeleción del brazo largo del cromosoma:,1. 4.,2. 15.,3. 7.,4. 17.,5. 20.,3,2011
194. El orden de las etapas en los ciclos PCR (reacción en cadena de la polimerasa) es:,"1. Desnaturalización, el ongación e hibridación de los cebadores.","2. Desnaturalización, hibridación de los cebadores y elongación.","3. Elongación, hibridación de cebadores, desnaturalización.","4. Elongación, desnaturalización, hibridación de cebadores.","5. Hibridación de cebadores, elongación y desnaturalización.",2,2011
195. Señale cual de las siguientes familias de ADN repetitivo tiene la unidad de repetición más larga:,1. ADN minisatélite.,2. ADN microsatélite.,3. Secuencias Alu.,4. Secuencias L1.,5. Secuencias centroméricas.,4,2011
196. Los loci microsatélite se caracterizan por ser:,1. Inserciones de bases.,2. Deleciones.,3. Miles de repeticiones de tamaño 2-6 pares de bases.,4. Repeticiones de varios cientos de bases.,5. Poseedores un alto número de alelos.,5,2011
"197. Durante la replicación del ADN, las ADN primasas:",1. Separan la doble hélice.,2. Favorecen el mantenimiento de la separación.,3. Sintetizan cebadores de ADN.,4. Sintetizan cebadores de ARN.,5. Unen extremos 5´ y 3´ del ADN,4,2011
198. La telomerasa se caracteriza por:,1. Estar activa en todas las células.,2. Actuar como una transcriptasa reversa.,3. Actuar como una DNA polimerasa.,4. Requerir rotura de los telómeros.,5. Copiar el ADN en dirección 3´  5´,2,2011
199. El mecanismo de reparación por escisión de bases repara:,1. Citosinas desaminadas.,2. Dímeros de timina.,3. Roturas de hebra única.,4. Roturas de doble hebra.,5. Errores durante la replicación.,1,2011
200. En genética la abreviatura utilizada para describir rotura y reunión es:,1. Fra.,2. / .,3. :: .,4. Cen.,5. Mar.,3,2011
201. Elija la afirmación co rrecta sobre la histidina:,1. Es un aminoácido ácido,2. Tiene un valor de pK R cercano a valores de pH fisiológicos.,3. Su cadena lateral es aromática.,4. Nunca está presente en centros activos de enzimas.,5. Tiene una cadena lateral de naturaleza polar sin carga.,2,2011
202. Sobre el carbono asimétrico de los aminoácidos es correcto afirmar:,1. Corresponde al carbono alfa.,2. Todos los aminoácidos presentan al menos un carbono asimétrico.,3. Está cargado positivamente.,4. Presenta configuración D o L según el carácter dextrógiro o levógiro del aminoácido.,5. Corresponde al carbono del grupo carbonilo.,1,2011
203. Elija la afirmación correcta sobre los valores de pK1 y pK2 de los aminoácidos:,1. Son valores muy variables para un mismo aminoácido.,2. En todos los aminoácidos básicos pK 2 es mayor que pKR.,3. En los aminoácidos ácidos pK R es menor que pK1.,4. pK1 tiene en todos los casos un valor inferior a pK2.,5. No se pueden determinar experimentalmente.,4,2011
204. En una curva de valoración de un aminoácido:,1. Conforme aumenta el pH disminuye el grado de desprotonación del aminoácido.,2. A valores bajos de pH el aminoácido estará totalmente protonado.,3. La proporción de cada forma iónica es independiente del grado de acidez del medio.,4. La  carga neta del aminoácido será neutra cuando el valor de pH coincida con pK.,5. Al final de la curva el aminoácido se encuentra en el pH isoeléctrico.,2,2011
205. Es característico de las cadenas polipeptídicas:,1. Presentar siempre una ordenación espacial aleatoria y poco regular.,2. Un alto grado de solubilidad debido a su pequeña masa molecular.,3. Presentar dos extremos de la misma naturaleza química.,4. Presentar gran capacidad de rotación en todos sus enlaces.,5. Ser sensibles a la hidrólisis por acción de proteasas.,5,2011
206. Los puentes de hidrógeno presentes tanto en la hélice alfa como en el plegamiento beta se forman entre grupos:,1. SH de cisteínas.,2. Cargados positiva o negativamente del radical.,3. Cetona y amino de los enlaces peptídicos.,4. Cetona y amino de los radicales.,5. De naturaleza apolar.,3,2011
207. Las proteínas globulares solubles se caracterizan por:,1. No presentar estructuras secundarias definidas.,2. La presencia de aminoácidos de naturaleza apolar en el interior.,3. Organizarse en estructuras poco compactas.,4. Estar localizadas en membranas.,5. Una disposición espacial irrelevante para su función.,2,2011
208. La curva de saturación con oxígeno de la hemoglobina:,1. No se afecta por la concentración de CO2.,2. Refleja un fenómeno de cooperatividad negativa (cada molécula de O 2 se une con mayor dificultad que la anterior).,"3. Se desplaza hacia la izquierda en presencia del 2,3- bifosfoglicerato.",4. Se desplaza a la derecha conforme aumenta el pH.,5. Se desplaza a la derecha conforme diminuye el pH.,5,2011
209. La alfa-D-Glucosa y el alfa-D-Galactosa:,1. Se diferencian en la configuración de un carbono asimétrico.,2. Se diferencian en la configuración de todos los carbonos asimétricos.,3. Se diferencian en la configuración del carbono anomérico.,4. Son interconvertibles por ciclación.,5. Son una aldohexosa y su correspondiente cetosa.,1,2011
210. El glucógeno:,1. Está compuesto por monosacáridos de galactosa.,2. Presenta enlaces glucosídicos en configuración alfa.,3. Esta formado por cadenas lineales de monosacáridos.,4. Se acumula en grandes gránulos en el citoplasma.,5. Es susceptible a la acción de celulasas.,2,2011
211. Los ácidos grasos:,1. Presentan con frecuencia dobles enlaces conjugados.,2. Son un componente esencial de los fosfoglicéridos.,3. Estan unidos mediante enlace éter al glicerol en los triglicéridos.,4. Tienen número impar de átomos de carbono.,5. Presentan abundantes ramificaciones en su cadena lateral.,2,2011
212. El AMPc:,1. Es un nucleótido con una base modificada.,2. Presenta dos grupos fosfato denominados alfa y beta.,3. Posee un fosfato unido a los carbonos 5´ y 3´ de la ribosa.,4. No existe en la naturaleza.,5. Es un desoxirribonucleótido.,3,2011
213. Sobre el ADN es correcto afirmar que:,1. La información se encuen tra en la secuencia de desoxirribosas y fosfatos.,2. Está formado por dos cadenas en disposición paralela.,3. Las bases nitrogenadas participan en el enlace entre los nucleótidos de una misma cadena.,4. Las bases nitrogenadas se disponen hacia el exterior de la doble hélice.,5. Tiene carácter ácido por las cargas negativas de los fosfatos.,5,2011
214. Las histonas:,1. Son proteínas que se asocian al ARN.,2. No están implicadas en el empaquetamiento del ADN en cromosomas.,3. En cada nucleosoma hay 6 copias de la misma histona.,4. Tienen cargas positivas que interactúan con las cargas negativas del ADN.,5. Presentan abundancia de glutámico y aspártico.,4,2011
215. En la replicación del ADN de procariotas:,1. Las hebras continua y retrasada son sintetizadas por dos polimerasas diferentes.,2. Participa una proteína denominada sigma.,3. Se sintetizan pequeños cebadores de ARN.,4. Hay dificultades para replicar con eficacia los extremos teloméricos del cromosoma.,5. La polimerasa reconoce una secuencia TATA para iniciar la síntesis.,3,2011
216. Que la replicación del ADN es un proceso dirigido por molde significa que:,1. La DNA polimerasa requiere de un grupo prostético para su actividad.,2. La DNA polimerasa sirve como molde para la unión de los nucleótidos.,3. Una proteína llamada “molde” se une al DNA y dirige la replicación.,4. La cadena complementaria a la de nueva síntesis determina qué nucleótido se incorpora.,5. Tiene lugar en dirección 5´- 3´.,4,2011
217. En la transcripción:,1. Todo el DNA se transcribe a RNA.,2. La RNA polimerasa no requiere de cebadores.,3. Las secuencias promotoras de DNA se transcriben pero no se traducen.,4. En la transcripción hay menos errores que en la replicación.,5. La dirección de síntesis del RNA es 3´-> 5´.,2,2011
218. Sobre la maduración del ARNm en eucariotas es correcto afirmar que:,1. En el extremo 3´ se introduce una larga cola PoliU.,2. En el extremo 5´ se introduce un nucleótido unido por enlace fosfodiéster 3´- 3´.,3. Se produce por complejos enzimáticos asociados al CTD de la polimerasa.,4. Tiene lugar en el citoplasma.,5. Es idéntico al de procariotas.,3,2011
219. Elija la respuesta correcta sobre el código genético:,1. Un determinado codón siempre codifica para el mismo aminoácido.,2. AUU es un codón de terminación.,3. Cada aminoácido es codificado por un único codón.,4. AGU es el codón de inicio.,5. Es muy distinto en cada especie.,1,2011
220. Las enzimas:,1. Aumentan la energía de activación.,2. Actúan en una reacción siempre que esta sea energéticamente desfavorable.,3. Alteran el equilibrio de una reacción.,4. No modifican el valor ΔG de la reacción.,5. Quedan modificadas por la reacción.,4,2011
221. Las reacciones espontáneas o exergónicas:,1. Tienen valores de ΔG negativos.,2. No necesitan estar catalizadas por enzimas.,3. Suceden siempre a gran velocidad.,4. Tienen sustratos poco energéticos y productos muy energéticos.,5. No se producen en la naturaleza.,1,2011
"222. En la cinética de Michaelis-Menten, cuando coinciden los valores concentración de substrato y Km:",1. Estamos en saturación.,2. La cinética es de orden 1.,3. La Vo es la  mitad de la Vmax.,4. La velocidad es independiente de la concentración de substrato.,5. Esa situación no se produce nunca.,3,2011
223. En la  inhibición enzimática competitiva:,1. La Vmax aumenta en presencia del inhibidor.,2. La Km aumenta en presencia del inhibidor.,3. La V max y la K m  cambian en presencia del inhibidor.,4. Al aumentar la concentración de inhibidor se recupera la velocidad máxima de la reacción.,5. El inhibidor no compite con el sustrato por el sitio activo.,2,2011
224. La regulación alostérica de las enzimas:,1. Lleva siempre a la inhibición de la actividad enzimática.,2. Es reversible.,3. Se produce por unión de los reguladores alostéricos al centro activo de la enzima.,4. Se da en todas las enzimas.,5. Supone la formación de un enlace covalente.,2,2011
"225. La conversión de glucosa-6P en fructosa-1,6-BP requiere las enzimas:",1. Hexoquinasa y fructosa fosforilasa.,2. Fosfoglucomutasa y aldolasa.,3. Fosfoglucosa isomerasa y fosfofructoquinasa.,4. Fosfofructoquinasa y aldolasa.,5. Glucoquinasa y enolasa.,3,2011
226. Elija un intermediario de la glucolisis que presente un fosfato de alta energía de hidrólisis:,1. Glucosa-6P.,2. Gliceraldehído-3P.,3. 3-Fosfoglicerato.,"4. 1,3-Bisfosfoglicerato (el fosfato en posición1).",5. Piruvato.,4,2011
"227. Participan tanto en la glucolisis como en la gluconeogénesis, las enzimas:",1. Gliceraldehído-3P  deshidrogenasa y fosfoglicerato quinasa.,2. Piruvato deshidrogenasa y fosofenolpiruvato carboxiquinasa.,3. Hexoquinasa y fosfofructoquinasa.,4. Malato deshidrogenasa y piruvato carboxilasa.,5. Fosfolipasa D.,1,2011
228. La vía de las pentosas fosfato:,"1. Tiene dos fases, oxidativa y no oxidativa, ambas reguladas por niveles de poder reductor.",2. Genera poder reductor en forma de NADPH.,3. Consume ATP.,4. Es una vía mitocondrial.,5. Es muy importante en todos los tejidos.,2,2011
229. El citrato:,1. Se sintetiza a partir de malato y acetil-CoA.,2. Tiene un enlace rico en energía.,3. Se sintetiza por la citrato sintasa en una reacción reversible.,4. Presenta cuatro grupos carboxilo.,5. Es una molécula simétrica.,5,2011
230. La malato deshidrogenasa:,1. Tiene como coenzima al FAD.,2. Introduce una molécula de agua en un doble enlace.,3. Cataliza una descarboxilación oxidativa.,4. Cataliza una reacción anaplerótica.,5. Cataliza una reacción reversible.,5,2011
231. La succinil-CoA sintetasa:,1. Cataliza una reacción similar a la de la piruvato deshidrogenasa.,2. Lleva a cabo una fosforilación a nivel de sustrato.,3. Cataliza una reacción de oxidorreducción.,4. Consume ATP para generar succinato.,5. Es una enzima de la glucolisis.,2,2011
232. La fosforilación oxidativa:,1. Proporciona energía para el transporte de electrones.,2. Se acompaña de un bombeo de electrones al exterior de la mitocondria.,3. La llevan a cabo enzimas fosfatasas.,4. Se produce en el citoplasma.,5. Es la principal vía de producción de ATP en la célula eucariota.,5,2011
233. Los ácidos grasos entran a la mitocondria:,1. Por transportadores específicos.,2. Asociados a carnitina.,3. Atravesando directamente la membrana.,4. Mediante un transportador del CoA.,5. Los ácidos grasos no entran en la mitocondria.,2,2011
234. La beta oxidación:,1. Se produce en el citoplasma,2. Genera poder reductor en forma de NADPH + H+.,3. Es una vía anabólica.,4. Varias de sus reacciones las catalizan quinasas que producen ATP.,5. Su producto es principalmente acetil-CoA,5,2011
235. Cuál de las siguientes enzimas del ciclo de Krebs generan poder reductor en forma de NADH + H+ :,1. Citrato sintasa,2. Succinato deshidrogenasa.,3. Succinil-CoA sintetasa.,4. Isocitrato deshidrogenasa.,5. Todas las anteriores.,4,2011
236. La acetil-CoA carboxilasa:,1. No está regulada.,2. Su producto es el propionil-CoA.,3. Consume CO2.,4. Consume dos enlaces ricos en energía.,5. Produce NADH.,3,2011
237. En los mamíferos el producto principal de la ácido graso sintasa es:,1. Oleato.,2. Palmitato.,3. Acetil-CoA.,4. Acetoacetil-CoA.,5. Estearato.,2,2011
238. Elija la afirmación correcta:,1. La glutamato deshidrogenasa lleva a cabo una desaminación oxidativa.,2. Las transaminasas se localizan exclusivamente en músculo.,3. La urea presenta tres grupos amino.,4. El adiposo es el principal tejido que sintetiza urea.,5. El ciclo de la urea produce energía a partir de grupos amino.,1,2011
239. El argininsuccinato:,1. Genera fumarato y arginina en el ciclo de la urea.,2. Tiene cinco grupos amino en su estructura.,3. Su síntesis produce ATP.,4. Se sintetiza en la mitocondria.,5. Es un cetoácido.,1,2011
240. El tejido adiposo se caracteriza por:,1. Recibe ácidos grasos asociados a albúmina procedentes del hígado.,2. Presenta lipasas intra-  y extracelulares sensibles a distintas hormonas.,3. Almacena grandes cantidades de glucógeno.,4. Sintetiza cuerpos cetónicos.,5. Sintetiza urea.,2,2011
241. Cuando el AMP-cíclico funciona como “ segundo mensajero”:,1. Actúa fuera de la célula para influenciar los procesos celulares.,2. Es una fuente de energía para la célula.,3. Activa todas las proteínas cinasa citosólicas.,4. Activa la proteína cinasa dependiente de AMP-cíclico.,5. Actúa como hormona.,4,2011
242. Estimula la separación de las hebras de DNA durante la replicación la:,1. Primasa.,2. DNA ligasa.,3. Las proteínas de unión al  DNA de cadena sencilla.,4. Helicasa.,5. DNA polimerasa I.,4,2011
243. La velocidad de una reacción anzimática se puede expresar como:,1. Cal . mol-1.,2. Min.,3. Mol centro activo. min.,4. Moles. L-1. min-1.,5. Moles x L-1.,4,2011
"244. A un tejido al que se le añada 2,4-dinitrofenol (2,4.DNP):",1. Consume oxígeno y produce ATP.,2. No consume oxígeno y produce ATP.,3. Consume oxígeno y no produce ATP.,4. Ni consume oxígeno ni produce ATP.,5. Se aumenta la producción de ATP.,3,2011
"245. En los mamíferos la eliminación de los grupos α-amino de los aminoácidos para su conversión en urea, puede ocurrir por:",1. Transaminación y desaminación oxidativa.,2. Transamidación.,3. Oxidoreducción.,4. Desaminación reductiva.,5. Hidrólisis.,1,2011
246. Un polinucleótido es un polímero:,1. Cuyos dos extremos son estructuralmente equivalentes.,2. Cuyos monómeros están unidos por enlaces fosfodiéster.,"3. En el que hay, al menos, 20 clases de monómeros.",4. Que en condiciones fisiológicas no presenta carga eléctrica.,5. Cuya unidad repetitiva es una base púrica o pirimidínica.,2,2011
247. ¿Cuál de las siguientes moléculas se ha transcrito y además se traduce?:,1. mRNA.,2. rRNA.,3. Intrones.,4. tRNA.,5. sRNA.,1,2011
248. El ATP:,1. Es un nucleósido.,2. Carece de azúcar en su estructura.,3. Su hidrólisis libera un átomo de fósforo inorgánico.,4. Se une covalentemente a Mg2.,5. Posee un ΔGO´  de hidrólisis muy negativo.,5,2011
249. La regulación por modificación covalente reversible:,1. Implica la ruptura del enlace peptídico.,2. Requiere la acción de otro enzima.,3. Siempre implica reacción de fosforilación.,4. Nunca afecta a enzimas alostéricos.,5. Nunca presenta el enzima en dos formas.,2,2011
250. ¿Qué proceso libera mayor cantidad de energía utilizable por mol de glucosa?:,1. La respiración aerobia en una célula muscular.,2. La fermentación en una célula de levadura.,3. La glicolisis en una célula hepática.,4. La formación de ácido láctico en el músculo.,5. La síntesis de glucógeno en el hígado.,1,2011
251. Segrega gonadotropina coriónica humana:,1. La adenohipófisis.,2. La placenta.,3. El cuerpo lúteo.,4. El ovario.,5. La neurohipófisis.,2,2011
252. La dinamina es una GTPasa que interviene en:,1. La lisis de la envoltura nuclear.,2. El cierre de las vesículas de clatrina.,3. El ensamblaje de los ribosomas.,4. El ensamblaje de los filamentos de actina.,5. El ensamblaje de los filamentos de miosina.,2,2011
253. Es un gas utilizado para esterilizar objetos sensibles al calor:,1. Óxido de etileno.,2. Nitrato de plata.,3. Fenol.,4. Yodo.,5. Peróxido de hidrógeno estabilizado.,1,2011
254. Es un virus hepatotrópico de transmisión fecaloral el de la hepatitis:,1. B.,2. C.,3. D.,4. E.,5. G.,4,2011
255. Las células dendríticas plasmacitoides se caracterizan por:,1. Ser células presentadoras de antígeno muy eficientes en las mucosas.,2. Expresar niveles elevados de moléculas de MHC de clase II y coestimuladoras.,3. Producir elevadas cantidades de interferones de tipo 1.,4. No intervenir en la respuesta inmune.,5. Participar en la maduración por afinidad de los anticuerpos.,3,2011
"256. En la gametogénesis masculina de un individuo diploide (2n=18), ¿cuántos cromosomas tiene un espermatocito primario?:",1. 6.,2. 12.,3. 18 (x).,4. 36.,5. 9.,3,2011
257. La función de los snRNAs o U-RNAs es:,1. Procesar rRNA.,2. Procesar snoRNA.,3. Procesar mRNAs.,4. Plegar tRNAs.,5. Plegar scRNA.,3,2011
258. Los codones de terminación de la traducción tienen como primer nucleótido:,1. A.,2. T.,3. C.,4. G.,5. U.,5,2011
"259. En ausencia de oxígeno, la principal función de la fermentación es:",1. Producir aminoácidos para la síntesis de proteínas.,2. Generar un gradiente de protones para la síntesis de ATP.,3. Regenerar NAD+ desde NADH para asegurar que la glicolisis continúe.,4. Oxidar la glucosa hasta CO2 y agua.,5. Producir pentosas.,3,2011
260. Los núcleos nucleosómicos contienen histonas:,"1. H1, H2a, H2b, H3 y H4.","2. H1, H2a, H2b, y H3.","3. H1, H2a, H2b y H4.","4. H1, H2, H3 y H4.","5. H2a, H2b, H3 y H4.",5,2011
