Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
133. Los superantígenos bacterianos:,1. No requieren procesamiento para estimular a linfocitos T.,2. Se unen a dominios invariantes del receptor antigénico.,3. Son presentados en la hendidura peptídica de moléculas de clase I.,4. Son presentados en moléculas CD1.,5. Son reconocidos por linfocitos T γδ.,1,2009
134. El fragmento Fc de un anticuerpo:,1. Contiene regiones variables.,2. Conserva las funciones efectoras asociadas al isotipo del anticuerpo.,3. Conserva la capacidad de reconocimiento antigénico.,4. Presenta regiones de hipervariabilidad.,5. Presenta secuencias ITAM.,2,2009
135. La especificidad del reconocimiento antigénico de un anticuerpo reside en:,1. Regiones constantes de la cadena ligera.,2. Regiones constantes de la cadena pesada.,3. Su dominio Fc.,4. Los extremos carboxilo terminal de sus cadex nas pesadas y ligeras.,5. Las regiones variables de la cadena pesada y de la cadena ligera.,5,2009
136. Las células B maduras:,1. Son objeto de selección negativa en la médula ósea.,2. Sólo expresan IgM pero no IgD en su memx brana.,3. Expresan el receptor cxkit en su membrana.,4. Expresan IgM e IgD en su membrana.,5. Son dependientes de ILx7.,4,2009
137. El ligando de CD40 (CD40L) induce:,1. Apoptosis.,2. Cambio isotópico de inmunoglobulinas.,3. Emigración hacia los ganglios periféricos.,4. Liberación de perforina.,5. Síntesis de ILx2.,2,2009
138. Las células plasmáticas:,1. Se dividen.,2. Experimentan hipermutación somática.,3. Expresan inmunoglobulinas de membrana.,4. No expresan moléculas de clase II del complex jo principal de histocompatibilidad.,5. Cambian de isotipo.,4,2009
139. Las células T que reconocen antígeno presentañ do por MHC  de clase II expresan el correceptor:,1. CD3.,2. CD4.,3. CD8.,4. CD45.,5. CD5.,2,2009
140. Los linfocitos Th1 efectores:,1. Reconocen moléculas de histocompatibilidad de clase I.,2. Secretan ILx10.,3. Cooperan con macrófagos.,4. Cooperan con linfocitos B.,5. Reconocen lípidos en moléculas CD1.,3,2009
141. La maduración de afinidad de los anticuerpos tiene lugar en:,1. Los folículos linfoide primarios.,2. Córtex del nódulo linfático.,3. Centro germinal del nódulo linfático.,4. Paracórtex del nódulo linfático.,5. Médula ósea.,3,2009
142. La anafilaxis sistémica es desencadenada por:,1. Mastocitos asociados a los vasos sanguíneos.,2. Inmunocomplejos circulantes.,3. Linfocitos Th2 activados.,4. Eosinófilos activados.,5. IgG.,1,2009
143. La esclerosis múltiple es una enfermedad mediada por:,1. IgG.,2. IgE.,3. Inmunocomplejos.,4. Linfocitos T.,5. Anticuerpos contra el receptor de acetilcolina.,4,2009
144. Cuando una preparación de sangre periférica humana es centrifugada en un gradiente de FicollñHypaque:,1. Granulocitos y linfocitos forman un halo en la interfase.,2. Eritrocitos y células NK sedimentan.,3. Granulocitos y eritrocitos van al fondo.,4. Se separan linfocitos B y T en función de su densidad.,5. Los monocitos sedimentan junto con los grax nulocitos.,3,2009
145. ¿Cuál de las siguientes técnicas usaría para determinar la concentración de una citocina en suero?:,1. ELISPOT  (Enzyme-linked immunosorbent spot).,2. Inmunodifusión radial simple.,3. Cromatografía de afinidad.,4. ELISA (Enzyme-linked immunosorbent assay).,5. Microscopía confocal.,4,2009
"146. Si un test estadístico ofrece un valor p<0,05. ¿Cómo se interpreta?:",1. Se acepta la hipótesis nula.,2. Se rechaza la hipótesis alternativa.,3. Se rechaza la hipótesis nula.,4. No se puede rechazar la hipótesis nula.,5. No existen evidencias a favor de la hipótesis alternativa.,3,2009
147. Al realizar un test de hipótesis:,1. Se pueden cometer 3 tipos de errores.,"2. A mayor tamaño muestral, el test tiene menor potencia.","3. A menor error beta, el test tiene mayor potenx cia.","4. Si aumenta la potencia del test, aumenta el error beta.","5. A menor error alfa, el test tiene menor especix ficidad.",3,2009
148. En un diagrama de tallo y hojas “stem and leaf”:,1. Los datos aparecen ordenados en sentido desx cendente.,2. Los datos aparecen ordenados en sentido asx cendente.,3. Se observa la misma información que en un polígono de frecuencias.,4. Se observa la misma información que en n diagrama de barras.,5. No se puede detectar la presencia de valores periféricos (outliers).,2,2009
"149. ¿Qué porcentaje aproximado de individuos de una población de distribución normal, con meñ dia 30 y desviación típica 10, se encuentran entre los valores 30 y 40?:",1. 34%.,2. 5%.,3. 25%.,4. 50%.,5. 68%.,1,2009
150. La potencia de un test estadístico es la capac iñ dad de detectar:,1. Una igualdad cuando ésta existe realmente.,2. Una diferencia cuando ésta no existe realmenx te.,3. Una igualdad cuando ésta no existe realmente.,4. Una diferencia cuyo valor se ha fijado previax mente.,5. Una diferencia cuando ésta existe realmente.,5,2009
151. Aparece con mayor frecuencia en los cálculos urinarios:,1. Oxalato cálcico.,2. Fosfato cálcico.,3. Fosfato amónico/magnésico.,4. Cistina.,5. Colesterol.,1,2009
152. Se determina ácido mucónico en orina por exñ posición a:,1. Benceno.,2. Mercurio.,3. Plomo.,4. Cloro.,5. Malatión.,1,2009
153. La técnica de Northern se usa para:,1. Detectar mutaciones con cambio de sentido.,2. Detectar mutaciones sinónimas.,3. Análisis del ADN genómico.,4. Análisis de transcripción.,5. Análisis de traducción.,4,2009
154. En la reacción en cadena de la polimerasa (PCR) la temperatura típica de la fase de extenñ sión es de:,1. 94ºC.,2. 45ºC.,3. 72ºC.,4. 50ºC.,5. 52ºC.,3,2009
155. Una sonda de ADN se utiliza en la técnica de:,1. PCR.,2. Southern Blot.,3. Western Blot.,4. Electroforesis.,5. Obtención de cDNA.,2,2009
156. Es un tratamiento oral para la leishmaniosis:,1. Antimoniato de meglumina.,2. Miltefosina.,3. Mebendazol.,4. Pamoato de pirantel.,5. Espiramicina.,2,2009
"157. En relación con el paludismo, el esporozoito e s:",1. La etapa infecciosa transmitida por la saliva del mosquito y formada dentro del oocisto por el proceso de esporogonia.,2. El huevo fecundado.,3. La etapa móvil del cigoto que precede a la etapa de oocisto.,4. Producto de la división por esquizogonia.,5. Gametocito masculino que produce cierto número de microgametos.,1,2009
"158. En los tremátodos, el opérculo es la:",1. Estructura en forma de tapadera que cubre a ciertos huevos de cestodos y a la mayoría de los tremátodos.,2. Órgano masculino de la cópula.,3. Etapa en la cual la cercaria se enquista.,4. Larva ciliada incubada a partir del huevo del tremátodo.,5. Ventosa ventral con músculos bien desarrollax dos.,1,2009
"159. En los artrópodos, las espiráculas son los:",1. Ojos simples.,2. Ojos compuestos.,3. Tubos de respiración en anillos.,4. Orificios respiratorios.,5. Pelos con función sensorial.,4,2009
160. En los nemátodos se denomina ánfido a:,1. Capa hialina externa no celular que cubre el nemátodo.,2. Receptores sensoriales situados cerca del extremo anterior.,3. Cavidad correspondiente a la boca del nemáx todo.,4. Orificio común para el recto y el tracto genital.,5. La porción posterior del esófago.,2,2009
161. El receptor que se encuentra en las células ep iñ teliales del útero y que durante la implantación se une a otro de la pared del trofoectodermo es:,1. La acrosina.,2. El HBxEGF.,3. El CD9.,4. La fertilicina.,5. La progesterona.,2,2009
"162. En el embarazo, la gonadotropina coriónica humana alcanza su máxima concentración duñ rante la/el:",1. 1ª semana.,2. 2ª semana.,3. 8ª ó 9ª semana.,4. Última semana.,5. 25x30 semanas.,3,2009
163. El único tejido embrionario en desarrollo que tiene contacto con el útero materno es:,1. Ectodermo.,2. Endodermo.,3. Mesodermo.,4. Trofoblasto.,5. Zona pelucida.,4,2009
164. Del endodermo derivan:,1. El epitelio del tubo digestivo.,2. El músculo del tubo digestivo.,3. El conjuntivo del tubo digestivo.,4. El sistema nervioso periférico del tubo digesx tivo.,5. Ningún tejido del tubo digestivo.,1,2009
165. El esclerotomo se origina a partir de células localizadas en:,1. Notocorda.,2. Mesodermo paraaxial.,3. Mesodermo intermedio.,4. Mesodermo lateral.,5. Ectodermo.,2,2009
166. El inductor principal en la inducción neural primaria es:,1. El hipoblasto.,2. La línea primitiva.,3. El mesodermo extraembrionario.,4. La notocorda.,5. El ectodermo embrionario.,4,2009
167. ¿Qué tejido se introduce a través de la línea primitiva?:,1. Sincitiotrofoblasto.,2. Hipoblasto.,3. Citotrofoblasto.,4. Saco vitelino primario.,5. Epiblasto.,5,2009
168. Las células de la cresta neural se originan en :,1. Los somitas.,2. El tubo neural.,3. El mesodermo esplácnico.,4. El endodermo del saco vitelino.,5. Los márgenes laterales de la placa neural.,5,2009
"169. Antes de madurar en el ciclo menstrual, los ovocitos primarios en la mujer permanecen inactivos en el periodo de:",1. Diploteno.,2. Paquiteno.,3. Cigoteno.,4. Diacinesis.,5. Leptoteno.,1,2009
170. El número máximo de ovogonios en la mujer se alcanza en:,1. El tercer mes de desarrollo embrionario.,2. El quinto mes de desarrollo embrionario.,3. El momento del nacimiento.,4. En la infancia.,5. En la pubertad.,2,2009
171. El fenómeno por el cual el fenotipo de un indi ñ viduo está determinado por genes cuya expreñ sión está afectada por el sexo del progenitor que los transmite se denomina:,1. Efecto genético materno.,2. Efecto genético paterno.,3. Característica influida por el sexo.,4. Característica ligada al sexo.,5. Impronta genómica.,5,2009
172. ¿Cuántas moléculas de ADN contiene una célula en metafase de un organismo diploide de 2n=16 cromosomas?:,1. 8.,2. 32.,3. 16.,4. 12.,5. 4.,2,2009
"173. Respecto a la caja TATA, NO es correcto:",1. Es una secuencia consenso TATAAAA.,2. Se encuentra en la región promotora de mux chos genes vinculados a la ARN polimerasa II.,3. Se encuentra a unas 125x130 pares de bases corriente arriba del sitio de inicio de la transx cripción.,4. Se asocia con los factores de transcripción FTII.,5. Determina el punto de inicio de la transcripx ción.,3,2009
174. ¿En qué fase de la mitosis de las células euca rióñ ticas se desintegra la membrana nuclear y los microtúbulos del huso se fijan a los cinetocoñ ros?:,1. Metafase.,2. Profase.,3. Prometafase.,4. Telofase.,5. Anafase.,3,2009
175. La proporción fenotípica de la descendencia de l cruzamiento de dos progenitores heterocigóticos (Aa x Aa) para una característica con dominanñ cia incompleta es:,1. 3:1.,2. 1:3:1.,3. 1:2:1.,4. 1:1.,5. 1:3.,3,2009
176. El porcentaje de citosina de una molécula de ADN de cadena doble es de 30%. ¿Cuál es el porcentaje de timina?:,1. 60%.,2. 10%.,3. 80%.,4. 40%.,5. 20%.,5,2009
"177. En la cromatina, se denomina cromatosoma al:",1. Nucleosoma sin la histona H1.,2. Nucleosoma con la histona H1.,3. ADN de un nucleosoma.,4. Conjunto de histonas de un nucleosoma.,5. ADN e histonas de dos nucleosomas adyacenx tes.,2,2009
178. ¿Cuál de las siguientes ADN polimerasas interñ viene en la replicación y reparación del ADN mitocondrial?:,1. Alfa.,2. Beta.,3. Gamma.,4. Delta.,5. Kappa.,3,2009
179. La secuencia consenso de ShineñDalgarno:,1. Sirve como sitio de unión de los factores de trascripción en genes eucariotas.,2. Se encuentra en la región 5’ no traducida de los ARNm eucarióticos.,3. Se encuentra en la región 3’ no traducida de los ARNm bacterianos.,4. Se encuentra en la región 5’ no traducida de los ARNm bacterianos.,5. Se localiza en la región 5’ no traducida de los ARNm de procariotas y eucariotas.,4,2009
180. ¿Cuántos microARNs se estima que existen en el genoma humano?:,1. 300.,2. 1500.,3. 500.,4. 50.,5. 15000.,3,2009
181. El mecanismo de reparación del ADN por unión de extremos no homólogos:,1. Repara por combinación de cromátidas no homólogas.,2. Repara por combinación de cromátidas herx manas.,3. Repara roturas de doble hebra.,4. Repara roturas de hebra sencilla.,5. Ocurre sólo durante la fase S.,3,2009
"182. El código de histonas se refiere a la adición de grupos fosfato, metilo y acetilo:",1. Al dominio globular de las histonas del octáx mero del nucleosoma.,2. Al dominio de cola de las histonas del octámex ro del nucleosoma.,3. A los dominios globulares y de cola de las histonas del nucleosoma.,4. Sólo a la histona H1.,5. A todas las histonas de la cromatina.,2,2009
183. Es una mutación por transición:,1. A → C.,2. A → G.,3. A → T.,4. G → C.,5. G → T.,2,2009
184. La heredabilidad en sentido restringido h2 se calcula dividiendo:,1. La varianza genética por la varianza genotípix ca.,2. La heredabilidad en sentido amplio por la varianza fenotípica.,3. La varianza genética aditiva por la varianza fenotípica.,4. La varianza genética aditiva por la varianza genotípica.,5. La heredabilidad en sentido amplio por la varianza genotípica.,3,2009
185. El síndrome de Marfan se asocia con mutacioñ nes del gen que codifica para la:,1. Tubulina.,2. Lipotubulina.,3. Hemoglobina.,4. Fibrilina.,5. Rodopsina.,4,2009
186. Es una enfermedad con herencia autosómica recesiva:,1. Acondroplasia.,2. Síndrome de Marfan.,3. Anemia falciforme.,4. Esclerosis tuberosa.,5. Osteogénesis imperfecta.,3,2009
187. El doblete CG es un “hotspot” (punto caliente) de mutación porque:,1. Es muy frecuente en el genoma humano.,2. CG tiende a duplicarse.,3. CG tiende a delecionarse.,4. G tiende a metilarse y desaminarse.,5. C tiende a metilarse y desaminarse.,5,2009
188. En el ser humano la secuencia de los telómeros de los cromosomas metafásicos que se repite múltiples veces en el hexanucleótido:,1. TTAGGG.,2. TAAGGG.,3. TAGGGC.,4. AATGGG.,5. GGAATT.,1,2009
189. Como vectores de clonación molecular los plásñ midos permiten albergar insertos de ADN de un tamaño máximo de:,1. 1000 kb.,2. 500 kb.,3. 40 kb.,4. 100 kb.,5. 10 kb.,5,2009
190. La huella de ADN se obtiene por detección siñ multánea de:,1. Múltiples loci VNTR.,2. Múltiples loci STRs.,3. RFLPs.,4. SNPs.,5. CNVs.,1,2009
191. Las bandas G de los cromosomas metafásicos humanos:,1. Contienen ADN rico en pares AT.,2. Tienen alta densidad de genes.,3. Contienen ADN rico en pares GC.,4. Se replican al principio de la fase S.,5. Contienen abundantes repeticiones SINE.,1,2009
192. El ADN mitocondrial humano contiene inforñ mación para aproximadamente:,1. 137 genes.,2. 37 genes.,3. 3 genes.,4. 1 gen.,5. 13 genes.,2,2009
193. El síndrome de MillerñDiecker se asocia a una microdeleción del brazo corto del cromosoma:,1. 4.,2. 7.,3. 16.,4. 17.,5. 20.,4,2009
194. La ataxia de Friedreich está causada por una expansión en una secuencia ALU del primer intrón del gen FRDA  del trinucleótido:,1. TTG.,2. GCC.,3. CGG.,4. GAA.,5. CTG.,4,2009
195. ARMSñPCR es una técnica de:,1. Detección de mutaciones específicas.,2. Secuenciación.,3. Amplificación de ADN.,4. Citogenética molecular.,5. Detección de mutaciones sin identificar el tipo.,1,2009
196. Los intensificadores que regulan la expresión del ADN:,1. No tienen posición fija.,2. Se localizan corriente arriba.,3. Se localizan corriente abajo.,4. Son intragénicos.,5. Son esenciales para la transcripción.,1,2009
"197. En el ser humano, al final de la meiosis I, ¿c uánñ tas cromátidas existen por célula?:",1. 92.,2. 23.,3. 46.,4. 69.,5. 138.,3,2009
198. Los genes transcripcionalmente inactivos conñ tienen residuos de:,1. 3xmetilguanina.,2. 3xmetilcitosina.,3. 3xmetiladenina.,4. 5xmetiladenina.,5. 5xmetilcitosina.,5,2009
199. ¿Qué proporción fenotípica dihíbrida modificañ da por epistasis dominante doble se produce en un cruzamiento AaBb x AaBb?:,1. 9:3:3:1.,2. 9:3:4.,3. 12:3:1.,4. 9:7.,5. 15:1.,5,2009
200. La técnica de cariotipo espectral SKY:,1. Permite detectar anomalías cromosómicas no visibles con el cariotipo convencional.,2. Utiliza ADN purificado.,3. Sólo puede aplicarse a material parafinado.,4. Sólo analiza una parte del genoma.,5. Utiliza ARN.,1,2009
201. El ovocito interrumpe la meiosis I en:,1. Profase.,2. Metafase.,3. Anafase.,4. Telofase.,5. Citocinesis.,1,2009
202. La célula entra en prometafase cuando:,1. Se duplica el material genético.,2. Se forman los cromosomas.,3. Se disgrega la envoltura nuclear.,4. Se forma el huso mitótico.,5. Los cromosomas se dirigen al plano ecuatox rial.,3,2009
203. Cada bivalente en la meiosis consta de:,1. 2 cromátidas.,2. 2 cromátidas hermanas.,3. 2 cromátidas homólogas.,4. 4 cromátidas.,5. 4 cromátidas homólogas.,4,2009
204. El elemento lateral del complejo sinaptonémico contacta con:,1. Cromátidas homólogas.,2. Cromátidas hermanas.,3. Centrómeros.,4. Telómeros.,5. Satélites cromosómicos.,1,2009
205. La región 5’ no traducida de un gen se encuenñ tra:,1. Antes del codón de inicio de traducción.,2. Antes del codón de inicio de transcripción.,3. Antes del promotor.,4. Después de la región de poliadenilación.,5. Después del codón de terminación.,1,2009
206. Elija la afirmación correcta sobre el punto isoeléctrico (pl) de los aminoácidos:,1. Es el valor de pH en el que ni el grupo amino ni el carboxilo del aminoácido están cargados.,2. En el pl el aminoácido sometido a un campo eléctrico no migra.,3. Algunos aminoácidos no tienen pl.,4. A valores de pH por debajo de pl todos los aminoácidos presentan carga negativa.,5. Es para todos los aminoácidos la semisuma de pK1 y pK2.,2,2009
207. Los enlaces de hidrógeno presente en la hélice  α se forman entre grupos:,1. SH de cisteínas.,2. Cargados positiva o negativamente de los radicales.,3. CO y NH de los enlaces peptídicos.,4. CO y NH de los radicales.,5. OH de los radicales.,3,2009
208. La αñDñRibosa y la αñDñRibulosa son:,1. Epímeros.,2. Imágenes especulares.,3. Una aldopentosa y su correspondiente cetosa.,4. Interconvertibles por ciclación.,5. Estereoisómeros.,3,2009
209. Elija la afirmación correcta:,1. El ácido fosfatídico es el esfingolípido más sencillo.,2. Los esfingolípidos nunca presentan fosfato.,3. La esfingosina es un tipo de ácido graso.,4. Los cerebrósidos presentan azúcares en su estructura.,5. Los esfingolípidos presentan glicerol.,4,2009
210. Los cebadores de ARN en la replicación de procariotas:,1. Se eliminan por acción de una ligasa.,2. Permanecen en el ADN una vez finalizada la replicación.,3. Son sintetizados por una ADN polimerasa.,4. Se eliminan mediante una actividad exonux cleasa 5’ → 3’.,5. Se sintetizan en un proceso no dirigido por molde.,4,2009
211. Los ARNt:,1. Presentan una secuencia CCA en el extremo3’.,2. Cada ARNt contiene dos cadenas de ARN.,3. Se unen al aminoácido a través del anticodón.,4. No presentan bases modificadas o poco frex cuentes.,5. Presentan una secuencia anticodón en el exx tremo 5’.,1,2009
212. Las enzimas:,1. Disminuyen la energía de activación de las reacciones.,2. Actúan en reacciones energéticamente desfax vorables haciéndolas favorables.,3. Modifican el valor de ∆Gº de las reacciones.,4. Alteran el equilibrio de las reacciones.,5. No alteran la velocidad de las reacciones.,1,2009
"213. En la glucolisis, es un intermediario con un fosfato de alto potencial de transferencia:",1. Fosfoenolpiruvato.,2. Glucosax6P.,3. Gliceraldehídox3P.,4. 3xfosfoglicerato.,5. 2xfosfoglicerato.,1,2009
214. En cada vuelta del ciclo de Krebs se:,1. Reducen 3 moléculas de NAD + a NADH.,2. Obtienen intermediarios de 4 C a partir de acetilxCoA.,3. Liberan 3 moléculas de CO2.,4. Consume un GTP que se hidroliza a GDP+Pi.,5. Liberan 2 moléculas de H 2O.,1,2009
215. En la cadena transportadora de electrones miñ tocondrial:,1. La energía de transferencia de electrones genex ra un gradiente de protones.,2. Los electrones se ceden finalmente al H2O que se oxida a O 2.,3. Algunos componentes de la cadena bombean electrones hacia el interior de la mitocondria.,4. Se consume ATP para llevar a cabo la transfex rencia de electrones.,5. Se produce poder reductor en forma de NADH.,1,2009
216. La ATP sintasa mitocondrial:,1. Sintetiza ATP a partir de AMP y PPi.,2. Se localiza en la membrana externa mitoconx drial.,3. Parte de su estructura es un canal por el que los electrones entran a la mitocondria.,4. Bombea protones a favor de gradiente hacia el exterior de la mitocondria.,5. Sintetiza ATP empleando la energía de un gradiente de protones.,5,2009
217. La activación de los ácidos grasos:,1. Se produce en la mitocondria.,2. Libera ATP.,3. Consiste en su fosforilación por una quinasa.,4. Consume dos enlaces de alta energía.,5. La cataliza una deshidrogenasa.,4,2009
218. La beta oxidación de los ácidos grasos insatur añ dos:,1. Genera más poder reductor que la de los satux rados.,2. Tiene lugar únicamente en el retículo endox plásmico.,3. Requiere de enzimas isomerasas y reductasas.,4. No existe.,5. Genera propionilxCoA.,3,2009
219. Elija la afirmación correcta:,1. Niveles altos de malonilxCoA inhiben el transx porte de ácidos grasos al interior de la mitox condria.,2. La síntesis de ácidos grasos se produce en la mitocondria.,3. El hidroxixmetilxglutarilxCoA es un intermex diario de la síntesis de ácidos grasos de númex ro impar de carbonos.,4. Las insaturaciones de los ácidos grasos se forman por acción de deshidratasas.,5. La síntesis de ácidos grasos consume FADH2.,1,2009
220. Las transaminasas o aminotransferasas:,1. Oxidan un aminoácido a cetoácido generando poder reductor.,2. Sólo existen en el hígado.,3. Sólo existen en el citoplasma.,4. Consumen ATP.,5. Catalizan reacciones reversibles.,5,2009
221. La ruta de los fosfatos de pentosa produce:,1. NADH y acetilxCoA.,2. Glucosax5xfosfato.,3. NADH y ribosax5xfosfato.,4. NADPH y ribosax5xfosfato.,"5. Ribulosax1,5xbisfosfato.",4,2009
222. La holoenzima RNA polimerasa procariótica:,1. Requiere secuencias específicas para iniciar la transcripción.,2. No es capaz de iniciar la transcripción.,3. Es capaz de iniciar la transcripción en cualx quier secuencia de DNA.,4. Requiere un cebador para iniciar la transcripx ción.,5. Participa en el proceso de replicación del DNA.,1,2009
223. Se ha transcrito y además se traduce:,1. tRNA.,2. rRNA.,3. Exones.,4. mRNA.,5. Promotor.,4,2009
224. Sobre el ciclo del ácido cítrico se puede afir mar que:,1. Produce la mayor parte del CO2 en organismos anaerobios.,"2. Es una vía metabólica catabólica, pero tamx bién anabólica.",3. Siempre se localiza en la matriz mitocondrial.,4. No hay reacciones de reposición de sus interx mediarios.,5. El piruvato se condensa con el oxalacetato en la primera etapa del ciclo.,2,2009
225. En relación con el metabolismo del glucógeno s e puede afirmar que:,1. El glucógeno se almacena junto con enzimas que catalizan su síntesis y degradación.,2. Las vías biosintéticas y degradativas son iguales.,3. El glucógeno se almacena en forma de gránux los densos en las mitocondrias de las células.,4. El glucógeno se metaboliza más rápidamente por ser un polímero lineal.,5. La escisión hidrolítica del glucógeno es enerx géticamente más ventajosa que la fosforolítica.,1,2009
226. Se oxida completamente en el ciclo del ácido cítrico:,1. Glioxilato.,2. Succinato.,3. Oxalacetato.,4. Citrato.,5. AcetilxCoA.,5,2009
227. La desnaturalización de proteínas:,1. Altera la conformación nativa sin que se vea afectada la actividad biológica.,2. Produce la hidrólisis de la proteína.,3. Siempre es irreversible.,4. No afecta la estructura primaria.,5. Sólo puede conseguirse por tratamiento de las proteínas con ácidos fuertes.,4,2009
228. En relación al ATP:,1. Su hidrólisis solo puede liberar un átomo de fósforo inorgánico.,2. Las células obtienen energía de los procesos catabólicos mayoritariamente en forma de ATP.,3. Todas las membranas biológicas contienen ATP sintasa.,4. Su estructura no contiene ningún azúcar.,5. Las levaduras producen más cantidad de ATP en condiciones anaeróbicas que en aerobiosis.,2,2009
229. Los cuerpos cetónicos:,1. Nunca son utilizados por el cerebro.,2. En ningún caso pueden dar acetona.,3. Se forman en un proceso especialmente activo en músculo esquelético.,4. Son utilizados por el hígado para sintetizar ácidos grasos.,5. Se forman a partir de acetilxCoA.,5,2009
230. ¿Por qué la ruta catabólica de una molécula siempre es diferente a la de su biosíntesis?:,1. Nunca se producen las dos rutas en la misma célula.,2. Todas las reacciones catalizadas por los enzix mas son irreversibles.,3. Los enzimas implicados siempre están en diferentes compartimientos.,4. Hay que atender a las necesidades celulares regulando el flujo de las vías metabólicas de forma integrada.,5. Los intermediarios del catabolismo no particix pan en rutas de biosíntesis.,4,2009
231. En relación con el enlace peptídico se puede afirmar que:,1. Tiene carácter de parcial doble enlace.,2. No se puede situar en un plano.,3. La configuración cis es la más frecuente.,4. Determina la estructura secundaria de las prox teínas.,5. Tiene libertad de giro.,1,2009
232. Respecto a la mioglobina es cierto que:,1. Es una proteína oligomérica.,2. Tiene una baja proporción de estructura en hélice alfa.,3. Está formada por una sola subunidad.,4. Tiene una afinidad por el oxígeno similar a la hemoglobina.,5. Muestra una curva sigmoide para su unión con el oxígeno.,3,2009
233. Una subfracción celular que contiene mitoconñ drias aumentará su consumo de oxígeno cuando se añada:,1. Antimicina.,2. ATP.,3. Oligomicina.,"4. 2,4 dinitrofenol.",5. Cianuro potásico.,4,2009
234. La eliminación de los grupos αñamino de los aminoácidos para su conversión en urea en los mamíferos puede ocurrir por:,1. Hidrólisis.,2. Transamidación.,3. Óxidoxreducción.,4. Desaminación reductiva.,5. Transaminación y desaminación oxidativa.,5,2009
235. El ciclo del glioxilato:,1. Esta en todos los organismos.,2. Tiene como función la síntesis de ácidos grax sos a partir de glúcidos.,3. Cuando falta en el hombre produce una grave enfermedad metabólica.,4. Permite convertir dos grupos acetilo en un intermediario del ciclo del ácido cítrico.,5. Tiene estrecha relación con la glicolisis.,4,2009
"236. De un tejido al que se le añada antimicina, ca be esperar que:",1. Consuma oxígeno y produzca ATP.,2. No consuma oxígeno y produzca ATP.,3. Consuma oxígeno y no produzca ATP.,4. Ni consuma oxígeno ni produzca ATP.,5. Se incremente la producción de ATP.,4,2009
237. En relación con la cadena lateral de los amino áñ cidos:,1. La Ser es apolar.,2. La Lys tiene carga negativa a pH 7.,3. La Asn tiene carga positiva a pH 7.,4. La His tiene un grupo imidazol.,5. La Met tiene carga negativa a pH 7.,4,2009
238. Separan las hebras del dúplex de DNA durante la replicación:,1. Primasa.,2. DNA ligasa.,3. Proteínas SSB.,4. Helicasa.,5. DNA Polimerasa I.,4,2009
"239. El pentapéptido, de secuencia: PheñLeuñAspñ ValñAla:",1. Es mayoritariamente hidrofílico.,2. Tiene 5 enlaces peptídicos.,"3. Es un péptido ácido, con carga neta negativa a pH 7,0.",4. Tiene como aminoácido Nx terminal Ala y Cxterminal Phe.,5. No se puede encontrar en proteínas globulares.,3,2009
240. En relación al ciclo de la urea en eucariotas se puede afirmar que:,1. Su función principal es usar el nitrógeno de los aminoácidos en procesos anabólicos.,2. Sólo requiere enzimas mitocondriales.,3. En mamíferos se produce en todos los tejidos para eliminar el nitrógeno.,4. Tiene lugar en dos compartimentos celulares distintos.,5. Tiene lugar en todos los organismos vivos.,4,2009
"241. Respecto a la glicólisis y la gluconeogénesis,  es cierto que:",1. Tienen lugar en el mismo compartimento celular.,2. Pueden tener lugar simultáneamente.,3. Hexoquinasa fosforila específicamente glucox sa.,4. Se produce la regulación conjunta de ambas rutas.,5. Los intermediarios están fosforilados para evitar su salida de la mitocondria.,4,2009
242. Los animales NO pueden sintetizar glucosa a partir de:,1. Glicerol.,2. Alanina.,3. Lactato.,4. Oxalacetato.,5. Palmitato.,5,2009
243. Respecto a la estructura del DNA es cierto que :,1. Está estabilizada por puentes de hidrógeno entre cadenas diferentes.,2. Contiene fructosa.,3. Las bases nitrogenadas se orientan hacia el exterior.,4. Los nucleótidos están unidos entre si por enlaces glicosídicos.,5. En procariotas es una única cadena lineal.,1,2009
244. La síntesis de ácidos grasos:,1. No requiere bicarbonato.,2. Consume ATP.,3. Proporciona NADPH.,4. No emplea la proteína portadora de acilo (ACP).,5. Es seguida de su transporte al citosol mediante la carnitina.,2,2009
"245. En relación con la conversión de piruvato a lactato, es cierto que:",1. Genera NAD + citosólico.,2. La lactato deshidrogenasa será más activa en presencia de oxígeno.,"3. Después de realizar un ejercicio muscular intenso, el lactato será convertido en glucosa por el músculo.",4. Genera CO2.,5. Permite la generación de NADPH.,1,2009
246. En el proceso de traducción NO es cierto que:,1. La actividad catalítica responsable de la forx mación de los enlaces peptídicos reside en un rRNA.,2. El codón AUG codifica para Met internas además de ser el codón de iniciación.,3. La dirección de lectura del mRNA es 3’ →  5’.,4. La dirección de síntesis del polipéptido es Nt →  Ct.,"5. Los factores proteicos RF1, RF2 y RF3 participan en la terminación de la traducción.",3,2009
247. En relación con el metabolismo de los ácidos grasos es cierto que:,1. No son las moléculas que proporcionan más energía.,2. Su degradación tiene lugar en el citosol.,"3. Se almacenan en forma libre, principalmente en adipocitos.",4. Su síntesis tiene lugar en la mitocondria.,5. Circulan en la sangre unidos a la albúmina sérica.,5,2009
248. El catabolismo de ácidos grasos:,1. Necesita poder reductor.,2. Requiere condiciones aerobias.,3. En células eucariotas ocurre en parte en mitox condria y en parte en citosol.,4. No utiliza Coenzima A.,5. No precisa ningún transportador específico.,2,2009
